smiles,r2
CC1(COC=N1)C#C,858.1067
CC1(COC=N1)C#N,832.6168
CC1(NCC=C1)C#N,870.6351
CC1(OCC=C1)C#C,876.2298
CC1(OCC=C1)C#N,851.2043
NC1(CCC=C1)C#N,894.8554
OC1(CCC=C1)C#C,887.3043
OC1(CCC=C1)C#N,877.899
CC1(CCC=C1)C=O,937.6302
CC1(COC=N1)C=O,833.4332
CC1(OCC=C1)C=O,885.3362
OC1(CCC=C1)C=O,895.5582
CC1(CCCC1)C#C,948.4715
CC1(CCCC1)C#N,924.4715
CC1(CCCN1)C#N,910.3853
CC1(CCCO1)C#C,899.7006
CC1(CCCO1)C#N,879.8673
CC1(CCOC1)C#C,945.9598
CC1(CCOC1)C#N,919.2779
CC1(COCO1)C#C,885.6754
CC1(COCO1)C#N,859.6673
CC1(OCCO1)C#C,846.4477
CC1(OCCO1)C#N,823.8258
NC1(CCCC1)C#N,901.9288
NC1(CCOC1)C#N,893.4728
OC1(CCCC1)C#C,954.1421
OC1(CCCC1)C#N,928.2423
OC1(CCOC1)C#C,904.9551
OC1(CCOC1)C#N,879.7496
CC1(CCCC1)C=O,975.7123
CC1(CCCO1)C=O,902.1824
CC1(CCOC1)C=O,950.0218
CC1(COCO1)C=O,863.2875
CC1(OCCO1)C=O,884.4507
OC1(CCCC1)C=O,955.7934
OC1(CCOC1)C=O,908.8094
CC1(CO)CC=CC1,966.8548
CC1(CO)CN=CO1,889.7035
CCC1(C)CC=CC1,1042.6584
CCC1(C)CN=CO1,950.7639
CCC1(O)CC=CC1,1000.4762
COC1(C)CC=CC1,972.6219
COC1(C)CN=CO1,877.394
OCC1(O)CC=CC1,925.1977
CC1(CO)CCC=C1,978.602
CC1(CO)COC=N1,898.085
CC1(CO)OCC=C1,913.9491
CCC1(C)CCC=C1,1034.0367
CCC1(C)COC=N1,963.6098
CCC1(C)OCC=C1,978.5952
CCC1(O)CCC=C1,1013.6886
COC1(C)CCC=C1,958.3728
COC1(C)OCC=C1,904.6323
OCC1(O)CCC=C1,954.1057
CC1(CO)CCCC1,1012.1329
CC1(CO)CCCO1,958.716
CC1(CO)CCOC1,976.2071
CC1(CO)COCO1,911.7197
CC1(CO)OCCO1,868.774
CCC1(C)CCCC1,1108.7684
CCC1(C)CCCO1,1024.3627
CCC1(C)CCOC1,1057.0689
CCC1(C)COCO1,972.7256
CCC1(C)OCCO1,929.9237
CCC1(O)CCCC1,1063.676
CCC1(O)CCOC1,1010.589
COC1(C)CCCC1,1009.8247
COC1(C)CCCO1,948.2129
COC1(C)CCOC1,985.6545
OCC1(O)CCCC1,1002.2004
OCC1(O)CCOC1,940.0381
CC(C#C)C1(C)CC1,1031.3587
CC(C#C)C1(C)CO1,979.2953
CC(C#C)C1(O)CC1,979.1464
CC(C#N)C1(C)CC1,1005.2221
CC(C#N)C1(C)CN1,966.2338
CC(C#N)C1(C)CO1,951.0738
CC(C#N)C1(O)CC1,965.0221
CC1(CC1)C(N)C#N,967.206
CC1(CC1)C(O)C#C,986.7435
CC1(CC1)C(O)C#N,946.6177
CC1(CN1)C(N)C#N,946.7146
CC1(CN1)C(O)C#C,950.6588
CC1(CN1)C(O)C#N,924.4206
CC1(CO1)C(N)C#N,929.1146
CC1(CO1)C(O)C#C,932.2422
CC1(CO1)C(O)C#N,911.4321
NC(C#N)C1(N)CC1,950.6318
NC(C#N)C1(O)CC1,939.9197
NC1(CC1)C(O)C#N,933.4483
OC(C#C)C1(O)CC1,933.0647
OC(C#N)C1(O)CC1,918.4259
CC(C=O)C1(C)CC1,1036.3628
CC(C=O)C1(C)CN1,1022.2616
CC(C=O)C1(C)CO1,1001.0485
CC(C=O)C1(O)CC1,1007.4641
CC1(CC1)C(O)C=O,994.5048
CC1(CN1)C(O)C=O,950.8542
CC1(CO1)C(O)C=O,944.0571
CN(C=O)C1(C)CC1,1017.2519
OC(C=O)C1(O)CC1,936.3545
CC1(CC1)C(=O)C#C,961.711
CC1(CC1)C(=O)C#N,938.2275
CC1(CN1)C(=O)C#C,943.4911
CC1(CN1)C(=O)C#N,920.9599
CC1(CO1)C(=O)C#C,903.3007
CC1(CO1)C(=O)C#N,878.5823
OC1(CC1)C(=O)C#C,918.9089
OC1(CC1)C(=O)C#N,896.973
CC1(CC1)C(=O)C=O,945.1734
CC1(CN1)C(=O)C=O,893.9453
CC1(CO1)C(=O)C=O,878.8815
OC1(CC1)C(=O)C=O,885.7809
CC1(CC1)C(=O)CO,1056.9621
CC1(CN1)C(=O)CO,1024.1362
CC1(CO1)C(=O)CO,1002.9774
CCC(=O)C1(C)CC1,1120.9038
CCC(=O)C1(C)CN1,1093.2996
CCC(=O)C1(C)CO1,1065.1469
CCC(=O)C1(O)CC1,1076.0795
CNC(=O)C1(C)CC1,1072.1062
CNC(=O)C1(C)CN1,1046.5364
CNC(=O)C1(C)CO1,1011.9842
CNC(=O)C1(O)CC1,1025.779
COC(=O)C1(C)CC1,1030.0328
COC(=O)C1(C)CN1,1005.2272
COC(=O)C1(C)CO1,995.4059
COC(=O)C1(N)CC1,1005.0251
COC(=O)C1(O)CC1,987.1423
OCC(=O)C1(O)CC1,1012.9176
CC(CO)C1(C)CC1,1136.6374
CC(CO)C1(C)CO1,1098.8849
CC(CO)C1(O)CC1,1098.3362
CC1(CC1)C(O)CO,1096.3676
CC1(CN1)C(O)CO,1061.8833
CC1(CO1)C(O)CO,1033.2695
CCC(C)C1(C)CC1,1199.1636
CCC(C)C1(C)CO1,1145.8854
CCC(C)C1(O)CC1,1151.1779
CCC(O)C1(C)CC1,1153.9356
CCC(O)C1(C)CN1,1125.3249
CCC(O)C1(C)CO1,1096.7741
CCC(O)C1(O)CC1,1105.8633
COC(C)C1(C)CC1,1099.7807
COC(C)C1(C)CN1,1089.9849
COC(C)C1(C)CO1,1074.8277
COC(C)C1(O)CC1,1055.7758
OCC(O)C1(O)CC1,1046.5145
CC#CCC1(C)CC1,1361.1646
CC#CCC1(C)CN1,1327.0527
CC#CCC1(C)CO1,1312.3578
CC#CCC1(O)CC1,1301.6428
CC1(CC1)C#CC#C,1335.2425
CC1(CC1)C#CC#N,1304.5891
CC1(CN1)C#CC#C,1318.404
CC1(CN1)C#CC#N,1288.0466
CC1(CO1)C#CC#C,1297.6829
CC1(CO1)C#CC#N,1267.881
OC1(CC1)C#CC#C,1295.546
OC1(CC1)C#CC#N,1265.6749
CC1(CC1)C#CC=O,1343.1877
CC1(CN1)C#CC=O,1335.8548
CC1(CO1)C#CC=O,1315.9548
OC1(CC1)C#CC=O,1303.3478
CC1(CC1)NCC#N,1230.337
CC1(CC1)OCC#C,1207.7612
CC1(CC1)OCC#N,1006.1896
CC1(CCC#C)CC1,1324.977
CC1(CCC#C)CO1,1270.9828
CC1(CCC#N)CC1,1294.202
CC1(CCC#N)CN1,1262.3914
CC1(CCC#N)CO1,1237.4553
OC1(CCC#C)CC1,1277.7399
OC1(CCC#N)CC1,1246.4231
CC1(CC1)OCC=O,1256.1392
CC1(CCC=O)CC1,1362.6732
CC1(CCC=O)CO1,1305.7302
CC1(CNC=O)CC1,1180.8223
CC1(CNC=O)CN1,1134.7596
CC1(CNC=O)CO1,1117.1983
CC1(COC=N)CO1,1070.8183
CC1(COC=O)CC1,1214.2721
CC1(COC=O)CN1,1087.6794
CC1(COC=O)CO1,1062.5174
OC1(CCC=O)CC1,1316.1506
OC1(CNC=O)CC1,969.409
OC1(COC=N)CC1,960.698
OC1(COC=O)CC1,1121.9188
CN=COC1(C)CC1,1276.2794
CC1(CC1)C#CCO,1433.5306
CC1(CN1)C#CCO,1408.8688
CC1(CO1)C#CCO,1389.0234
CCC#CC1(C)CC1,1481.0851
CCC#CC1(C)CN1,1453.2374
CCC#CC1(C)CO1,1446.7985
CCC#CC1(O)CC1,1439.2263
OCC#CC1(O)CC1,1386.8453
COC=NC1(C)CC1,1334.9848
CC1(CC1)OCCO,1226.8586
CC1(CCCO)CC1,1477.8756
CC1(CCCO)CO1,1419.9912
CCCCC1(C)CC1,1545.8305
CCCCC1(C)CO1,1485.9921
CCCCC1(O)CC1,1501.6345
CCCOC1(C)CC1,1411.651
CCOCC1(C)CC1,1390.4564
CCOCC1(C)CN1,1331.6317
CCOCC1(C)CO1,1346.2771
CCOCC1(O)CC1,1339.2308
COCCC1(C)CC1,1444.1361
COCCC1(C)CO1,1386.3971
COCCC1(O)CC1,1400.881
OCCCC1(O)CC1,1433.2885
CC1(C#C)C(O)C1O,950.4023
CC1(C#N)C(N)C1N,967.3922
CC1(C#N)C(N)C1O,942.0939
CC1(C#N)C(O)C1O,923.3324
CC1C(C)C1(C)C#C,1059.3836
CC1C(C)C1(C)C#N,1031.8054
CC1C(C)C1(N)C#N,1004.9472
CC1C(C)C1(O)C#C,1010.9317
CC1C(C)C1(O)C#N,984.5389
CC1C(N)C1(N)C#N,969.6207
CC1C(N)C1(O)C#N,947.918
CC1C(O)C1(C)C#C,1003.0075
CC1C(O)C1(C)C#N,975.4018
CC1C(O)C1(N)C#N,951.0857
CC1C(O)C1(O)C#C,956.7258
CC1C(O)C1(O)C#N,932.0289
CC1N(C)C1(C)C#C,1023.756
CC1N(C)C1(C)C#N,997.0588
NC1(C#N)C(O)C1O,891.4673
NC1C(N)C1(N)C#N,945.5549
NC1C(N)C1(O)C#N,916.2736
NC1C(O)C1(N)C#N,914.9622
NC1C(O)C1(O)C#N,889.9203
OC1C(O)C1(O)C#C,903.3156
OC1C(O)C1(O)C#N,870.1806
CC1(C=O)C(O)C1O,955.6644
CC1C(C)C1(C)C=O,1062.1259
CC1C(C)C1(O)C=O,1003.5535
CC1C(O)C1(C)C=O,969.3819
CC1C(O)C1(O)C=O,925.8196
CC1N(C)C1(C)C=O,1026.0134
OC1C(O)C1(O)C=O,895.6106
CC1(CO)C(O)C1O,1008.284
CC1C(C)C1(C)CO,1112.126
CC1C(C)C1(O)CO,1069.2031
CC1C(O)C1(C)CO,1057.6774
CC1C(O)C1(O)CO,1005.0652
CC1N(C)C1(C)CO,1055.2476
CCC1(C)C(C)C1C,1121.7953
CCC1(C)C(C)C1O,1068.1393
CCC1(C)C(C)N1C,1083.8303
CCC1(C)C(O)C1O,1001.2632
CCC1(O)C(C)C1C,1082.743
CCC1(O)C(C)C1O,1024.0558
CCC1(O)C(O)C1O,967.4196
COC1(C)C(C)C1C,1036.8086
COC1(C)C(C)C1O,984.7154
COC1(C)C(O)C1O,914.149
OCC1(O)C(O)C1O,911.6926
C#CC(CC#N)C#C,1065.078
C#CC(CC#N)C#N,1043.904
C#CCC(C#C)C#C,1092.7109
C#CCC(C#C)C#N,1065.802
C#CCC(C#N)C#N,1039.4273
O=CC(CC#C)C#C,1084.1762
O=CC(CC#C)C#N,1054.9235
O=CC(CC#N)C#C,1065.1787
O=CC(CC#N)C#N,1032.7939
N=CN(CC#C)C=O,1036.8775
N=CN(CC#N)C=N,1024.1673
N=CN(CC#N)C=O,1008.9889
O=CC(CC#C)C=O,1087.3441
O=CC(CC#N)C=O,1064.8736
O=CN(CC#C)C=O,1024.1973
O=CN(CC#N)C=O,986.9864
[NH2+]=CN[C-](C#N)C#N,1102.9778
N=COC(C#C)C#C,1087.7643
N=COC(C#C)C#N,1066.0604
O=CCC(C#C)C#C,1142.7479
O=CCC(C#C)C#N,1116.7293
O=CNC(C#C)C#C,1041.0245
O=COC(C#C)C#C,1084.6612
O=COC(C#C)C#N,1060.6821
N=COC(C=O)C#C,1104.7977
N=COC(C=O)C#N,1079.8169
O=CCC(C=O)C#C,1143.474
O=CCC(C=O)C#N,1096.6227
O=CNC(C=O)C#C,1008.533
O=COC(C=O)C#C,1022.3802
O=COC(C=O)C#N,1075.2192
N=CN(CC=O)C=O,1078.9582
O=CCC(C=O)C=O,1120.2
O=CCN(C=O)C=O,1098.2549
CC#CC(C#C)C#C,1241.0684
CC#CC(C#C)C#N,1215.2072
CC#CC(C=O)C#C,1251.871
CC#CC(C=O)C#N,1224.8997
CC#CC(C=O)C=O,1285.0404
CN=C(NC=N)C#N,1155.9154
CN=C(NC=O)C#C,1075.2866
CN=C(OC=O)C#C,1106.4082
CN=C(OC=O)C#N,1085.374
CN=C(NC=N)C=O,1187.1744
CN=C(NC=O)C=O,1015.6462
CN=C(OC=O)C=O,1115.8027
NC=[NH+][C-](C#N)C#N,1102.9776
NC=NC(C=O)C#N,1067.6984
CN=CN(C=N)C=N,1168.3825
CN=CN(C=N)C=O,1149.9477
CN=CN(C=O)C=O,1165.6837
NC=NC(C=O)C=O,1119.0381
CC#CC(CO)C#C,1335.3057
CC#CC(CO)C#N,1311.6789
CCC(C#C)C#CC,1395.3948
CCC(C#N)C#CC,1369.9595
CNC(C#N)C#CC,1327.962
COC(C#C)C#CC,1264.1747
COC(C#N)C#CC,1298.7958
CC#CC(CO)C=O,1344.1325
CCC(C=O)C#CC,1407.1307
CNC(C=O)C#CC,1334.4174
COC(C=O)C#CC,1326.3243
CCN(C=O)C=NC,1181.8192
COC(CC#C)=NC,1093.4347
COC(CC#N)=NC,1088.4273
CCC(CC#C)C#C,1216.0438
CCC(CC#C)C#N,1191.834
CCC(CC#N)C#C,1190.9044
CCC(CC#N)C#N,1169.3527
CNC(CC#C)C#N,1138.4753
CNC(CC#N)C#C,1101.482
CNC(CC#N)C#N,1112.5327
COC(CC#C)C#C,1144.5468
COC(CC#C)C#N,1119.3498
COC(CC#N)C#C,1114.501
COC(CC#N)C#N,1089.939
NCC(CC#N)C#N,1136.4672
OCC(CC#C)C#C,1117.816
OCC(CC#C)C#N,1138.2625
OCC(CC#N)C#C,1135.0843
OCC(CC#N)C#N,1116.4474
CCC(CC#C)C=O,1207.7251
CCC(CC#N)C=O,1188.4571
CCN(CC#C)C=O,1106.3838
CCN(CC#N)C=O,1078.9475
CNC(CC#N)C=O,1113.0068
COC(CC#C)C=O,1114.5706
COC(CC#N)C=O,1085.221
OCC(CC#C)C=O,1153.7451
OCC(CC#N)C=O,1120.4716
CC#CC(CO)CO,1380.6067
CCC(CC)C#CC,1417.2138
CCC(CO)C#CC,1426.3687
CCC(OC)C#CC,1418.2286
COC(CO)C#CC,1357.7237
CCC(CC#C)OC,1244.6294
CCC(CC#N)OC,1206.7002
CCC(CC)CC#C,1332.9925
CCC(CC)CC#N,1263.7282
CCC(CO)CC#C,1276.2163
CCC(CO)CC#N,1222.1309
CCN(CC)CC#N,1206.6559
COC(CO)CC#C,1184.634
COC(CO)CC#N,1113.2565
OCC(CO)CC#C,1221.7938
OCC(CO)CC#N,1192.1718
CCC(CC)CC=O,1299.7871
CCC(CC)NC=O,1195.1449
CCC(CC)OC=O,1229.4931
CCC(CC=O)OC,1269.8009
CCC(CO)CC=O,1317.1217
CCC(CO)NC=O,1134.0211
CCC(CO)OC=N,1182.6196
CCC(CO)OC=O,1164.2598
COC(CO)CC=O,1204.1892
OCC(CO)CC=O,1136.7487
OCC(CO)NC=O,1042.7909
OCC(CO)OC=N,894.7776
OCC(CO)OC=O,990.1709
CCC(NC=O)=NC,1156.4405
CCC(OC=O)=NC,1181.1898
CN=C(CO)NC=O,1092.8489
CN=C(CO)OC=O,1088.6831
CNC(NC=O)=NC,1106.1973
COC(CC=O)=NC,1146.4458
COC(NC=O)=NC,1084.3341
CCC(CC=O)C#C,1253.0467
CCC(CC=O)C#N,1249.321
CCC(NC=O)C#C,1107.0173
CCC(NC=O)C#N,1083.5428
CCC(OC=N)C#C,1172.886
CCC(OC=N)C#N,1149.7071
CCC(OC=O)C#C,1153.9246
CCC(OC=O)C#N,1131.8078
CNC(CC=O)C#N,1092.7176
COC(CC=O)C#C,1204.353
COC(CC=O)C#N,1181.2115
NCC(NC=O)C#N,1039.009
NCC(OC=N)C#N,1117.4944
NCC(OC=O)C#N,1097.4694
OCC(CC=O)C#C,1091.3254
OCC(CC=O)C#N,1195.2835
OCC(NC=O)C#C,1062.0864
OCC(NC=O)C#N,1035.5999
OCC(OC=N)C#C,1072.6397
OCC(OC=N)C#N,1050.7142
OCC(OC=O)C#C,1060.9599
OCC(OC=O)C#N,1045.3608
CCC(CC=O)C=O,1274.7392
CCC(NC=O)C=O,1073.9138
CCC(OC=N)C=O,1136.644
CCC(OC=O)C=O,1113.9447
CCN(CC=O)C=O,1150.8678
COC(CC=O)C=O,1196.5758
OCC(CC=O)C=O,1091.9366
OCC(NC=O)C=O,1002.8468
OCC(OC=N)C=O,1026.5032
OCC(OC=O)C=O,1005.449
CCN=C(NC)C#N,1172.7357
CCN=C(NC)C=O,1204.8839
CCNC(=NC)C#N,1270.1302
CCOC(=NC)C#C,1240.9585
CCOC(=NC)C#N,1219.2417
CCCC(C#C)C#C,1288.1294
CCCC(C#C)C#N,1262.1077
CCCC(C#N)C#N,1235.9882
CCNC(C#C)C#N,1209.3699
CCNC(C#N)C#N,1183.2381
CCOC(C#C)C#C,1190.0459
CCOC(C#C)C#N,1164.7283
CCOC(C#N)C#N,1140.5867
COCC(C#C)C#C,1196.3745
COCC(C#C)C#N,1168.1713
[NH3+]CC[C-](C#N)C#N,1095.9347
OCCC(C#C)C#C,1227.8933
OCCC(C#C)C#N,1201.4806
CCNC(C=O)=NC,1304.5725
CCOC(C=O)=NC,1251.8423
CCCC(C=O)C#C,1287.6577
CCCC(C=O)C#N,1267.384
CCNC(C=O)C#C,1197.6898
CCNC(C=O)C#N,1213.9072
CCOC(C=O)C#C,1210.924
CCOC(C=O)C#N,1188.611
CNCC(C=O)C#N,1190.4729
COCC(C=O)C#C,1196.0892
COCC(C=O)C#N,1150.0846
OCCC(C=O)C#C,1225.6763
OCCC(C=O)C#N,1208.0351
CCCC(C=O)C=O,1302.6014
CCCN(C=N)C=O,1275.2738
CCCN(C=O)C=O,1255.4629
CCNC(C=O)C=O,1262.0826
CCOC(C=O)C=O,1179.7403
COCC(C=O)C=O,1197.5978
OCCC(C=O)C=O,1244.4883
OCCN(C=N)C=O,1073.1092
OCCN(C=O)C=O,1031.9512
CCCC(OC)=NC,1371.0729
CCOC(CC)=NC,1318.3892
CCOC(CO)=NC,1264.1303
COC(CCO)=NC,1343.6744
COCC(OC)=NC,1119.866
CCC(CCO)C#C,1381.59
CCC(CCO)C#N,1355.7251
CCC(COC)C#C,1343.7674
CCC(COC)C#N,1319.2987
CCCC(CC)C#C,1455.1989
CCCC(CC)C#N,1420.4409
CCCC(CO)C#C,1398.3117
CCCC(CO)C#N,1365.0256
CCCC(NC)C#N,1380.3957
CCCC(OC)C#C,1361.7114
CCCC(OC)C#N,1337.342
CCNC(CC)C#N,1309.618
CCNC(CN)C#N,1270.2382
CCNC(CO)C#N,1228.3408
CCOC(CC)C#C,1275.8805
CCOC(CC)C#N,1251.2589
CCOC(CN)C#N,1217.3125
CCOC(CO)C#C,1196.2577
CCOC(CO)C#N,1149.7728
CNC(CCO)C#N,1280.2984
CNC(COC)C#N,1105.3877
CNCC(NC)C#N,1303.4457
CNCC(OC)C#N,1282.7533
COC(CCO)C#C,1303.1873
COC(CCO)C#N,1278.8882
COCC(CO)C#C,1288.1222
COCC(CO)C#N,1265.074
COCC(OC)C#C,1225.5181
COCC(OC)C#N,1165.4012
OCCC(CO)C#C,1333.5345
OCCC(CO)C#N,1300.4996
CCC(CCO)C=O,1381.4163
CCC(COC)C=O,1345.329
CCCC(CC)C=O,1447.8613
CCCC(CO)C=O,1372.6583
CCCC(OC)C=O,1359.1737
CCCN(CC)C=O,1359.5363
CCN(CCO)C=O,1171.638
CCOC(CC)C=O,1299.0858
CCOC(CO)C=O,1213.063
COC(CCO)C=O,1301.0551
COCC(CO)C=O,1301.1669
COCC(OC)C=O,1101.3185
OCCC(CO)C=O,1298.625
CCC(CC)CCO,1496.4433
CCC(CC)COC,1440.4565
CCC(CCO)OC,1415.1435
CCC(CO)CCO,1434.8449
CCC(CO)COC,1374.1126
CCC(COC)OC,1366.3997
CCCC(CC)CC,1561.9638
CCCC(CC)CO,1532.415
CCCC(CC)OC,1475.018
CCCC(CO)CO,1447.8911
CCCC(CO)OC,1363.3704
CCOC(CC)CC,1350.6547
CCOC(CC)CO,1277.7389
CCOC(CO)CO,1155.0927
COC(CO)CCO,1305.0978
COCC(CO)CO,1308.977
COCC(CO)OC,1304.7017
OCCC(CO)CO,1386.6392
CC(=O)C(C#C)C#C,991.0232
CC(=O)C(C#C)C#N,942.4754
CC(=O)C(C#N)C#N,920.4764
NC(=[NH2+])[C-](C#C)C#N,972.2505
NC(=[NH2+])[C-](C#N)C#N,944.3666
NC(=O)C(C#C)C#C,943.9797
CC(=O)C(C=O)C#C,982.1708
NC(=O)C(C=O)C#C,950.6814
CC(=N)N(C=N)C=O,968.9898
CC(=N)N(C=O)C=O,975.0861
CC(=O)N(C=N)C=N,919.532
CC(=O)N(C=N)C=O,977.0863
CC(=O)N(C=O)C=O,962.48
NC(=N)N(C=N)C=O,939.55
NC(=N)N(C=O)C=O,939.6972
NC(=O)N(C=N)C=N,942.6024
NC(=O)N(C=N)C=O,923.05
NC(=O)N(C=O)C=O,923.8636
CC(C)C(C#C)C#C,1095.7846
CC(C)C(C#C)C#N,1069.7361
CC(C)C(C#N)C#N,1044.5112
CC(O)C(C#C)C#C,1042.9013
CC(O)C(C#C)C#N,1021.4613
CN(C)C(C#C)C#N,1020.9438
CN(C)C(C#N)C#N,959.1693
CC(C)C(C=O)C#C,1098.6881
CC(C)C(C=O)C#N,1070.7486
CC(O)C(C=O)C#C,1008.3858
CC(O)C(C=O)C#N,1022.984
CN(C)C(C=O)C#C,1008.675
CN(C)C(C=O)C#N,983.1499
CC(C)C(C=O)C=O,1104.2129
CC(C)N(C=N)C=O,1043.2931
CC(C)N(C=O)C=O,1047.9436
CC(O)C(C=O)C=O,1021.5279
CN(C)C(C=O)C=O,1005.2112
CN=C(C#N)N(C)C,1062.1225
CN=C(C=O)N(C)C,1084.7957
CNC(=NC)C(C)=O,1094.3817
CNC(=NC)C(N)=O,1055.3517
CNC(=[NH+]C)C([O-])=O,1049.1304
CC(=O)C(CO)C#C,1034.5803
CC(=O)C(CO)C#N,1041.8644
CCC(C#C)C(C)=O,1120.1355
CCC(C#C)C(N)=O,1081.9664
CCC(C#N)C(C)=O,1096.7754
CCC(C#N)C(N)=O,1056.9535
C[NH2+]C(C#C)C([O-])=O,1025.1517
CNC(C#N)C(C)=O,1043.9454
CNC(C#N)C(N)=O,1008.0644
COC(C#C)C(C)=O,1001.6533
COC(C#C)C(N)=O,977.1124
COC(C#N)C(C)=O,1024.798
COC(C#N)C(N)=N,989.5961
COC(C#N)C(N)=O,957.8899
NC(=O)C(CO)C#C,996.7847
NC(=O)C(CO)C#N,1001.9421
[NH3+]CC(C#C)C([O-])=O,1004.7084
NCC(C#N)C(N)=O,1026.2034
[NH3+]CC(C#N)C([O-])=O,2975.3783
CC(C)C(CO)C#C,1107.517
CC(C)C(CO)C#N,1146.594
CC(O)C(CO)C#C,1038.017
CC(O)C(CO)C#N,1055.3434
CCC(C#C)C(C)C,1227.0783
CCC(C#C)C(C)O,1133.6703
CCC(C#N)C(C)C,1201.0387
CCC(C#N)C(C)O,1109.2219
CCC(C#N)N(C)C,1089.331
CN(C)C(CN)C#N,1055.7727
CN(C)C(CO)C#N,1013.7067
CNC(C#N)C(C)C,1158.4078
CNC(C#N)C(C)N,1132.0409
CNC(C#N)C(C)O,1113.865
COC(C#C)C(C)C,1148.1266
COC(C#C)C(C)O,1098.9195
COC(C#N)C(C)C,1123.1566
COC(C#N)C(C)N,1097.0902
COC(C#N)C(C)O,1073.5884
CC(=O)C(CO)C=O,1048.7719
CCC(C=O)C(C)=O,1109.8778
CCC(C=O)C(N)=O,1079.8522
CCN(C=N)C(C)=O,1048.5517
CCN(C=N)C(N)=O,1013.1208
CCN(C=O)C(C)=N,1035.5844
CCN(C=O)C(C)=O,1027.9473
CCN(C=O)C(N)=N,1000.4223
CCN(C=O)C(N)=O,979.9292
CNC(C=O)C(C)=O,1048.6978
CNC(C=O)C(N)=O,1014.0936
COC(C=O)C(C)=O,1040.2135
COC(C=O)C(N)=O,994.1006
NC(=O)C(CO)C=O,1023.9154
CC(C)C(CO)C=O,1168.7855
CC(O)C(CO)C=O,1121.8239
CCC(C=O)C(C)C,1226.8609
CCC(C=O)C(C)O,1177.6921
CCN(C=O)C(C)C,1095.4123
CN(C)C(CO)C=O,1055.6281
COC(C=O)C(C)C,1143.0702
COC(C=O)C(C)O,1101.7221
CC(=O)C(CO)CO,1078.6672
CCC(CC)C(C)=O,1215.1369
CCC(CC)C(N)=O,1175.859
CCC(C[NH3+])C([O-])=O,1109.7543
CCC(CO)C(C)=O,1157.273
CCC(CO)C(N)=O,1142.7155
CCC([NH2+]C)C([O-])=O,1118.2352
CCC(OC)C(C)=O,1149.0541
CCC(OC)C(N)=O,1106.8975
CCN(CC)C(C)=O,1139.0813
CCN(CC)C(N)=O,1107.4808
C[NH2+]C(CO)C([O-])=O,1018.2195
COC(C[NH3+])C([O-])=O,1005.2424
COC(CO)C(C)=O,1091.356
COC(CO)C(N)=O,1045.0727
NC(=O)C(CO)CO,1049.1541
[NH3+]CC(CO)C([O-])=O,1045.1751
CC(C)C(CO)CO,1208.8146
CC(O)C(CO)CO,1104.7084
CCC(CC)C(C)C,1305.7176
CCC(CC)C(C)O,1266.9755
CCC(CO)C(C)C,1258.7832
CCC(CO)C(C)O,1208.7955
CCC(OC)C(C)C,1228.325
CCC(OC)C(C)O,1171.9895
COC(CO)C(C)C,1163.7492
COC(CO)C(C)O,1171.0856
C#CC1(CCC1)C#C,933.6641
C#CC1(CCC1)C#N,909.5061
C#CC1(CCN1)C#N,884.7368
C#CC1(CCO1)C#C,890.6161
C#CC1(CCO1)C#N,866.5745
C#CC1(CNC1)C#N,889.1891
C#CC1(COC1)C#C,901.3839
C#CC1(COC1)C#N,877.3078
N#CC1(CCC1)C#N,885.895
N#CC1(CCN1)C#N,861.1665
N#CC1(CCO1)C#N,843.7302
N#CC1(CNC1)C#N,864.7466
N#CC1(COC1)C#N,853.7587
O=CC1(CCC1)C#C,916.4734
O=CC1(CCC1)C#N,891.3852
O=CC1(CCN1)C#N,865.5694
O=CC1(CCO1)C#C,875.9317
O=CC1(CCO1)C#N,852.8988
O=CC1(CNC1)C#N,872.5226
O=CC1(COC1)C#C,884.3778
O=CC1(COC1)C#N,859.7574
O=CC1(CCC1)C=O,909.524
O=CC1(CCN1)C=O,879.6607
O=CC1(CCO1)C=O,862.8233
O=CC1(COC1)C=O,873.6027
CCC1(CC)CCC1,1116.8132
CCC1(CC)CCO1,1054.5428
CCC1(CC)COC1,1084.5999
CCC1(CCC1)OC,1044.0967
CCC1(CO)CCC1,1062.1358
CCC1(CO)CCO1,1006.4553
CCC1(CO)COC1,1025.2455
CCC1(COC1)OC,1010.2844
COC1(CO)CCC1,988.8403
COC1(CO)COC1,953.1207
OCC1(CO)CCC1,991.6083
OCC1(CO)CCO1,955.8496
OCC1(CO)COC1,954.4001
CCC1(CCC1)C#C,1021.5615
CCC1(CCC1)C#N,996.6414
CCC1(CCN1)C#N,968.239
CCC1(CCO1)C#C,965.4135
CCC1(CCO1)C#N,941.1157
CCC1(COC1)C#C,983.5362
CCC1(COC1)C#N,958.8784
CNC1(CCC1)C#N,955.5871
CNC1(CNC1)C#N,936.0282
CNC1(COC1)C#C,948.0866
CNC1(COC1)C#N,924.4096
COC1(CCC1)C#C,951.589
COC1(CCC1)C#N,927.3444
COC1(CNC1)C#N,912.0184
COC1(COC1)C#C,921.0852
COC1(COC1)C#N,897.2008
NCC1(CCN1)C#N,932.7727
NCC1(CCO1)C#N,910.7811
OCC1(CCC1)C#C,967.087
OCC1(CCC1)C#N,944.2941
OCC1(CCN1)C#N,913.4932
OCC1(CCO1)C#C,910.9227
OCC1(CCO1)C#N,888.1967
