smiles,mu
NC(=O)C1=CN=CC=N1,3.6815
NC(=O)C1=CN=CN=C1,3.4121
NC(=O)C1=NC=CC=C1,3.0438
NC(=O)C1=NC=CC=N1,4.8421
NC(=O)C1=NC=CN=C1,3.6815
NC(=O)C1=NC=NC=C1,1.5655
NC(=O)C1=NC=NC=N1,3.5157
CC(=O)C1=CNC(=N)O1,5.072
CC(=O)C1=CNC(=O)N1,4.9137
CC(=O)C1=CNC(=O)O1,6.724
CC(=O)C1=COC(=N)O1,5.4975
CC(=O)C1=COC(=O)N1,4.2429
CC(=O)C1=COC(=O)O1,5.4401
NC(=[NH2+])C1=C[N-]C(=N)O1,6.8771
NC(=[NH2+])C1=CNC(=O)[N-]1,10.0232
NC(=[NH2+])C1=COC(=N)[N-]1,5.833
NC(=[NH2+])C1=COC(=O)[N-]1,7.2821
NC(=O)C1=CNC(=N)O1,0.7494
NC(=O)C1=CNC(=O)N1,5.8291
NC(=O)C1=CNC(=O)O1,0.9374
NC(=O)C1=COC(=N)O1,0.4044
NC(=O)C1=COC(=O)N1,5.4991
NC(=O)C1=COC(=O)O1,2.1884
[O-]C(=O)C1=CNC(=[NH2+])N1,13.5434
CC(=O)C1=CNC(C)=C1,5.2458
CC(=O)C1=CNC(C)=N1,5.0257
CC(=O)C1=CNC(N)=C1,4.7536
CC(=O)C1=CNC(N)=N1,5.3754
CC(=O)C1=CNC(O)=C1,4.0736
CC(=O)C1=CNC(O)=N1,4.0594
CC(=O)C1=COC(C)=C1,2.7471
CC(=O)C1=COC(C)=N1,3.1642
CC(=O)C1=COC(N)=C1,3.2996
CC(=O)C1=COC(N)=N1,4.2183
CC1=CC(=CN1)C(N)=O,5.2621
CC1=CC(=CO1)C(N)=O,3.0721
CC1=NC(=CN1)C(N)=O,4.7305
CC1=NC(=CO1)C(N)=N,2.3864
CC1=NC(=CO1)C(N)=O,3.4963
NC(=N)C1=COC(N)=N1,4.4054
NC(=[NH2+])C1=COC([O-])=C1,7.1552
NC(=O)C1=CNC(N)=C1,4.8467
NC(=O)C1=CNC(N)=N1,5.2033
NC(=O)C1=CNC(O)=C1,4.0643
NC(=O)C1=CNC(O)=N1,4.0085
NC(=O)C1=COC(N)=C1,2.8841
NC(=O)C1=COC(N)=N1,4.5288
NC1=[NH+]C(=CN1)C([O-])=O,13.5434
CC(=O)C1=CNC=C1C,4.8906
CC(=O)C1=CNC=C1N,4.4487
CC(=O)C1=CNC=C1O,5.0706
CC(=O)C1=COC=C1C,2.1328
CC(=O)C1=COC=C1N,1.6983
CC(=O)C1=COC=C1O,3.0768
CC1=CNC=C1C(N)=O,4.9479
CC1=COC=C1C(N)=O,2.6974
NC(=[NH2+])C1=CNC=C1[O-],4.8309
NC(=[NH2+])C1=COC=C1[O-],4.5124
NC(=O)C1=CNC=C1N,4.299
NC(=O)C1=CNC=C1O,5.5558
NC(=O)C1=COC=C1N,1.8887
CC(=O)N1C=CC(C)=C1,2.4767
CC(=O)N1C=CC(N)=C1,2.7805
CC(=O)N1C=CC(O)=C1,3.9741
CC(=O)N1C=NC(C)=C1,1.5602
CC(=O)N1C=NC(N)=C1,1.543
CC(=O)N1C=NC(O)=C1,2.8395
CC1=CN(C=C1)C(N)=O,3.0187
CC1=CN(C=N1)C(N)=O,2.6651
NC(=[NH2+])N1C=CC([O-])=C1,10.0492
NC(=O)N1C=CC(N)=C1,2.5025
NC(=O)N1C=CC(O)=C1,4.311
NC(=O)N1C=NC(N)=C1,1.7162
NC(=O)N1C=NC(O)=C1,3.6551
CC(=O)N1C=CC=C1C,2.0236
CC(=O)N1C=CC=C1N,1.3904
CC(=O)N1C=CC=C1O,3.2539
CC(=O)N1C=CN=C1C,3.1339
CC(=O)N1C=CN=C1N,2.3968
CC(=O)N1C=CN=C1O,4.9502
CC(=O)N1C=NC=C1C,1.6527
CC(=O)N1C=NC=C1N,1.8607
CC1=CC=CN1C(N)=O,2.7113
CC1=CN=CN1C(N)=O,2.8414
CC1=NC=CN1C(N)=O,3.9888
NC(=[NH2+])N1C=NC=C1[O-],5.9873
NC(=O)N1C=CC=C1N,1.6262
NC(=O)N1C=CC=C1O,4.0733
NC(=O)N1C=CN=C1N,3.1571
NC(=O)N1C=CN=C1O,5.9697
NC(=O)N1C=NC=C1N,2.4237
CC(=O)N1C=CNC1=N,5.9265
CC(=O)N1C=CNC1=O,6.1652
CC(=O)N1C=COC1=N,5.3702
CC(=O)N1C=COC1=O,1.7574
NC(=N)N1C=CNC1=O,5.3939
NC(=N)N1C=COC1=O,1.5915
NC(=O)N1C=CNC1=N,4.2574
NC(=O)N1C=CNC1=O,6.2755
NC(=O)N1C=COC1=N,1.8596
NC(=O)N1C=COC1=O,0.9151
CC(=N)NC1=CC=CO1,3.2162
CC(=N)NC1=CN=CO1,2.58
CC(=N)NC1=NC=CO1,3.8945
CC(=N)OC1=CC=CN1,2.463
CC(=N)OC1=CC=CO1,1.4998
CC(=N)OC1=CN=CN1,5.0663
CC(=N)OC1=CN=CO1,3.6421
CC(=N)OC1=NC=CN1,4.5187
CC(=N)OC1=NC=CO1,2.1736
CC(=O)CC1=CC=CN1,2.4371
CC(=O)CC1=CC=CO1,2.5861
CC(=O)CC1=CN=CN1,4.1671
CC(=O)CC1=CN=CO1,4.1816
CC(=O)CC1=NC=CN1,2.4738
CC(=O)CC1=NC=CO1,1.846
CC(=O)NC1=CC=CN1,5.0724
CC(=O)NC1=CC=CO1,2.9133
CC(=O)NC1=CN=CN1,6.8032
CC(=O)NC1=CN=CO1,4.0688
CC(=O)NC1=NC=CN1,1.7137
CC(=O)NC1=NC=CO1,4.4452
CC(=O)OC1=CC=CN1,1.3875
CC(=O)OC1=CC=CO1,1.5877
CC(=O)OC1=CN=CN1,3.3837
CC(=O)OC1=CN=CO1,2.9215
CC(=O)OC1=NC=CN1,2.1785
CC(=O)OC1=NC=CO1,1.7217
NC(=N)OC1=NC=CO1,2.3254
NC(=O)CC1=CC=CN1,3.3892
NC(=O)CC1=CC=CO1,3.5202
NC(=O)CC1=CN=CN1,5.0181
NC(=O)CC1=CN=CO1,2.8922
NC(=O)CC1=NC=CN1,3.2348
NC(=O)CC1=NC=CO1,3.8789
NC(=O)NC1=CC=CN1,3.4212
NC(=O)NC1=CC=CO1,3.575
NC(=O)NC1=CN=CN1,4.8446
NC(=O)NC1=CN=CO1,4.6345
NC(=O)NC1=NC=CN1,2.8358
NC(=O)NC1=NC=CO1,4.4529
NC(=O)OC1=CC=CN1,2.6942
NC(=O)OC1=CC=CO1,2.5208
NC(=O)OC1=CN=CN1,4.5897
NC(=O)OC1=CN=CO1,4.0555
NC(=O)OC1=NC=CN1,2.9492
NC(=O)OC1=NC=CO1,2.2339
CC(=N)NC1=CNC=N1,5.0059
CC(=N)NC1=COC=N1,2.3258
CC(=N)OC1=CNC=C1,3.5262
CC(=N)OC1=CNC=N1,5.2941
CC(=N)OC1=COC=C1,2.0966
CC(=N)OC1=COC=N1,1.9629
CC(=O)CC1=CNC=C1,3.1544
CC(=O)CC1=CNC=N1,4.0544
CC(=O)CC1=COC=C1,2.7997
CC(=O)CC1=COC=N1,1.6307
CC(=O)NC1=CNC=C1,2.5191
CC(=O)NC1=CNC=N1,1.7659
CC(=O)NC1=COC=C1,3.9459
CC(=O)NC1=COC=N1,2.1878
CC(=O)OC1=CNC=C1,3.1058
CC(=O)OC1=CNC=N1,3.4174
CC(=O)OC1=COC=C1,1.5266
CC(=O)OC1=COC=N1,1.9606
NC(=O)CC1=CNC=C1,5.5711
NC(=O)CC1=CNC=N1,5.9892
NC(=O)CC1=COC=C1,3.1589
NC(=O)CC1=COC=N1,2.7638
NC(=O)NC1=CNC=C1,2.4349
NC(=O)NC1=CNC=N1,1.3982
NC(=O)NC1=COC=C1,4.3481
NC(=O)NC1=COC=N1,2.805
NC(=O)OC1=CNC=C1,2.9713
NC(=O)OC1=CNC=N1,1.1261
NC(=O)OC1=COC=C1,2.546
NC(=O)OC1=COC=N1,2.2385
CC(=O)CN1C=CC=C1,3.8212
CC(=O)CN1C=CN=C1,5.3558
NC(=O)CN1C=CC=C1,4.7355
NC(=O)CN1C=CN=C1,1.3719
CC(C#C)C1=CC=CN1,1.3664
CC(C#C)C1=CC=CO1,0.8043
CC(C#C)C1=CN=CN1,3.3557
CC(C#C)C1=CN=CO1,1.7265
CC(C#C)C1=NC=CN1,2.8877
CC(C#C)C1=NC=CO1,1.1082
CC(C#N)C1=CC=CN1,2.4763
CC(C#N)C1=CC=CO1,4.2064
CC(C#N)C1=CN=CN1,1.6508
CC(C#N)C1=CN=CO1,3.3669
CC(C#N)C1=NC=CN1,1.1708
CC(C#N)C1=NC=CO1,3.6031
NC(C#C)C1=CC=CO1,0.5379
NC(C#C)C1=CN=CO1,2.3266
NC(C#C)C1=NC=CN1,3.1051
NC(C#C)C1=NC=CO1,1.9179
NC(C#N)C1=CC=CN1,5.4648
NC(C#N)C1=CC=CO1,3.085
NC(C#N)C1=CN=CN1,5.2518
NC(C#N)C1=CN=CO1,3.6155
NC(C#N)C1=NC=CN1,5.7567
NC(C#N)C1=NC=CO1,2.9745
OC(C#C)C1=CC=CN1,0.8629
OC(C#C)C1=CC=CO1,1.576
OC(C#C)C1=CN=CN1,2.2678
OC(C#C)C1=CN=CO1,1.6833
OC(C#C)C1=NC=CN1,2.6126
OC(C#C)C1=NC=CO1,2.5845
OC(C#N)C1=CC=CN1,4.3669
OC(C#N)C1=CC=CO1,4.0828
OC(C#N)C1=CN=CN1,4.7793
OC(C#N)C1=CN=CO1,2.3676
OC(C#N)C1=NC=CN1,4.5616
OC(C#N)C1=NC=CO1,4.4763
CC(C#C)C1=CNC=C1,1.9008
CC(C#C)C1=CNC=N1,3.2479
CC(C#C)C1=COC=C1,0.9347
CC(C#C)C1=COC=N1,0.8479
CC(C#N)C1=CNC=C1,4.2148
CC(C#N)C1=CNC=N1,4.2886
CC(C#N)C1=COC=C1,4.037
CC(C#N)C1=COC=N1,2.8687
NC(C#C)C1=COC=N1,0.9237
NC(C#N)C1=CNC=C1,5.4505
NC(C#N)C1=CNC=N1,5.6096
NC(C#N)C1=COC=C1,2.2582
NC(C#N)C1=COC=N1,3.7978
OC(C#C)C1=CNC=C1,2.8372
OC(C#C)C1=CNC=N1,3.7977
OC(C#C)C1=COC=C1,1.416
OC(C#C)C1=COC=N1,1.4997
OC(C#N)C1=CNC=C1,5.0173
OC(C#N)C1=CNC=N1,7.0618
OC(C#N)C1=COC=C1,2.9242
OC(C#N)C1=COC=N1,4.473
CC(C#C)N1C=CC=C1,1.8773
CC(C#C)N1C=CN=C1,3.9242
CC(C#N)N1C=CC=C1,3.3881
CC(C#N)N1C=CN=C1,4.629
CC(C)(C)C1=CC=CN1,1.7465
CC(C)(C)C1=CC=CO1,0.4029
CC(C)(C)C1=CN=CN1,3.7068
CC(C)(C)C1=CN=CO1,2.1021
CC(C)(C)C1=NC=CN1,3.1996
CC(C)(C)C1=NC=CO1,1.2984
CC(C)(O)C1=CC=CN1,0.8118
CC(C)(O)C1=CC=CO1,1.1626
CC(C)(O)C1=CN=CN1,2.5822
CC(C)(O)C1=CN=CO1,3.2465
CC(C)(O)C1=NC=CN1,2.3521
CC(C)(O)C1=NC=CO1,1.4583
CC(C)(C)C1=CNC=C1,1.8448
CC(C)(C)C1=CNC=N1,3.3227
CC(C)(C)C1=COC=C1,0.7983
CC(C)(C)C1=COC=N1,1.1199
CC(C)(O)C1=CNC=C1,3.2912
CC(C)(O)C1=CNC=N1,3.5357
CC(C)(O)C1=COC=C1,0.7445
CC(C)(O)C1=COC=N1,0.9074
CC(C)(C)N1C=CC=C1,2.2673
CC(C)(C)N1C=CN=C1,4.2254
CC(N)=NC1=CN=CO1,4.9406
CC(N)=NC1=NC=CO1,4.4619
CC(C)C1=C(C)C=CN1,1.5907
CC(C)C1=C(C)C=CO1,0.6606
CC(C)C1=C(C)N=CN1,3.4092
CC(C)C1=C(C)N=CO1,1.8177
CC(C)C1=C(N)C=CN1,1.7576
CC(C)C1=C(N)C=CO1,1.5205
CC(C)C1=C(N)N=CN1,2.8849
CC(C)C1=C(N)N=CO1,1.795
CC(C)C1=C(O)C=CN1,1.2964
CC(C)C1=C(O)C=CO1,1.6032
CC(C)C1=C(O)N=CN1,2.6373
CC(C)C1=C(O)N=CO1,0.5016
CC([NH3+])C1=C([O-])C=CO1,3.8131
CC(O)C1=C(C)C=CN1,0.9454
CC(O)C1=C(C)C=CO1,1.165
CC(O)C1=C(C)N=CN1,2.3827
CC(O)C1=C(C)N=CO1,1.6429
CC(O)C1=C(N)C=CN1,0.8216
CC(O)C1=C(N)C=CO1,1.7642
CC(O)C1=C(N)N=CN1,1.3896
CC(O)C1=C(N)N=CO1,1.926
CC(O)C1=C(O)C=CN1,1.4865
CC(O)C1=C(O)C=CO1,2.8362
CC(O)C1=C(O)N=CN1,1.4609
CC(O)C1=C(O)N=CO1,1.7379
CN(C)C1=C(C)C=CN1,2.117
CN(C)C1=C(C)C=CO1,0.1892
CN(C)C1=C(C)N=CO1,2.1166
CN(C)C1=C(N)C=CO1,1.1718
CN(C)C1=C(N)N=CO1,2.098
CN(C)C1=C(O)C=CN1,3.3571
CN(C)C1=C(O)C=CO1,1.4333
CN(C)C1=C(O)N=CN1,3.1228
CN(C)C1=C(O)N=CO1,0.9987
CC(C)C1=C(C)NC=C1,1.9379
CC(C)C1=C(C)NC=N1,3.5624
CC(C)C1=C(C)OC=C1,0.6589
CC(C)C1=C(C)OC=N1,1.6974
CC(C)C1=C(N)NC=C1,1.1508
CC(C)C1=C(N)OC=C1,1.5072
CC(C)C1=C(N)OC=N1,2.5122
CC(C)C1=C(O)NC=C1,0.8245
CC(C)C1=C(O)NC=N1,2.5282
CC([NH3+])C1=C([O-])OC=C1,2.6183
CC([NH3+])C1=C([O-])OC=N1,1.0046
CC(O)C1=C(C)NC=C1,2.5574
CC(O)C1=C(C)NC=N1,4.9068
CC(O)C1=C(C)OC=C1,1.0674
CC(O)C1=C(C)OC=N1,2.3736
CC(O)C1=C(N)NC=C1,1.5754
CC(O)C1=C(N)NC=N1,3.5423
CC(O)C1=C(N)OC=C1,1.5307
CC(O)C1=C(N)OC=N1,2.1753
CC(O)C1=C(O)NC=C1,1.2597
CC(O)C1=C(O)NC=N1,1.8356
CN(C)C1=C(C)NC=C1,1.6217
CN(C)C1=C(C)NC=N1,3.084
CN(C)C1=C(C)OC=C1,0.8036
CN(C)C1=C(C)OC=N1,1.0805
CN(C)C1=C(N)NC=N1,2.9282
CN(C)C1=C(N)OC=C1,1.3641
CN(C)C1=C(N)OC=N1,1.9736
CN(C)C1=C(O)NC=C1,0.218
CN(C)C1=C(O)NC=N1,3.1189
CN(C)C1=C(O)OC=C1,2.2725
CC(C)C1=CC(C)=CN1,1.5995
CC(C)C1=CC(C)=CO1,0.5998
CC(C)C1=CC(N)=CN1,1.6646
CC(C)C1=CC(N)=CO1,1.4804
CC(C)C1=CC(O)=CN1,1.8836
CC(C)C1=CC(O)=CO1,1.9673
CC(C)C1=NC(C)=CN1,3.0288
CC(C)C1=NC(C)=CO1,1.0425
CC(C)C1=NC(N)=CN1,2.7191
CC(C)C1=NC(N)=CO1,1.3012
CC(C)C1=NC(O)=CN1,2.8443
CC(C)C1=NC(O)=CO1,1.198
CC([NH3+])C1=CC([O-])=CO1,7.8499
CC(N)C1=NC(O)=CO1,0.2978
CC(O)C1=CC(C)=CN1,0.6962
CC(O)C1=CC(C)=CO1,1.6935
CC(O)C1=CC(N)=CN1,0.7062
CC(O)C1=CC(N)=CO1,1.9386
CC(O)C1=CC(O)=CN1,1.3888
CC(O)C1=NC(C)=CN1,3.9302
CC(O)C1=NC(C)=CO1,2.3374
CC(O)C1=NC(N)=CN1,2.4874
CC(O)C1=NC(N)=CO1,2.0176
CC(O)C1=NC(O)=CN1,2.7538
CC(O)C1=NC(O)=CO1,1.2776
CN(C)C1=CC(C)=CN1,1.6175
CN(C)C1=CC(C)=CO1,1.1972
CN(C)C1=CC(N)=CN1,1.428
CN(C)C1=CC(N)=CO1,1.8411
CN(C)C1=CC(O)=CN1,2.201
CN(C)C1=CC(O)=CO1,2.7082
CN(C)C1=NC(C)=CN1,3.3173
CN(C)C1=NC(C)=CO1,1.4583
CN(C)C1=NC(N)=CO1,1.636
CN(C)C1=NC(O)=CN1,3.5783
CN(C)C1=NC(O)=CO1,2.5043
CC(C)C1=CN(C)C=C1,2.0295
CC(C)C1=CN(C)C=N1,3.5344
CC(O)C1=CN(C)C=C1,3.3427
CC(O)C1=CN(C)C=N1,5.1141
CN(C)C1=CN(C)C=C1,1.4769
CN(C)C1=CN(C)C=N1,2.9992
CC(C)C1=CC=C(C)N1,1.8254
CC(C)C1=CC=C(C)O1,0.1637
CC(C)C1=CC=C(N)N1,1.4186
CC(C)C1=CC=C(N)O1,1.4063
CC(C)C1=CC=C(O)N1,0.819
CC(C)C1=CN=C(C)O1,1.7865
CC(C)C1=CN=C(N)O1,1.9745
CC(C)C1=CN=C(O)N1,2.2896
CC(C)C1=CN=C(O)O1,0.7571
CC(C)C1=NC=C(C)O1,1.7088
CC(C)C1=NC=C(N)O1,2.5608
CC(C)C1=NC=C(O)N1,2.4865
CC([NH3+])C1=CC=C([O-])O1,3.1696
CC([NH3+])C1=CN=C([O-])O1,7.3796
CC(O)C1=CC=C(C)N1,0.8493
CC(O)C1=CC=C(C)O1,1.8517
CC(O)C1=CC=C(N)N1,1.2751
CC(O)C1=CC=C(N)O1,2.3786
CC(O)C1=CC=C(O)N1,1.4072
CC(O)C1=CN=C(C)N1,2.1593
CC(O)C1=CN=C(C)O1,1.9671
CC(O)C1=CN=C(N)O1,2.3345
CC(O)C1=CN=C(O)N1,0.9132
CC(O)C1=NC=C(C)N1,4.4767
CC(O)C1=NC=C(C)O1,3.2399
CC(O)C1=NC=C(N)N1,3.0557
CC(O)C1=NC=C(N)O1,2.5093
CC(O)C1=NC=C(O)N1,1.9868
CN(C)C1=CC=C(C)N1,1.6589
CN(C)C1=CC=C(C)O1,0.9384
CN(C)C1=CC=C(N)O1,1.6209
CN(C)C1=CC=C(O)N1,0.4502
CN(C)C1=CN=C(C)O1,2.5999
CN(C)C1=CN=C(N)O1,2.4173
CN(C)C1=CN=C(O)N1,2.3495
CN(C)C1=CN=C(O)O1,0.9843
CN(C)C1=NC=C(C)O1,1.8504
CN(C)C1=NC=C(N)O1,2.8909
CN(C)C1=NC=C(O)N1,2.3245
CC(C)C1=CC=CN1C,2.0115
CC(C)C1=CN=CN1C,3.9818
CC(C)C1=NC=CN1C,3.5992
CC(O)C1=CC=CN1C,0.7157
CC(O)C1=CN=CN1C,2.4068
CC(O)C1=NC=CN1C,2.4136
CN(C)C1=CC=CN1C,1.6691
CN(C)C1=NC=CN1C,3.1005
CC(C)C1=CC=CC=C1,0.2793
CC(C)C1=CC=NC=C1,2.6286
CC(C)C1=CN=CC=C1,2.2992
CC(C)C1=CN=CC=N1,0.6852
CC(C)C1=CN=CN=C1,2.7824
CC(C)C1=NC=CC=C1,1.7009
CC(C)C1=NC=CC=N1,1.637
CC(C)C1=NC=CN=C1,0.6852
CC(C)C1=NC=NC=C1,2.488
CC(C)C1=NC=NC=N1,0.8432
CC(O)C1=CC=CC=C1,1.3711
CC(O)C1=CC=NC=C1,3.6685
CC(O)C1=CN=CC=C1,2.8514
CC(O)C1=CN=CC=N1,1.5224
CC(O)C1=CN=CN=C1,2.6617
CC(O)C1=NC=CC=C1,3.5137
CC(O)C1=NC=CC=N1,3.7615
CC(O)C1=NC=CN=C1,1.5224
CC(O)C1=NC=NC=C1,2.2722
CC(O)C1=NC=NC=N1,1.3513
CN(C)C1=CC=CC=C1,1.8967
CN(C)C1=CN=CC=C1,3.5315
CN(C)C1=CN=CC=N1,2.3715
CN(C)C1=CN=CN=C1,4.3836
CN(C)C1=NC=CC=C1,1.7615
CN(C)C1=NC=CC=N1,0.1896
CN(C)C1=NC=CN=C1,2.3714
CN(C)C1=NC=NC=C1,3.9678
CN(C)C1=NC=NC=N1,2.8326
CC(C)C1=CNC(=N)O1,3.4342
CC(C)C1=CNC(=O)N1,4.0799
CC(C)C1=CNC(=O)O1,4.6207
CC(C)C1=COC(=N)N1,3.8532
CC(C)C1=COC(=N)O1,3.8223
CC(C)C1=COC(=O)N1,5.2946
CC(C)C1=COC(=O)O1,4.8933
CC(O)C1=CNC(=N)O1,2.3884
CC(O)C1=CNC(=O)N1,4.3265
CC(O)C1=CNC(=O)O1,3.7765
CC(O)C1=COC(=N)N1,3.7958
CC(O)C1=COC(=N)O1,2.8143
CC(O)C1=COC(=O)N1,4.8494
CC(O)C1=COC(=O)O1,3.7197
CN(C)C1=CNC(=N)O1,3.1637
CN(C)C1=CNC(=O)N1,4.5399
CN(C)C1=CNC(=O)O1,5.0514
CN(C)C1=COC(=N)O1,3.5983
CN(C)C1=COC(=O)N1,5.8444
CN(C)C1=COC(=O)O1,5.6958
CC(C)C1=CNC(C)=C1,1.8294
CC(C)C1=CNC(C)=N1,3.195
CC(C)C1=CNC(N)=C1,1.6594
CC(C)C1=CNC(O)=C1,0.982
CC(C)C1=CNC(O)=N1,1.8781
CC(C)C1=COC(C)=C1,0.6765
CC(C)C1=COC(C)=N1,0.9065
CC(C)C1=COC(N)=C1,1.582
CC(C)C1=COC(N)=N1,1.5856
CC(C)C1=COC(O)=N1,2.3928
CC([NH3+])C1=COC([O-])=C1,4.9625
CC([NH3+])C1=COC([O-])=N1,6.0914
CC(O)C1=CNC(C)=C1,2.8472
CC(O)C1=CNC(C)=N1,4.7969
CC(O)C1=CNC(N)=C1,2.723
CC(O)C1=CNC(O)=C1,2.3963
CC(O)C1=CNC(O)=N1,3.3922
CC(O)C1=COC(C)=C1,1.8084
CC(O)C1=COC(C)=N1,2.3404
CC(O)C1=COC(N)=C1,2.2821
CC(O)C1=COC(N)=N1,2.8354
CN(C)C1=CNC(C)=C1,1.4495
CN(C)C1=CNC(C)=N1,2.6973
CN(C)C1=CNC(N)=C1,1.4507
CN(C)C1=CNC(O)=C1,0.6275
CN(C)C1=CNC(O)=N1,1.414
CN(C)C1=COC(C)=C1,1.1752
CN(C)C1=COC(C)=N1,0.8186
CN(C)C1=COC(N)=C1,1.8566
CN(C)C1=COC(N)=N1,1.4771
CN(C)C1=COC(O)=N1,2.0589
CC(C)C1=CNC=C1C,1.6227
CC(C)C1=CNC=C1N,1.7976
CC(C)C1=CNC=C1O,1.7459
CC(C)C1=COC=C1C,1.0531
CC(C)C1=COC=C1N,1.7852
CC([NH3+])C1=COC=C1[O-],3.794
CC(O)C1=CNC=C1C,2.4055
CC(O)C1=CNC=C1N,2.4714
CC(O)C1=CNC=C1O,1.8943
CC(O)C1=COC=C1C,1.7129
CC(O)C1=COC=C1N,1.7885
CC(O)C1=COC=C1O,1.2447
CN(C)C1=CNC=C1C,1.6482
CN(C)C1=CNC=C1N,1.6079
CN(C)C1=CNC=C1O,2.5812
CN(C)C1=COC=C1C,1.2897
CN(C)C1=COC=C1N,1.5598
CC(C)N1C=CC(C)=C1,1.9796
CC(C)N1C=CC(N)=C1,1.9574
CC(C)N1C=CC(O)=C1,1.8757
CC(C)N1C=NC(C)=C1,3.7973
CC(C)N1C=NC(N)=C1,3.3696
CC(C)N1C=NC(O)=C1,3.3705
CC(C)N1C=CC=C1C,2.1367
CC(C)N1C=CC=C1N,1.5505
CC(C)N1C=CC=C1O,1.2507
CC(C)N1C=CN=C1C,3.8994
CC(C)N1C=CN=C1O,2.6333
CC(C)N1C=NC=C1C,4.1878
CC(C)N1C=NC=C1O,3.3596
CC(C)N1C=CNC1=O,3.391
CC(C)N1C=COC1=N,3.082
CC(C)N1C=COC1=O,4.4474
CC(C)N=C1NC=CO1,3.1792
CC(C)N=C1OC=CO1,3.0255
CC(C)CC1=CC=CN1,1.7172
CC(C)CC1=CC=CO1,0.4952
CC(C)CC1=CN=CN1,3.7011
CC(C)CC1=CN=CO1,2.1026
CC(C)CC1=NC=CN1,3.1943
CC(C)CC1=NC=CO1,1.4186
CC(C)NC1=CC=CN1,2.2071
CC(C)NC1=CC=CO1,1.4709
CC(C)NC1=CN=CO1,3.1271
CC(C)NC1=NC=CO1,1.728
CC(C)OC1=CC=CN1,2.1419
CC(C)OC1=CC=CO1,1.2643
CC(C)OC1=CN=CN1,3.9301
CC(C)OC1=CN=CO1,2.9197
CC(C)OC1=NC=CN1,2.1263
CC(C)OC1=NC=CO1,0.5099
CC(O)CC1=CC=CN1,2.5239
CC(O)CC1=CC=CO1,1.7473
CC(O)CC1=CN=CN1,4.9335
CC(O)CC1=CN=CO1,3.3068
CC(O)CC1=NC=CN1,3.4311
CC(O)CC1=NC=CO1,1.3018
CN(C)CC1=NC=CN1,3.286
CN(C)CC1=NC=CO1,0.9625
CC(C)CC1=CNC=C1,1.9552
CC(C)CC1=CNC=N1,3.4982
CC(C)CC1=COC=C1,0.7089
CC(C)CC1=COC=N1,1.1121
CC(C)NC1=CNC=C1,1.3251
CC(C)NC1=CNC=N1,2.7292
CC(C)NC1=COC=C1,1.7166
CC(C)NC1=COC=N1,1.6354
CC(C)OC1=CNC=C1,2.3107
CC(C)OC1=CNC=N1,2.5028
CC(C)OC1=COC=C1,1.1432
CC(C)OC1=COC=N1,0.3457
CC(O)CC1=CNC=C1,2.0634
CC(O)CC1=CNC=N1,2.9591
CC(O)CC1=COC=C1,1.974
CC(O)CC1=COC=N1,1.2781
CN(C)CC1=COC=N1,1.1433
CC(C)CN1C=CC=C1,2.0382
CC(C)CN1C=CN=C1,4.018
CC(O)CN1C=CC=C1,3.2676
CC(O)CN1C=CN=C1,5.2192
CC(C=O)C1=CC=CN1,1.8446
CC(C=O)C1=CC=CO1,2.6097
CC(C=O)C1=CN=CN1,3.4403
CC(C=O)C1=CN=CO1,2.3132
CC(C=O)C1=NC=CN1,2.0659
CC(C=O)C1=NC=CO1,2.1647
CN(C=N)C1=CC=CO1,1.8506
CN(C=N)C1=CN=CO1,0.6831
CN(C=N)C1=NC=CO1,2.1425
CN(C=O)C1=CC=CN1,3.6768
CN(C=O)C1=CC=CO1,3.2934
CN(C=O)C1=CN=CN1,3.7176
CN(C=O)C1=CN=CO1,2.2426
CN(C=O)C1=NC=CN1,5.0704
CN(C=O)C1=NC=CO1,2.6984
OC(C=O)C1=CC=CN1,0.6045
OC(C=O)C1=CC=CO1,1.9717
OC(C=O)C1=CN=CN1,1.4988
OC(C=O)C1=CN=CO1,2.3077
OC(C=O)C1=NC=CN1,1.7864
OC(C=O)C1=NC=CO1,2.0034
CC(C=O)C1=CNC=C1,4.5046
CC(C=O)C1=CNC=N1,4.8282
CC(C=O)C1=COC=C1,2.1059
CC(C=O)C1=COC=N1,2.5692
CN(C=N)C1=CNC=N1,4.705
CN(C=N)C1=COC=C1,1.4645
CN(C=N)C1=COC=N1,1.8539
CN(C=O)C1=CNC=C1,5.3576
CN(C=O)C1=CNC=N1,6.4929
CN(C=O)C1=COC=C1,2.5516
CN(C=O)C1=COC=N1,3.7172
OC(C=O)C1=CNC=C1,3.1792
OC(C=O)C1=CNC=N1,3.9183
OC(C=O)C1=COC=C1,2.2973
OC(C=O)C1=COC=N1,1.5767
CC(C=O)N1C=CC=C1,1.5714
CC(C=O)N1C=CN=C1,3.1166
CC1(C)CC2=CC=CN12,2.3696
CC1(C)CC2=CN=CN12,4.4183
CC1(C)CC2=NC=CN12,4.1727
CC1(C)CN2C=CC=C12,2.0198
CC1(C)CN2C=CN=C12,3.5775
CC1(C)CN2C=NC=C12,4.1001
CC1(O)CN2C=CC=C12,1.3097
CC1(O)CN2C=CN=C12,2.5855
CC1(O)CN2C=NC=C12,2.8703
CC1(CC1)C1=CC=CN1,1.7606
