smiles,lumo
CC1=NC=C(O)C(=N)O1,-0.0402
CC1=NC=C(O)C(=O)O1,-0.0573
CC1=NC=C(O)NC1=N,-0.0307
CC1=NC=C(O)OC1=N,-0.0521
CC1=NC=C(O)OC1=O,-0.0663
NC1=CC=C(N)C(=N)O1,-0.0145
NC1=CC=C(N)C(=O)N1,-0.0093
NC1=CC=C(N)C(=O)O1,-0.027
NC1=CC=C([O-])C(=[NH2+])N1,-0.0184
NC1=CC=C(O)C(=N)O1,-0.0225
NC1=CC=C(O)C(=O)O1,-0.0353
NC1=CC=C(O)NC1=O,-0.0169
NC1=CC=C(O)OC1=N,-0.0216
NC1=CC=C(O)OC1=O,-0.0355
NC1=CN=C(N)C(=N)O1,-0.0304
NC1=CN=C(N)C(=O)N1,-0.0242
NC1=CN=C(N)C(=O)O1,-0.0445
NC1=CN=C(O)C(=N)N1,-0.0247
NC1=CN=C(O)C(=N)O1,-0.0391
NC1=CN=C(O)C(=O)O1,-0.0532
NC1=CN=C(O)OC1=N,-0.0293
NC1=CN=C(O)OC1=O,-0.0466
NC1=NC=C(N)C(=N)O1,-0.0215
NC1=NC=C(N)C(=O)N1,-0.0169
NC1=NC=C(N)C(=O)O1,-0.035
NC1=NC=C(O)C(=N)O1,-0.0258
NC1=[NH+]C=C([O-])C(=O)O1,-0.0293
NC1=NC=C(O)NC1=N,-0.0145
NC1=NC=C(O)OC1=N,-0.0376
NC1=NC=C(O)OC1=O,-0.053
OC1=CC=C(O)C(=N)O1,-0.0304
OC1=CC=C(O)C(=O)O1,-0.0449
OC1=CN=C(O)C(=N)N1,-0.0275
OC1=CN=C(O)C(=N)O1,-0.0473
OC1=CN=C(O)C(=O)O1,-0.0631
OC1=NC=C(O)C(=N)O1,-0.0352
CC1=CC(N)=CC=C1N,0.0145
CC1=CC(N)=CC=C1O,0.0086
CC1=CC(N)=CN=C1C,-0.0055
CC1=CC(N)=CN=C1O,-0.0108
CC1=CC(O)=CC=C1N,0.0089
CC1=CC(O)=CC=C1O,0.0026
CC1=CC(O)=CN=C1C,-0.0127
CC1=CC(O)=CN=C1N,-0.01
CC1=CC(O)=CN=C1O,-0.0174
CC1=CC(O)=NC=C1N,-0.0112
CC1=CC(O)=NC=C1O,-0.0179
CC1=CC=C(C)C(C)=C1,0.0105
CC1=CC=C(C)C(C)=N1,-0.0103
CC1=CC=C(C)C(N)=C1,0.0146
CC1=CC=C(C)C(O)=C1,0.0079
CC1=CC=C(C)C(O)=N1,-0.0121
CC1=CC=C(N)C(C)=C1,0.0133
CC1=CC=C(N)C(C)=N1,-0.0067
CC1=CC=C(N)C(N)=C1,0.0188
CC1=CC=C(N)C(O)=C1,0.0143
CC1=CC=C(N)C(O)=N1,-0.0048
CC1=CC=C(N)C=C1C,0.0138
CC1=CC=C(N)C=C1N,0.0233
CC1=CC=C(N)C=C1O,0.0177
CC1=CC=C(N)N=C1O,0.0007
CC1=CC=C(O)C(C)=C1,0.0066
CC1=CC=C(O)C(C)=N1,-0.014
CC1=CC=C(O)C(N)=C1,0.0148
CC1=CC=C(O)C(O)=C1,0.0085
CC1=CC=C(O)C(O)=N1,-0.0122
CC1=CC=C(O)C=C1C,0.0074
CC1=CC=C(O)C=C1N,0.0176
CC1=CC=C(O)C=C1O,0.011
CC1=CC=C(O)N=C1C,-0.0124
CC1=CC=C(O)N=C1N,0.0001
CC1=CC=C(O)N=C1O,-0.0085
CC1=CN=C(C)C(C)=C1,-0.0112
CC1=CN=C(C)C(C)=N1,-0.0347
CC1=CN=C(C)C(N)=C1,-0.007
CC1=CN=C(C)C(N)=N1,-0.0265
CC1=CN=C(C)C(O)=C1,-0.0143
CC1=CN=C(C)C(O)=N1,-0.0357
CC1=CN=C(C)C=C1C,-0.0129
CC1=NC=C(C)C(O)=C1,-0.0017
CC1=CN=C(C)N=C1C,-0.0254
CC1=NC=C(C)C(N)=N1,-0.011
CC1=NC=C(C)C(O)=N1,-0.0217
CC1=CN=C(N)C(C)=N1,-0.0277
CC1=CN=C(N)C(N)=N1,-0.0204
CC1=CN=C(N)C(O)=N1,-0.0241
CC1=CN=C(N)C=C1O,0.0043
CC1=CN=C(N)N=C1C,-0.0187
CC1=CN=C(N)N=C1N,-0.0005
CC1=CN=C(N)N=C1O,-0.0106
CC1=CN=C(O)C(C)=C1,-0.0132
CC1=CN=C(O)C(C)=N1,-0.0365
CC1=CN=C(O)C(N)=C1,-0.0052
CC1=CN=C(O)C(N)=N1,-0.0234
CC1=CN=C(O)C(O)=C1,-0.0128
CC1=CN=C(O)C(O)=N1,-0.0338
CC1=CN=C(O)C=C1C,-0.013
CC1=CN=C(O)C=C1N,0.0035
CC1=CN=C(O)C=C1O,-0.0052
CC1=CN=C(O)N=C1C,-0.0309
CC1=CN=C(O)N=C1N,-0.011
CC1=CN=C(O)N=C1O,-0.0232
CC1=NC(N)=CN=C1N,-0.0243
CC1=NC(N)=CN=C1O,-0.0316
CC1=NC(N)=NC=C1N,-0.019
CC1=NC(N)=NC=C1O,-0.0254
CC1=NC(O)=CC=C1N,-0.0111
CC1=NC(O)=CC=C1O,-0.0175
CC1=NC(O)=CN=C1N,-0.0328
CC1=NC(O)=CN=C1O,-0.0407
CC1=NC(O)=NC=C1N,-0.0295
CC1=NC(O)=NC=C1O,-0.0367
CC1=NC=C(N)C(C)=C1,-0.0073
CC1=NC=C(N)C(C)=N1,-0.0228
CC1=NC=C(N)C(N)=N1,-0.0091
CC1=NC=C(N)C(O)=C1,0.0018
CC1=NC=C(N)C(O)=N1,-0.0162
CC1=NC=C(N)C=C1N,0.0019
CC1=NC=C(N)C=C1O,-0.0049
CC1=NC=C(N)N=C1C,-0.0259
CC1=NC=C(N)N=C1N,-0.0147
CC1=NC=C(N)N=C1O,-0.0238
CC1=NC=C(O)C(C)=C1,-0.0145
CC1=NC=C(O)C(C)=N1,-0.0307
CC1=NC=C(O)C(N)=N1,-0.0108
CC1=NC=C(O)C(O)=C1,-0.0049
CC1=NC=C(O)C(O)=N1,-0.0244
CC1=NC=C(O)C=C1N,-0.0049
CC1=NC=C(O)C=C1O,-0.0122
CC1=NC=C(O)N=C1C,-0.0359
CC1=NC=C(O)N=C1N,-0.0241
CC1=NC=C(O)N=C1O,-0.0338
NC1=CC(O)=CC=C1O,0.0137
NC1=CC(O)=CN=C1N,-0.0026
NC1=CC(O)=CN=C1O,-0.0073
NC1=CC(O)=NC=C1O,0.0002
NC1=CC=C(N)C(N)=C1,0.0236
NC1=CC=C(N)C(O)=C1,0.0185
NC1=CC=C(N)C(O)=N1,0.0017
NC1=CC=C(O)C(N)=C1,0.0195
NC1=CC=C(O)C(O)=C1,0.0141
NC1=CC=C(O)C(O)=N1,-0.0041
NC1=CC=C(O)C=C1N,0.0179
NC1=CC=C(O)C=C1O,0.0128
NC1=CC=C(O)N=C1N,0.0004
NC1=CC=C(O)N=C1O,-0.0063
NC1=CN=C(N)C(N)=N1,-0.0137
NC1=CN=C(N)C(O)=N1,-0.0193
NC1=NC=C(N)C(O)=C1,0.0042
NC1=NC=C(N)C(O)=N1,-0.0108
NC1=CN=C(O)C(N)=C1,-0.0011
NC1=CN=C(O)C(N)=N1,-0.0167
NC1=CN=C(O)C(O)=C1,-0.0081
NC1=CN=C(O)C(O)=N1,-0.027
NC1=CN=C(O)C=C1N,0.0032
NC1=CN=C(O)C=C1O,-0.0035
NC1=CN=C(O)N=C1N,-0.0118
NC1=CN=C(O)N=C1O,-0.0215
NC1=NC(O)=CC=C1O,-0.0022
NC1=NC(O)=CN=C1O,-0.0251
NC1=NC(O)=NC=C1O,-0.0132
NC1=NC=C(O)C(N)=N1,-0.0037
NC1=NC=C(O)C(O)=C1,-0.0003
NC1=NC=C(O)C(O)=N1,-0.0172
NC1=NC=C(O)C=C1O,-0.0063
NC1=NC=C(O)N=C1N,-0.0223
NC1=NC=C(O)N=C1O,-0.0276
OC1=CC=C(O)C(O)=C1,0.0077
OC1=CC=C(O)C(O)=N1,-0.0127
OC1=CN=C(O)C(O)=C1,-0.0149
OC1=CN=C(O)C(O)=N1,-0.0361
OC1=CN=C(O)C=C1O,-0.0103
OC1=CN=C(O)N=C1O,-0.0288
CC1=CC=C(C)N1C=O,-0.0309
CC1=CC=C(N)N1C=O,-0.0277
CC1=CC=C(O)N1C=O,-0.042
CC1=CN=C(C)N1C=O,-0.0452
CC1=CN=C(N)N1C=O,-0.0373
CC1=CN=C(O)N1C=O,-0.0548
CC1=NC=C(N)N1C=O,-0.0426
NC1=CC=C(N)N1C=O,-0.021
NC1=CC=C(O)N1C=O,-0.0359
NC1=CN=C(N)N1C=O,-0.0313
NC1=CN=C(O)N1C=O,-0.0492
NC1=NC=C(O)N1C=O,-0.051
OC1=CC=C(O)N1C=O,-0.0375
OC1=CN=C(O)N1C=O,-0.0515
CC1=CC=C(N1)C1CC1,0.0446
CC1=CC=C(N1)C1CN1,0.0372
CC1=CC=C(N1)C1CO1,0.0313
CC1=CC=C(N1)N1CC1,0.0512
CC1=CC=C(O1)C1CC1,0.0249
CC1=CC=C(O1)C1CN1,0.0121
CC1=CC=C(O1)C1CO1,0.0055
CC1=CC=C(O1)N1CC1,0.0219
CC1=CN=C(N1)C1CN1,0.025
CC1=CN=C(N1)C1CO1,0.019
CC1=CN=C(O1)C1CC1,0.0143
CC1=CN=C(O1)C1CN1,0.0014
CC1=CN=C(O1)C1CO1,-0.009
CC1=CN=C(O1)N1CC1,0.0189
CC1=NC=C(N1)C1CN1,0.0257
CC1=NC=C(N1)C1CO1,0.0214
CC1=NC=C(O1)C1CC1,0.0114
CC1=NC=C(O1)C1CN1,-0.0013
CC1=NC=C(O1)C1CO1,-0.0072
CC1=NC=C(O1)N1CC1,0.0081
NC1=CC=C(N1)C1CC1,0.0505
NC1=CC=C(N1)C1CN1,0.0434
NC1=CC=C(N1)C1CO1,0.0373
NC1=CC=C(N1)N1CC1,0.0578
NC1=CC=C(O1)C1CC1,0.0386
NC1=CC=C(O1)C1CN1,0.0252
NC1=CC=C(O1)C1CO1,0.0185
NC1=CC=C(O1)N1CC1,0.0356
NC1=CN=C(N1)C1CO1,0.0231
NC1=CN=C(O1)C1CC1,0.0247
NC1=CN=C(O1)C1CN1,0.012
NC1=CN=C(O1)C1CO1,0.001
NC1=CN=C(O1)N1CC1,0.0298
NC1=NC=C(O1)C1CC1,0.0295
NC1=NC=C(O1)C1CN1,0.0161
NC1=NC=C(O1)C1CO1,0.0092
NC1=NC=C(O1)N1CC1,0.0263
OC1=CC=C(N1)C1CC1,0.056
OC1=CC=C(N1)C1CN1,0.0486
OC1=CC=C(N1)C1CO1,0.0405
OC1=CC=C(N1)N1CC1,0.0633
OC1=CN=C(N1)C1CC1,0.0459
OC1=CN=C(N1)C1CN1,0.0317
OC1=CN=C(N1)C1CO1,0.0242
OC1=CN=C(N1)N1CC1,0.0466
OC1=NC=C(N1)C1CC1,0.0456
OC1=NC=C(N1)C1CN1,0.0377
OC1=NC=C(N1)C1CO1,0.0309
OC1=NC=C(N1)N1CC1,0.053
OC1=NC=C(O1)C1CC1,0.0244
OC1=NC=C(O1)N1CC1,0.0211
CC1=CC=C(C=O)C=C1,-0.0576
CC1=CN=C(C=O)C=C1,-0.0688
CC1=CN=C(C=O)C=N1,-0.0823
CC1=CN=C(C=O)N=C1,-0.0771
CC1=NC=C(C=O)C=C1,-0.0683
CC1=NC=C(C=O)C=N1,-0.0797
CC1=NC=C(C=O)N=C1,-0.0823
NC1=CC=C(C=O)C=C1,-0.0425
NC1=CN=C(C=O)C=C1,-0.0534
NC1=CN=C(C=O)C=N1,-0.0644
NC1=CN=C(C=O)N=C1,-0.0625
NC1=NC=C(C=O)C=C1,-0.0495
NC1=NC=C(C=O)C=N1,-0.0565
NC1=NC=C(C=O)N=C1,-0.0644
OC1=CN=C(C=O)C=N1,-0.0747
OC1=NC=C(C=O)C=C1,-0.0615
OC1=NC=C(C=O)C=N1,-0.0731
OC1=NC=C(C=O)N=C1,-0.0747
CC1=CC=C(C=C1)C#C,-0.0253
CC1=CC=C(C=C1)C#N,-0.0471
CC1=CN=C(C=C1)C#C,-0.04
CC1=CN=C(C=C1)C#N,-0.0625
CC1=CN=C(C=N1)C#C,-0.0594
CC1=CN=C(C=N1)C#N,-0.0823
CC1=CN=C(N=C1)C#C,-0.0491
CC1=CN=C(N=C1)C#N,-0.073
CC1=NC=C(C=C1)C#C,-0.0384
CC1=NC=C(C=C1)C#N,-0.0608
CC1=NC=C(C=N1)C#C,-0.0488
CC1=NC=C(C=N1)C#N,-0.0723
CC1=NC=C(N=C1)C#C,-0.0594
CC1=NC=C(N=C1)C#N,-0.0823
NC1=CC=C(C=C1)C#C,-0.0098
NC1=CC=C(C=C1)C#N,-0.0299
NC1=CN=C(C=C1)C#C,-0.0261
NC1=CN=C(C=C1)C#N,-0.0462
NC1=CN=C(C=N1)C#C,-0.0444
NC1=CN=C(C=N1)C#N,-0.0638
NC1=CN=C(N=C1)C#C,-0.0377
NC1=CN=C(N=C1)C#N,-0.0577
NC1=NC=C(C=C1)C#C,-0.0202
NC1=NC=C(C=C1)C#N,-0.0392
NC1=NC=C(C=N1)C#C,-0.035
NC1=NC=C(C=N1)C#N,-0.0534
NC1=NC=C(N=C1)C#C,-0.0444
NC1=NC=C(N=C1)C#N,-0.0638
OC1=CC=C(C=C1)C#C,-0.0171
OC1=CC=C(C=C1)C#N,-0.039
OC1=CN=C(C=C1)C#C,-0.0337
OC1=CN=C(C=N1)C#C,-0.0555
OC1=CN=C(C=N1)C#N,-0.077
OC1=CN=C(N=C1)C#C,-0.0466
OC1=NC=C(C=C1)C#C,-0.0301
OC1=NC=C(C=C1)C#N,-0.0511
OC1=NC=C(C=N1)C#C,-0.049
OC1=NC=C(C=N1)C#N,-0.0693
OC1=NC=C(N=C1)C#C,-0.0555
OC1=NC=C(N=C1)C#N,-0.077
CC1=CC=C(CC#C)N1,0.042
CC1=CC=C(CC#C)O1,0.0178
CC1=CC=C(CC#N)N1,0.0235
CC1=CC=C(CC#N)O1,0.0012
CC1=CN=C(CC#C)N1,0.0349
CC1=CN=C(CC#C)O1,0.004
CC1=CN=C(CC#N)N1,0.0164
CC1=CN=C(CC#N)O1,-0.0133
CC1=NC=C(CC#C)N1,0.0306
CC1=NC=C(CC#C)O1,0.0045
CC1=NC=C(CC#N)N1,0.0125
CC1=NC=C(CC#N)O1,-0.012
NC1=CC=C(CC#C)N1,0.0464
NC1=CC=C(CC#C)O1,0.0311
NC1=CC=C(CC#N)N1,0.027
NC1=CC=C(CC#N)O1,0.014
NC1=CN=C(CC#C)O1,0.0155
NC1=CN=C(CC#N)N1,0.0184
NC1=CN=C(CC#N)O1,-0.0022
NC1=NC=C(CC#C)O1,0.022
NC1=NC=C(CC#N)O1,0.0048
OC1=CC=C(CC#C)N1,0.0473
OC1=CC=C(CC#N)N1,0.0277
OC1=CN=C(CC#C)N1,0.0375
OC1=CN=C(CC#N)N1,0.0172
OC1=NC=C(CC#C)N1,0.0371
OC1=NC=C(CC#N)N1,0.0174
CC1=CC=C(CC=O)N1,-0.0269
CC1=CC=C(CC=O)O1,-0.0254
CC1=CC=C(N1)OC=N,0.0122
CC1=CC=C(N1)OC=O,-0.0057
CC1=CC=C(NC=N)O1,0.0188
CC1=CC=C(NC=O)N1,0.0091
CC1=CC=C(NC=O)O1,-0.0041
CC1=CC=C(OC=N)O1,0.0024
CC1=CC=C(OC=O)O1,-0.0129
CC1=CN=C(CC=O)N1,-0.0392
CC1=CN=C(CC=O)O1,-0.0333
CC1=CN=C(N1)OC=N,0.0071
CC1=CN=C(N1)OC=O,-0.0124
CC1=CN=C(NC=N)O1,0.0014
CC1=CN=C(NC=O)N1,-0.0094
CC1=CN=C(NC=O)O1,-0.0144
CC1=CN=C(OC=N)O1,-0.0071
CC1=CN=C(OC=O)O1,-0.0265
CC1=NC=C(CC=O)N1,-0.0397
CC1=NC=C(CC=O)O1,-0.0338
CC1=NC=C(N1)OC=N,0.004
CC1=NC=C(N1)OC=O,-0.0145
CC1=NC=C(NC=N)O1,0.0056
CC1=NC=C(NC=O)N1,0.0004
CC1=NC=C(NC=O)O1,-0.0042
CC1=NC=C(OC=N)O1,-0.004
CC1=NC=C(OC=O)O1,-0.0231
NC1=CC=C(CC=O)N1,-0.0215
NC1=CC=C(CC=O)O1,-0.0209
NC1=CC=C(N1)OC=N,0.0152
NC1=CC=C(N1)OC=O,-0.0027
NC1=CC=C(NC=N)O1,0.0315
NC1=CC=C(NC=O)N1,0.0063
NC1=CC=C(NC=O)O1,0.0034
NC1=CC=C(OC=N)O1,0.0136
NC1=CC=C(OC=O)O1,-0.0063
NC1=CN=C(CC=O)O1,-0.0301
NC1=CN=C(N1)OC=N,0.0092
NC1=CN=C(N1)OC=O,-0.01
NC1=CN=C(NC=N)O1,0.0062
NC1=CN=C(NC=O)N1,-0.0053
NC1=CN=C(NC=O)O1,-0.0178
NC1=CN=C(OC=N)O1,-0.0076
NC1=CN=C(OC=O)O1,-0.0267
NC1=NC=C(CC=O)O1,-0.0287
NC1=NC=C(NC=N)O1,0.0111
NC1=NC=C(NC=O)O1,-0.0045
NC1=NC=C(OC=N)O1,0.0062
NC1=NC=C(OC=O)O1,-0.0154
OC1=CC=C(CC=O)N1,-0.0235
OC1=CC=C(N1)OC=N,0.0149
OC1=CC=C(N1)OC=O,-0.004
OC1=CC=C(NC=O)N1,0.0055
OC1=CN=C(CC=O)N1,-0.0377
OC1=CN=C(N1)OC=N,0.0078
OC1=CN=C(NC=O)N1,-0.0066
OC1=NC=C(CC=O)N1,-0.0385
OC1=NC=C(N1)OC=N,0.0058
OC1=NC=C(N1)OC=O,-0.0137
OC1=NC=C(NC=N)O1,0.0164
OC1=NC=C(NC=O)N1,0.0032
OC1=NC=C(NC=O)O1,0.0043
OC1=NC=C(OC=N)O1,0.0008
CC1=CC=C2C3CC3N12,0.0231
CC1=CN=C2C3CC3N12,0.0085
NC1=CC=C2C3CC3N12,0.0286
OC1=CC=C2C3CC3N12,0.0283
OC1=CN=C2C3CC3N12,0.0115
OC1=NC=C2C3CC3N12,0.0232
CC1=CC=C2C=CCN12,-0.0064
CC1=CN=C2C=CCN12,-0.0199
CC1=NC=C2C=CCN12,-0.0171
NC1=CC=C2C=CCN12,-0.0006
OC1=CC=C2C=CCN12,-0.002
OC1=CN=C2C=CCN12,-0.0169
OC1=NC=C2C=CCN12,-0.0143
CC1=CC=C2CC=CN12,0.0006
CC1=CN=C2CC=CN12,-0.0115
CC1=CN=C2OC=CN12,0.0043
CC1=NC=C2CC=CN12,-0.0115
NC1=CC=C2CC=CN12,0.005
NC1=CN=C2CC=CN12,-0.0075
NC1=CN=C2OC=CN12,0.007
OC1=CC=C2CC=CN12,0.0057
OC1=CN=C2CC=CN12,-0.0076
OC1=CN=C2NC=CN12,0.0257
OC1=CN=C2OC=CN12,0.0064
OC1=NC=C2CC=CN12,-0.006
CC1=CC=C2CCCN12,0.0541
CC1=CC=C2NCCN12,0.0563
CC1=CC=C2OCCN12,0.0545
CC1=CN=C2OCCN12,0.0441
CC1=NC=C2OCCN12,0.0406
NC1=CC=C2CCCN12,0.061
NC1=CC=C2NCCN12,0.0622
NC1=CC=C2OCCN12,0.0569
NC1=CN=C2OCCN12,0.0472
OC1=CC=C2CCCN12,0.0658
OC1=CC=C2NCCN12,0.0671
OC1=CC=C2OCCN12,0.0672
OC1=CN=C2CCCN12,0.0519
OC1=CN=C2NCCN12,0.0641
OC1=CN=C2OCCN12,0.0561
OC1=NC=C2CCCN12,0.0557
OC1=NC=C2NCCN12,0.0576
OC1=NC=C2OCCN12,0.0574
CC1=CC=CC(=O)C=C1,-0.0732
CC1=CC=CC(=O)C=N1,-0.0805
CC1=CC=CC(=O)N=C1,-0.0748
CC1=CC=NC(=N)C=N1,-0.0714
CC1=CC=NC(=N)N=C1,-0.0819
CC1=CC=NC(=O)C=C1,-0.0759
CC1=CC=NC(=O)C=N1,-0.0785
CC1=CC=NC(=O)N=C1,-0.0881
CC1=CN=CC(=N)C=N1,-0.0714
CC1=CN=CC(=N)N=C1,-0.0722
CC1=CN=CC(=O)C=C1,-0.0835
CC1=CN=CC(=O)C=N1,-0.0879
CC1=CN=CC(=O)N=C1,-0.0789
CC1=NC=CC(=N)C=N1,-0.0737
CC1=NC=CC(=N)N=C1,-0.0825
CC1=NC=CC(=O)C=C1,-0.0892
CC1=NC=CC(=O)C=N1,-0.0837
CC1=NC=CC(=O)N=C1,-0.0865
CC1=NC=NC(=N)C=C1,-0.0778
CC1=NC=NC(=N)C=N1,-0.0775
CC1=NC=NC(=N)N=C1,-0.0921
CC1=NC=NC(=O)C=C1,-0.084
CC1=NC=NC(=O)C=N1,-0.0859
CC1=NC=NC(=O)N=C1,-0.0995
NC1=CC=CC(=O)C=C1,-0.0617
NC1=CC=CC(=O)C=N1,-0.0745
NC1=CC=CC(=O)N=C1,-0.0663
NC1=CC=NC(=N)N=C1,-0.0688
NC1=CC=NC(=O)C=C1,-0.064
NC1=CC=NC(=O)C=N1,-0.0696
NC1=CC=NC(=O)N=C1,-0.0748
NC1=CN=CC(=N)C=N1,-0.0731
NC1=CN=CC(=N)N=C1,-0.0683
NC1=CN=CC(=O)C=C1,-0.0734
NC1=CN=CC(=O)C=N1,-0.0871
NC1=CN=CC(=O)N=C1,-0.0748
NC1=NC=CC(=N)N=C1,-0.0723
NC1=NC=CC(=O)C=N1,-0.0808
NC1=NC=CC(=O)N=C1,-0.0739
NC1=NC=NC(=N)C=N1,-0.0688
NC1=NC=NC(=N)N=C1,-0.0753
NC1=NC=NC(=O)C=C1,-0.0682
NC1=NC=NC(=O)C=N1,-0.0759
NC1=NC=NC(=O)N=C1,-0.082
OC1=CC=CC(=N)N=C1,-0.0743
OC1=CC=CC(=O)C=C1,-0.0704
OC1=CC=CC(=O)C=N1,-0.0898
OC1=CC=CC(=O)N=C1,-0.0785
OC1=CC=NC(=N)C=C1,-0.0701
OC1=CC=NC(=N)C=N1,-0.0783
OC1=CC=NC(=O)C=C1,-0.0739
OC1=CC=NC(=O)C=N1,-0.0855
OC1=CN=CC(=O)C=C1,-0.0828
OC1=NC=CC(=N)C=N1,-0.0816
OC1=NC=CC(=O)C=C1,-0.0847
OC1=NC=CC(=O)C=N1,-0.0916
OC1=NC=NC(=N)C=C1,-0.0778
OC1=NC=NC(=N)C=N1,-0.0805
OC1=NC=NC(=O)C=C1,-0.0824
OC1=NC=NC(=O)C=N1,-0.0884
CC1=C(C)C(N)=CC=C1,0.0126
CC1=C(C)C(N)=CN=C1,-0.0079
CC1=C(C)C(N)=NC=N1,-0.0112
CC1=C(C)C(O)=CC=C1,0.0057
CC1=C(C)C(O)=CC=N1,-0.0028
CC1=C(C)C(O)=CN=C1,-0.0154
CC1=C(C)C(O)=NC=C1,-0.0137
CC1=C(C)C(O)=NC=N1,-0.0229
CC1=C(N)C(N)=CC=C1,0.0219
CC1=C(N)C(N)=NC=N1,-0.0075
CC1=C(N)C(O)=CC=C1,0.018
CC1=C(N)C(O)=CC=N1,0.0053
CC1=C(N)C(O)=NC=C1,-0.0026
CC1=C(N)C(O)=NC=N1,-0.0136
CC1=C(N)C=CC=C1N,0.0216
CC1=C(N)C=CC=C1O,0.0153
CC1=C(N)C=CN=C1O,0.0046
CC1=C(N)C=NC=C1N,-0.0006
CC1=C(N)C=NC=C1O,-0.0073
CC1=C(N)N=CN=C1N,0.0041
CC1=C(N)N=CN=C1O,-0.0035
CC1=C(O)C(N)=CC=C1,0.0172
CC1=C(O)C(N)=CN=C1,0.002
CC1=C(O)C(N)=NC=N1,-0.0095
CC1=C(O)C(O)=CC=C1,0.0107
CC1=C(O)C(O)=CC=N1,-0.0019
CC1=C(O)C(O)=CN=C1,-0.0057
CC1=C(O)C(O)=NC=C1,-0.0093
CC1=C(O)C(O)=NC=N1,-0.021
CC1=C(O)C=CC=C1O,0.0087
CC1=C(O)C=CN=C1N,0.004
CC1=C(O)C=CN=C1O,-0.0047
CC1=C(O)C=NC=C1O,-0.0143
CC1=C(O)N=CN=C1O,-0.0148
CC1=CC=CC(C)=C1C,0.0077
CC1=CC=CC(C)=C1N,0.0168
CC1=CC=CC(C)=C1O,0.0106
CC1=CN=CC(C)=C1C,-0.014
CC1=CN=CC(C)=C1O,-0.0014
CC1=NC=CC(C)=C1C,-0.01
CC1=NC=CC(C)=C1N,-0.0033
CC1=NC=CC(C)=C1O,-0.0099
CC1=NC=NC(C)=C1C,-0.023
CC1=NC=NC(C)=C1N,-0.0197
CC1=NC=NC(C)=C1O,-0.0269
NC1=C(N)C(O)=CC=C1,0.0279
NC1=C(N)C(O)=NC=C1,0.0102
NC1=C(N)C(O)=NC=N1,0.0026
NC1=C(O)C(O)=CC=C1,0.0163
NC1=C(O)C(O)=CN=C1,-0.0027
NC1=C(O)C(O)=NC=C1,0.0096
NC1=C(O)C(O)=NC=N1,0.0032
NC1=C(O)C=CC=C1O,0.0103
NC1=C(O)C=CN=C1O,-0.0036
NC1=C(O)N=CN=C1O,-0.0011
NC1=CC=CC(N)=C1N,0.0317
NC1=CC=CC(N)=C1O,0.0249
NC1=CN=CC(N)=C1O,0.0054
NC1=NC=CC(O)=C1N,0.0135
NC1=NC=CC(O)=C1O,0.0054
OC1=CC=CC(O)=C1O,0.0087
OC1=CN=CC(O)=C1O,-0.0144
OC1=NC=CC(O)=C1O,0.0004
OC1=NC=NC(O)=C1O,-0.009
CC1=CC=CN1C1CC1,0.0428
CC1=CN=CN1C1CC1,0.0334
CC1=NC=CN1C1CC1,0.0314
NC1=CC=CN1C1CC1,0.0569
OC1=CC=CN1C1CC1,0.0555
OC1=CN=CN1C1CC1,0.0419
OC1=NC=CN1C1CC1,0.0447
CC1=CC=CN1CC#C,0.0293
CC1=CC=CN1CC#N,0.0093
CC1=CN=CN1CC#C,0.0195
CC1=CN=CN1CC#N,-0.0011
CC1=NC=CN1CC#C,0.0198
CC1=NC=CN1CC#N,-0.0007
NC1=CC=CN1CC#C,0.0324
NC1=CC=CN1CC#N,0.0148
OC1=CC=CN1CC#C,0.036
OC1=CC=CN1CC#N,0.0154
OC1=CN=CN1CC#C,0.0248
OC1=CN=CN1CC#N,0.004
OC1=NC=CN1CC#C,0.0274
OC1=NC=CN1CC#N,0.0057
CC1=CC=CN1CC=O,-0.0389
CC1=CN=CN1CC=O,-0.0483
CC1=NC=CN1CC=O,-0.0476
NC1=CC=CN1CC=O,-0.0196
OC1=CC=CN1CC=O,-0.0333
OC1=CN=CN1CC=O,-0.0418
OC1=NC=CN1CC=O,-0.0426
CC1=CC=CC=C1C#C,-0.0278
CC1=CC=CC=C1C#N,-0.0495
CC1=CC=CN=C1C#C,-0.0413
CC1=CC=CN=C1C#N,-0.0639
CC1=CC=NC=C1C#C,-0.0406
CC1=CC=NC=C1C#N,-0.063
CC1=CN=CC=C1C#C,-0.0493
CC1=CN=CC=C1C#N,-0.0722
CC1=CN=CN=C1C#C,-0.0625
CC1=CN=CN=C1C#N,-0.0864
CC1=NC=CC=C1C#C,-0.0402
CC1=NC=CC=C1C#N,-0.0628
CC1=NC=CN=C1C#C,-0.0595
CC1=NC=CN=C1C#N,-0.0828
CC1=NC=NC=C1C#C,-0.0518
CC1=NC=NC=C1C#N,-0.0754
NC1=CC=CC=C1C#C,-0.0207
NC1=CC=CC=C1C#N,-0.0409
NC1=CC=CN=C1C#C,-0.0364
NC1=CC=CN=C1C#N,-0.0574
NC1=CC=NC=C1C#N,-0.0496
NC1=CN=CC=C1C#C,-0.0417
NC1=CN=CC=C1C#N,-0.0627
NC1=CN=CN=C1C#C,-0.0565
NC1=CN=CN=C1C#N,-0.0785
NC1=NC=CC=C1C#C,-0.0339
