smiles,homo
C1C=CC23OC4C2OC134,-0.2338
C1C2C3CC22CCCC132,-0.2471
C1C2C3CC22COCC132,-0.242
C1C2C3CC22OCCC132,-0.2451
C1C2C3CC22OCOC132,-0.2566
C1C2C3OC22CCCC132,-0.2232
C1C2C3OC22CCOC132,-0.2281
C1C2C3OC22COCC132,-0.236
C1C2N3CC22CCCC132,-0.2167
C1C2N3CC22COCC132,-0.2278
C1C2N3CC22OCCC132,-0.234
C1CC23NC4C2NC34C1,-0.22
C1CC23NC4C2OC34C1,-0.2231
C1CC23OC4C2OC34C1,-0.2305
C1OCC23NC4C2NC134,-0.2306
C1OCC23OC4C2NC134,-0.234
C1OCC23OC4C2OC134,-0.2437
C1C2C3C4=CCC13N2C4,-0.2035
C1C2C3CC4=CCC13C24,-0.1978
C1C2C3OC4=NCC13C24,-0.2156
C1C=C2CC3C4OC13C24,-0.2053
C1N2C3CC4=CCC13C24,-0.205
C1N=C2NC3C4NC13C24,-0.2116
C1N=C2NC3C4OC13C24,-0.217
C1N=C2OC3C4NC13C24,-0.218
C1N=C2OC3C4OC13C24,-0.2407
C1C2C3CC4C(CN24)N13,-0.1972
C1C2C3CC4C1C2CC34,-0.267
C1C2C3CC4C1C2OC34,-0.2489
C1C2C3CC4C2OC4C13,-0.2348
C1C2C3OC2C2OC3C12,-0.2265
C1C2C3OC4C1C2OC34,-0.2468
C1C2C3OC4C3CN2C14,-0.2119
N1C2C3NC4C1C2OC34,-0.2277
N1C2C3NC4C2OC4C13,-0.2252
N1C2C3OC2C2OC3C12,-0.2256
N1C2C3OC4C1C2OC34,-0.2336
O1C2C3OC4C1C2OC34,-0.2364
C1C2C3CC4C1C4CC23,-0.2375
C1C2C3CC4C1C4OC23,-0.203
C1C2C3OC4C1C4OC23,-0.1978
N1C2C3NC4C1C4NC23,-0.1631
N1C2C3NC4C1C4OC23,-0.1773
N1C2C3OC4C1C4OC23,-0.1846
O1C2C3OC4C1C4OC23,-0.2038
C1C2C3C4CN2C13C=C4,-0.2308
C1C2C3CC4C=CC13C24,-0.2286
C1C2C3CC4C=CC13N24,-0.2236
C1C2C3OC22C=CC1C32,-0.2234
C1C2C3OC4C=CC13C24,-0.2344
C1N2C3CC4C=CC13C24,-0.2198
N1C2C3OC4C=CC13C24,-0.232
O1C2C3OC4C=CC13C24,-0.2354
C1C2C3C4CC(CN24)N13,-0.1966
C1C2C3C4CN2CC4N13,-0.2033
C1C2C3C4OC2CC4N13,-0.2183
C1C2C3CC1C1OC2C31,-0.2329
C1C2C3CC4CC3C2C14,-0.2599
C1C2C3CC4OC3C2C14,-0.2452
C1C2C3OC1C1OC3C21,-0.2266
C1C2C3OC4C3C2OC14,-0.2333
C1C2C3OC4C3N2CC14,-0.2298
C1C2C3OC4CC3C2C14,-0.2401
C1C2C3OC4CC3N2C14,-0.2153
C1C2C3OC4OC3C2C14,-0.2589
N1C2C3OC4OC3C2C14,-0.2269
O1C2C3OC4OC3C2C14,-0.2369
C1C2C3C4CN2C13CO4,-0.2297
C1C2C3CC4CCC13C24,-0.2641
C1C2C3CC4COC13C24,-0.2304
C1C2C3CC4OCC13C24,-0.2377
C1C2C3OC4CCC13C24,-0.2285
C1C2C3OC4COC13C24,-0.2247
C1C2C3OC4OCC13C24,-0.2408
C1CC23OC4C2CC1C34,-0.2235
C1CC23OC4C2CN1C34,-0.2141
C1CC23OC4C2OC1C34,-0.2335
C1N2C3CC4CCC13C24,-0.2167
C1N2C3CC4COC13C24,-0.2353
C1N2C3CC4OCC13C24,-0.2273
C1OC2CC3C4OC13C24,-0.2354
C1OC2OC3C4NC13C24,-0.2392
C1OC2OC3C4OC13C24,-0.2459
C1C2C3C1C1=CCN2C31,-0.1977
C1C2C3C4C(CC=C24)N13,-0.2013
C1C2C3CC=C4C1C2C34,-0.2072
C1C2C3CC=C4C1N2C34,-0.2187
C1C=C2C3OC4C1C2C34,-0.212
C1N=C2C3OC4C1N2C34,-0.2334
C1C2C3CC=CC=C1C23,-0.2116
C1N2C3CC=CC=C1C23,-0.22
C1C2C3CC=CCC1C23,-0.2281
C1C2C3CN=COC1C23,-0.2318
C1C2C3OC=NCC1C23,-0.2341
C1C2OC=NCC3C2N13,-0.2396
C1C=CCC2OC3C1C23,-0.2313
C1N=COC2C3OC1C23,-0.2322
C1C2C3CC=CCC2C13,-0.2337
C1C2C3CN=COC2C13,-0.2409
C1C=CCC2C3OC2C13,-0.2344
C1N=COC2C3NC2C13,-0.2372
C1N=COC2C3OC2C13,-0.2473
C1C2C3C4C(CCN24)N13,-0.1978
C1C2C3CCC4C1C2C34,-0.2499
C1C2C3CCC4C1N2C34,-0.2175
C1C2C3COC4C1C2C34,-0.2353
C1C2C3COC4C1N2C34,-0.2277
C1C2C3OCC4C3C2N14,-0.2124
C1CC2C3OC4C1C2C34,-0.2361
C1CC2C3OC4C1N2C34,-0.2123
C1OC2C3OC4C1C2C34,-0.2306
C1C2C3CCC4C1C4C23,-0.2338
C1C2C3COC4C1C4C23,-0.231
C1C2C3OCC4C(C23)N14,-0.2239
C1C2C3OCC4C1N4C23,-0.2232
C1CC2C3OC4C1C4C23,-0.2257
C1OC2C3OC4C1C4C23,-0.2159
C1C2C3CCC=CC1C23,-0.2316
C1C2C3COC=NC1C23,-0.2317
C1C2C3OCC=CC1C23,-0.2381
C1C2N=COCC3C2N13,-0.2288
C1CC2C3OC(C=C1)C23,-0.2267
C1OC2C3OC(C=C1)C23,-0.2288
C1C2C3CCC=CC2C13,-0.2296
C1C2C3COC=NC2C13,-0.2392
C1C2C3OCC=CC2C13,-0.2381
C1CC2C3OC2C3C=C1,-0.2332
C1OC2C3OC2C3C=C1,-0.2413
C1OC=NC2C3NC2C13,-0.2437
C1OC=NC2C3OC2C13,-0.2372
C1C2C3CCCC=C1C23,-0.2164
C1C2C3COCC=C1C23,-0.2316
C1C2C3OCCC=C1C23,-0.2194
C1CN=C2NC3C(O1)C23,-0.2263
C1CN=C2OC3C(C1)C23,-0.234
C1CN=C2OC3C(N1)C23,-0.2292
C1CN=C2OC3C(O1)C23,-0.237
C1N2C3CCCC=C1C23,-0.2234
C1N2C3COCC=C1C23,-0.2369
C1C2C3C1COCCN23,-0.2219
C1C2C3C1OCCCN23,-0.2229
C1C2C3CCCCC1C23,-0.2435
C1C2C3CCCOC1C23,-0.2389
C1C2C3CCOCC1C23,-0.2339
C1C2C3CCOCC1N23,-0.2246
C1C2C3COCCC1C23,-0.2355
C1C2C3COCCC1N23,-0.2272
C1C2C3COCOC1C23,-0.2465
C1C2C3OCCCC1C23,-0.2331
C1C2C3OCCOC1C23,-0.2371
C1C2C3OCOCC1C23,-0.2413
C1C2CCOCC3C2N13,-0.2281
C1C2OCCCC3C2N13,-0.2326
C1C2OCOCC3C2N13,-0.241
C1CC2C3OC(CO1)C23,-0.2322
C1CC2OC3C(CO1)C23,-0.2296
C1CCC2OC3C(C1)C23,-0.2288
C1COC2C3OC(C1)C23,-0.2258
C1OCC2OC3C(O1)C23,-0.2351
C1C2C3CCCCC2C13,-0.2809
C1C2C3CCCOC2C13,-0.2381
C1C2C3CCOCC2C13,-0.2431
C1C2C3COCOC2C13,-0.2514
C1C2C3OCCCN2C13,-0.2053
C1C2C3OCCOC2C13,-0.2425
C1CC2C3OC2C3CO1,-0.2347
C1CCC2C3OC2C3C1,-0.2317
C1COC2C3NC2C3O1,-0.2453
C1COC2C3OC2C3C1,-0.2415
C1COC2C3OC2C3O1,-0.2522
C1OCC2C3OC2C3O1,-0.249
C1C2C=C3C=C1C1C2C31,-0.184
C1C2C=C3C=C1C1C3N21,-0.1658
C1C2N=C3C=C1C1C2N31,-0.1954
C1C2C=C3C=CCC3C12,-0.1999
C1C=CC2=CC3NC3C12,-0.2053
C1C=CC2=CC3OC3C12,-0.2146
C1C2C3C4NC4C=C1C23,-0.2244
C1C2C3C4OC4C=C1C23,-0.2326
C1C2C=C3CC4C(C12)C34,-0.2203
C1C2C=C3CN4C(C12)C34,-0.2217
C1C2N=C3OC4C(C12)C34,-0.2191
C1N2C3C4NC4C=C1C23,-0.2246
C1N2C3C4OC4C=C1C23,-0.237
C1C2C3OC4C=C1C2C34,-0.2154
C1C2C=C3CC4C1C2C34,-0.2044
C1C2C=C3CC4C1N2C34,-0.2141
C1C2C=C3CC4C3C2N14,-0.1963
C1C2C=C3CN4C1C2C34,-0.1948
C1C2N=C3OC4C1C2C34,-0.2222
C1C2C3C4OC3C2C1=C4,-0.206
C1C2C=C3CC4C2C1C34,-0.1977
C1C2C=C3CC4C2N1C34,-0.2055
C1C2C=C3CC4C3C1N24,-0.2084
C1C2C=C3CN4C2C1C34,-0.1986
C1C2N=C3NC4C2N1C34,-0.2063
C1C2N=C3OC4C2C1C34,-0.2089
C1C2N=C3OC4C2N1C34,-0.211
C1N2C3C4OC3C2C1=C4,-0.2091
C1C2C=C3CC=CC3C12,-0.2179
C1C2C=C3CC=CC3N12,-0.2189
C1C2N=C3CN=CN3C12,-0.214
C1C2N=C3NC=NC3C12,-0.2263
C1C=CC2C3NC3C=C12,-0.2233
C1C=CC2C3OC3C=C12,-0.2371
C1C2C=C3CCC=C3C12,-0.1953
C1C2C=C3CCN=C3N12,-0.2216
C1C2N=C3OCC=C3C12,-0.2271
C1CC2=CC3NC3C2=C1,-0.2036
C1CC2=CC3OC3C2=C1,-0.2158
C1C2C=C3CCCC3C12,-0.2153
C1C2C=C3CCOC3C12,-0.2268
C1C2C=C3COCC3C12,-0.2261
C1C2C=C3COCC3N12,-0.2265
C1C2N=C3OCCC3C12,-0.2287
C1C2N=C3OCCN3C12,-0.2102
C1C2N=C3OCOC3C12,-0.2411
C1CC2=CC3NC3C2O1,-0.2283
C1CC2=CC3OC3C2O1,-0.2433
C1CC2C3NC3C=C2C1,-0.2223
C1CC2C3OC3C=C2C1,-0.2348
C1OCC2=CC3NC3C12,-0.2294
C1OCC2=CC3OC3C12,-0.2429
C1C2C=CC11C=CCC21,-0.2179
C1C2C=CC11C=CCN21,-0.2021
C1C2C=CC11N=COC21,-0.2329
C1C=CC23OC(C=C2)C13,-0.2319
C1C2C=CC11CC=CC21,-0.2182
C1C2C=CC11OC=NC21,-0.2308
C1C=CC2C3OC12C=C3,-0.2301
C1C2C=CC11CCCC21,-0.2186
C1C2C=CC11CCOC21,-0.225
C1C2C=CC11COCC21,-0.2293
C1C2C=CC11OCCC21,-0.2217
C1C2C=CC11OCOC21,-0.2327
C1CC23NC(C=C2)C3O1,-0.2269
C1CC23OC(C=C2)C3O1,-0.2407
C1CC2C3OC2(C1)C=C3,-0.2312
C1OCC23OC(C=C2)C13,-0.2437
C1C2C=CC1C=CC=C2,-0.2124
O1C2C=CC1C=CC=C2,-0.2222
C1C2C=CC3(CCC3)C12,-0.2226
C1C2C=CC3(CCO3)C12,-0.2269
C1C2C=CC3(COC3)C12,-0.2336
C1C2C=CC3(COC3)N12,-0.2276
C1C2N1C=NC21COC1,-0.2492
C1CC2(C1)C=CC1NC21,-0.229
C1CC2(C1)C=CC1OC21,-0.2422
C1CC2(O1)C=CC1NC21,-0.2362
C1CC2(O1)C=CC1OC21,-0.2411
C1OCC11C=CC2NC12,-0.2384
C1OCC11C=CC2OC12,-0.2506
C1C2C=CC3=CCCC123,-0.2039
C1C2C=CC3=CCOC123,-0.2123
C1CC23NC2C=CC3=C1,-0.2189
C1CC23OC2C=CC3=C1,-0.2252
C1C2C=CC3C1C=CC23,-0.2239
O1C2C=CC3C1C=CC23,-0.2339
C1C2C3OC4C=CC2C134,-0.2103
C1C2C=CC3C4CC23C14,-0.2098
C1C2C=CC3C4CC23N14,-0.2186
C1C2C=CC3C4OC23C14,-0.2092
C1C2C=CC3N4CC23C14,-0.2311
N1C2C=CC3C4NC23C14,-0.1844
N1C2C=CC3C4OC23C14,-0.1933
O1C2C=CC3C4OC23C14,-0.2243
C1C2C=CC3C=CC1C23,-0.2253
C1C2C=CC3C=CC1N23,-0.2076
C1C2N=CN3C=NC1C23,-0.2352
O1C2C=CC3C=CC1C23,-0.2389
C1C2C=CC3C=CC2C13,-0.2223
C1C2C=CC3C=CC2N13,-0.2037
O1C2C=CC3C=CC2C13,-0.2281
C1C2C=CC3C=CCC123,-0.2238
C1C2C=CC3N=COC123,-0.2319
C1C2N=CN3C=NCC123,-0.2305
C1C=CC2C=CC3NC123,-0.2275
C1C=CC2C=CC3OC123,-0.2437
C1N2C=NC3C=CCC123,-0.2431
C1C2C=CC3CC(C3)C12,-0.2229
C1C2C=CC3CC(O3)C12,-0.2313
C1C2CC1C1NC1C=C2,-0.2306
C1C2CC1C1OC1C=C2,-0.2406
C1C2OC1C1NC1C=C2,-0.2362
C1C2OC1C1OC1C=C2,-0.2468
C1C2C=CC11NC1C=C2,-0.2072
C1C2C=CC11OC1C=C2,-0.2249
C1C2C=CC3CC12C=C3,-0.2065
C1C2C=CC3OC12C=C3,-0.2082
C1C2C=CC3CC=C1C23,-0.2203
C1N=C2NC3C=CC1C23,-0.2334
C1N=C2OC3C=CC1C23,-0.2412
C1C2C=CC3CC=CC123,-0.2116
C1C2C=CC3OC=NC123,-0.226
C1C=CC23NC2C=CC13,-0.2182
C1C=CC23OC2C=CC13,-0.2282
C1N2C=NC3CC=CC123,-0.2387
C1C2C=CC3CC12CO3,-0.2334
C1C2C=CC3CCC12C3,-0.2257
C1C2C=CC3CCC12O3,-0.2178
C1C2C=CC3COC12C3,-0.2234
C1C2C=CC3OCC12O3,-0.2296
C1CC23CC1C=CC2N3,-0.2259
C1CC23CC1C=CC2O3,-0.2459
C1OC2CC11NC1C=C2,-0.2359
C1OC2CC11OC1C=C2,-0.2515
C1C2C=CC3CCC2C13,-0.2283
C1C2C=CC3COC2C13,-0.2245
C1C2C=CC3OCC2C13,-0.2358
C1CC2C=CC3OC2C13,-0.2308
C1OC2C3OC2C1C=C3,-0.2389
C1OC2C=CC3OC2C13,-0.2315
C1C2C3OCC3N=CN12,-0.2417
C1C2C=CC3CCC3C12,-0.221
C1C2C=CC3COC3C12,-0.2304
C1C2C=CC3OCC3C12,-0.2341
C1C2C=CC3OCC3N12,-0.2261
C1CC2C3NC3C=CC12,-0.2257
C1CC2C3OC3C=CC12,-0.237
C1OC2C3NC3C=CC12,-0.2319
C1OC2C3OC3C=CC12,-0.2439
C1OC2C=CC3NC3C12,-0.2367
C1OC2C=CC3OC3C12,-0.2458
C1C2C=CC3CCCC123,-0.223
C1C2C=CC3CCOC123,-0.2163
C1C2C=CC3COCC123,-0.2324
C1C2C=CC3OCCC123,-0.2349
C1C2C=CC3OCOC123,-0.2318
C1CC23NC2C=CC3O1,-0.2345
C1CC23OC2C=CC3O1,-0.2516
C1CC2C=CC3NC23C1,-0.2209
C1CC2C=CC3OC23C1,-0.2436
C1N2C=NC3COCC123,-0.252
C1OCC23NC2C=CC13,-0.239
C1OCC23OC2C=CC13,-0.2474
C1C2C=CC=CC=CC12,-0.1998
N1C2C=CC=CC=CC12,-0.2079
O1C2C=CC=CC=CC12,-0.2118
C1C2C=CCC3CC12C3,-0.234
C1C2C=CCC3CC12O3,-0.218
C1C2CC11NC1C=CC2,-0.236
C1C2CC11OC1C=CC2,-0.2502
C1C2N=COC3CC12C3,-0.227
C1N2CC11OC1C=CC2,-0.2268
C1C2C=CCC3CCC123,-0.2247
C1C2C=CCC3COC123,-0.2226
C1C2C=CCC3OCC123,-0.233
C1C2N=COC3CCC123,-0.2308
C1C2N=COC3CNC123,-0.2144
C1C2N=COC3COC123,-0.2235
C1CC23NC2C=CCC13,-0.2232
C1CC23OC2C=CCC13,-0.242
C1N2C=NCC3OCC123,-0.2363
C1OC2CC=CC3NC123,-0.236
C1OC2CC=CC3OC123,-0.2483
C1C2C=CCCC=CC12,-0.212
C1C2C=CCOC=NC12,-0.216
C1CC=CC2NC2C=C1,-0.2114
C1CC=CC2OC2C=C1,-0.2199
C1C2CC(C12)C1CCC1,-0.2497
C1C2CC(C12)C1CCO1,-0.2397
C1C2CC(C12)C1COC1,-0.2421
C1C2CC(C3CCO3)N12,-0.2265
C1C2OC(C12)C1CCC1,-0.2324
C1C2OC(C12)C1CCO1,-0.2325
C1C2OC(C12)C1COC1,-0.2403
C1CC(C1)C1CC2OC12,-0.2487
C1CC(O1)C1CC2NC12,-0.2223
C1CC(O1)C1CC2OC12,-0.2388
C1OCC1C1CC2OC12,-0.2435
C12CC34CC(O3)C4(C1)C2,-0.2298
C12CC34CC(C3)C4(C1)C2,-0.2557
C12OC34CC(C3)C4(C1)C2,-0.2442
C1C2CC11N3CC1(C3)O2,-0.2356
C12CC34CC(C3)C4(C1)O2,-0.2333
C1C2CC34CC(O3)C14O2,-0.2312
C1C2CC11C=CC3C1N23,-0.2215
C1C2CC11C=CC3C2C13,-0.2102
C1C2CC11C=CC3C2N13,-0.199
C1C2OC11C=CC3C2C13,-0.2063
C1C2CC11C=CCC1C2,-0.2313
C1C2CC11C=CCC1O2,-0.2336
C1C2CC11N=COC1C2,-0.2463
C1C2CC11N=COC1O2,-0.2549
C1C2CC3CC=CC13O2,-0.2332
C1N2CC11N=COC1C2,-0.24
C1C2CC11C=CCCC21,-0.2341
C1C2CC11C=CCOC21,-0.2409
C1C2CC11N=COCC21,-0.2426
C1C2NC11C=CCOC21,-0.2326
C1C2OC11C=CCCC21,-0.228
C1C2OC11C=CCOC21,-0.2349
C1N2CC11N=COCC21,-0.2305
C1C2CC11CC=CC1C2,-0.2346
C1C2CC11CC=CC1O2,-0.2357
C1C2CC11OC=NC1C2,-0.2483
C1C2CC3C=CCC13O2,-0.2398
C1N2CC11OC=NC1C2,-0.2434
C1C2CC11CC=CCC21,-0.2387
C1C2CC11CN=COC21,-0.2458
C1C2CC11OC=NCC21,-0.2478
C1C2NC11CN=COC21,-0.2469
C1C2OC11CC=CCC21,-0.2308
C1C2OC11CN=COC21,-0.2509
C1N2CC11OC=NCC21,-0.2472
C1C2CC11CCC3C1N23,-0.2189
C1C2CC11CCC3C2C13,-0.2418
C1C2CC11CCC3C2N13,-0.2168
C1C2CC11CCN3C2C13,-0.2149
C1C2CC11COC3C2C13,-0.215
C1C2CC11OCC3C1N23,-0.2229
C1C2CC11OCC3C2C13,-0.2382
C1C2OC11CCC3C2C13,-0.2402
C1C2OC11CCN3C2C13,-0.2179
C1C2OC11COC3C2C13,-0.228
C1N2CC11COC3C2C13,-0.2232
C1N2CC11OCC3C2C13,-0.2258
C1C2CC11CCC=CC21,-0.2369
C1C2CC11COC=NC21,-0.2376
C1C2CC11OCC=CC21,-0.2359
C1C2NC11COC=NC21,-0.2312
C1C2OC11CCC=CC21,-0.2286
C1C2OC11COC=NC21,-0.2381
C1N2CC11OCC=CC21,-0.2371
C1C2CC11CCCC1C2,-0.281
C1C2CC11CCCC1O2,-0.2349
C1C2CC11CCOC1C2,-0.2414
C1C2CC11CCOC1O2,-0.2493
O1CC2CC3CC2(C1)C3,-0.2387
C1C2CC11COCC1O2,-0.2458
C1C2CC11OCCC1C2,-0.2371
C1C2CC11OCCC1O2,-0.2414
C1C2CC11OCOC1C2,-0.2468
C1C2CC3CCCC13O2,-0.2372
C1C2CC3COCC13O2,-0.2488
C1C2CC3OCCC13O2,-0.2407
C1N2CC11OCOC1C2,-0.2325
C1C2CC11CCCCC21,-0.2655
C1C2CC11CCCOC21,-0.242
C1C2CC11CCOCC21,-0.243
C1C2CC11COCCC21,-0.2418
C1C2CC11COCCN21,-0.2172
C1C2CC11COCOC21,-0.2546
C1C2CC11OCCCC21,-0.2405
C1C2CC11OCCOC21,-0.2351
C1C2CC11OCOCC21,-0.2555
C1C2NC11COCOC21,-0.2409
C1C2OC11CCCCC21,-0.2285
C1C2OC11CCCOC21,-0.2328
C1C2OC11CCOCC21,-0.2341
C1C2OC11COCCC21,-0.2369
C1C2OC11COCOC21,-0.2444
C1N2CC11CCOCC21,-0.2257
C1N2CC11OCCCC21,-0.2349
C1N2CC11OCOCC21,-0.2449
C1C2CC1C13CC(C1)C23,-0.2424
C1C2CC1C13CC(O1)C23,-0.2255
C1C2CN1C1C3CC21O3,-0.2172
C1C2OC1C13CC(C1)C23,-0.2417
C1C2OC1C13CC(O1)C23,-0.2358
C1C2OC1C13CN(C1)C23,-0.2187
C1C2CC1C1=C2CCC1,-0.1988
C1C2CC1C1=C2COC1,-0.2078
C1C2OC1C1=C2CCC1,-0.2117
C1C2OC1C1=C2COC1,-0.2213
C1C2CC1C1=CCCC21,-0.2177
C1C2CC1C1=CCOC21,-0.2274
C1C2OC1C1=CCCC21,-0.2278
C1C2OC1C1=CCOC21,-0.2346
C1C2CC1C1C3CC1C23,-0.2711
C1C2CC1C1C3OC1C23,-0.228
C1C2OC1C1C3CC1C23,-0.234
C1C2OC1C1C3CN1C23,-0.2241
C1C2OC1C1C3OC1C23,-0.2354
C1C2CC1C1C=CCC21,-0.2348
C1C2CC1C1N=COC21,-0.2467
C1C2OC1C1C=CCC21,-0.2327
C1C2OC1C1N=COC21,-0.2565
C1C2CC1C1CC(C1)C2,-0.2758
C1C2CC1C1CC(C1)O2,-0.2366
C1C2CC1C1CC(C2)O1,-0.2396
C1C2CC3CC(O3)C1O2,-0.2334
C1C2CC1C1CC2C=C1,-0.2273
C1C2CC1C1OC2C=C1,-0.2371
C1C2OC1C1CC2C=C1,-0.2135
C1C2OC1C1OC2C=C1,-0.2218
C1C2CC1C1CC2CO1,-0.2391
C1C2CC1C1CCC2C1,-0.2749
C1C2CC1C1CCC2O1,-0.2433
C1C2CC1C1OCC2O1,-0.2517
C1C2OC1C1CC2CO1,-0.2329
C1C2OC1C1CCC2C1,-0.2362
C1C2OC1C1CCC2O1,-0.2358
C1C2OC1C1OCC2O1,-0.2404
C1C2CC1C1CCCC21,-0.2889
C1C2CC1C1COCC21,-0.2418
C1C2CC1C1OCCC21,-0.2455
C1C2CC1C1OCOC21,-0.2578
C1C2OC1C1CCCC21,-0.2374
C1C2OC1C1COCC21,-0.2401
C1C2OC1C1OCCC21,-0.2399
C1C2OC1C1OCOC21,-0.2481
C1C2CC1C21C2CC1C2,-0.2812
C1C2CC1C21C2CC1O2,-0.2327
C1C2OC1C21C2CC1O2,-0.2317
C1C2OC1C21C2CN1C2,-0.2344
C1C2CC1C21CC=CC1,-0.233
C1C2CC1C21CN=CO1,-0.2416
C1C2NC1C21CN=CO1,-0.2387
C1C2OC1C21CC=CC1,-0.2342
C1C2OC1C21CN=CO1,-0.2453
C1C2CC1C21CCC=C1,-0.2278
C1C2CC1C21COC=N1,-0.2401
C1C2CC1C21OCC=C1,-0.2227
C1C2NC1C21COC=N1,-0.236
C1C2OC1C21CCC=C1,-0.2343
C1C2OC1C21COC=N1,-0.2405
C1C2OC1C21OCC=C1,-0.2335
C1C2CC1C21CCCC1,-0.2763
C1C2CC1C21CCCO1,-0.2343
C1C2CC1C21CCOC1,-0.245
C1C2CC1C21COCO1,-0.2505
C1C2CN1C21CCOC1,-0.2311
C1C2OC1C21CCCC1,-0.2312
C1C2OC1C21CCCO1,-0.2312
C1C2OC1C21CCOC1,-0.2404
C1C2OC1C21COCO1,-0.2414
C1C2CC1C=CC=CC2,-0.2096
C1C2CC=CC=CC1O2,-0.2205
C1C2CC1C=CCC=C2,-0.2291
C1C2OC1C=CCC=C2,-0.2352
C1C2CC1C=CCCC2,-0.23
C1C2CC1C=CCCO2,-0.23
C1C2CC1C=CCOC2,-0.2338
C1C2CC1N=COCC2,-0.233
C1C2CC1N=COCO2,-0.2401
C1C2CCCC=CC1O2,-0.232
C1C2CN1CCOC=N2,-0.204
C1C2COCC=CC1O2,-0.2389
C1C2CC1CC=CCC2,-0.2215
C1C2CC1CN=COC2,-0.2205
C1C2CC1OC=NCC2,-0.244
C1C2CC1OCC=CC2,-0.2346
C1C2CCC=CCC1O2,-0.2203
C1C2CN1CC=CCO2,-0.208
C1C2CN1CCN=CO2,-0.211
C1C2COC=NCC1O2,-0.2238
C1C2CC1CCCCC2,-0.2679
C1C2CC1CCOCC2,-0.2386
C1C2CC1COCCC2,-0.2398
C1C2CC1COCOC2,-0.2536
C1C2CC1OCCCC2,-0.2337
C1C2CC1OCCCO2,-0.2346
C1C2CC1OCCOC2,-0.2316
C1C2CC1OCOCC2,-0.2464
C1C2CCCCCC1O2,-0.2385
C1C2CCCOCC1O2,-0.2374
C1C2CCOCCC1O2,-0.2336
C1C2CN1CCOCO2,-0.2045
C1C2COCOCC1O2,-0.248
C1C2CC3(C12)C1CCC31,-0.2328
C1C2CC3(C12)C1COC31,-0.2196
C1C2CC3(C4COC34)N12,-0.2258
C1C2N1CC21C2CCC12,-0.224
C1C2N1CC21C2COC12,-0.2305
C1C2OC3(C12)C1CCC31,-0.225
C1C2OC3(C12)C1COC31,-0.2226
C1CC2C1C21CC2NC12,-0.2226
C1CC2C1C21CC2OC12,-0.2469
C1CN2C1C21CC2NC12,-0.226
C1CN2C1C21CC2OC12,-0.232
C1OC2C1C21CC2NC12,-0.2192
C1OC2C1C21CC2OC12,-0.2319
C1C2CC3(CC4CC34)C12,-0.2435
C1C2CC3(CC4NC34)C12,-0.2225
C1C2CC3(CC4NC34)N12,-0.2281
C1C2CC3(CC4OC34)C12,-0.2419
C1C2CC3(CC4OC34)N12,-0.2366
C1C2CC3(CN4CC34)C12,-0.2276
C1C2CC3(OC4CC34)C12,-0.2308
C1C2N1CC21CC2NC12,-0.2285
C1C2N1CC21CC2OC12,-0.2354
C1C2N1CC21CN2CC12,-0.2286
C1C2NC2C11CC2NC12,-0.2225
C1C2NC2C11CC2OC12,-0.2312
C1C2OC2C11CC2OC12,-0.2524
C1C2OC3(CC4NC34)C12,-0.2263
C1C2OC3(CC4OC34)C12,-0.2371
C1C2OC3(CN4CC34)C12,-0.2352
C1C2CC3(CC=CC3)C12,-0.2346
C1C2CC3(CN=CO3)C12,-0.2434
C1C2N1CC21CC=CC1,-0.2294
C1C2N1CC21CN=CO1,-0.2406
C1C2NC2C11CN=CO1,-0.2387
C1C2OC2C11CC=CC1,-0.2393
C1C2OC2C11CN=CO1,-0.2473
C1C2OC3(CC=CC3)C12,-0.2303
C1C2CC3(CCC3)CC12,-0.2608
C1C2CC3(CCC3)CN12,-0.2232
C1C2CC3(CCC3)OC12,-0.2248
C1C2CC3(CCO3)CC12,-0.2385
C1C2CC3(CCO3)CN12,-0.2207
C1C2CC3(COC3)CC12,-0.2427
C1C2CC3(COC3)CN12,-0.2335
C1C2CC3(COC3)OC12,-0.2374
C1CC2(C1)CC1OC1C2,-0.2531
C1CC2(CC3NC3C2)O1,-0.2364
C1CC2(CC3OC3C2)O1,-0.2437
C1OCC11CC2OC2C1,-0.2432
C1C2CC3(CCC=C3)C12,-0.2317
C1C2CC3(COC=N3)C12,-0.2438
C1C2CC3(OCC=C3)C12,-0.2247
C1C2N1CC21CCC=C1,-0.2251
C1C2N1CC21COC=N1,-0.2372
C1C2N1CC21OCC=C1,-0.2308
C1C2NC2C11CCC=C1,-0.2238
C1C2NC2C11COC=N1,-0.2346
C1C2NC2C11OCC=C1,-0.2195
C1C2OC2C11CCC=C1,-0.2332
C1C2OC2C11COC=N1,-0.2442
C1C2OC2C11OCC=C1,-0.2265
C1C2OC3(CCC=C3)C12,-0.2269
C1C2CC3(CCCC3)C12,-0.2472
C1C2CC3(CCCO3)C12,-0.2345
C1C2CC3(CCOC3)C12,-0.2372
C1C2CC3(CCOC3)N12,-0.2364
C1C2CC3(COCO3)C12,-0.2479
C1C2N1CC21CCCC1,-0.2274
C1C2N1CC21CCCO1,-0.228
C1C2N1CC21CCOC1,-0.2349
C1C2N1CC21COCO1,-0.239
C1C2NC2C11CCCC1,-0.2243
C1C2NC2C11CCCO1,-0.2266
C1C2NC2C11CCOC1,-0.2308
C1C2NC2C11COCO1,-0.2368
