smiles,zpve
COC1CCCC=C1,0.178178
COC1COCC=C1,0.154174
COC1OCCC=C1,0.154556
OCC1CCCC=C1,0.178835
OCC1CCOC=N1,0.144515
OCC1COCC=C1,0.154747
OCC1OCCC=C1,0.155178
CCC1CCCCC1,0.225971
CCC1CCCCO1,0.201949
CCC1CCCOC1,0.202151
CCC1CCOCC1,0.202202
CCC1CCOCO1,0.178415
CCC1COCCO1,0.17817
CCC1COCOC1,0.1787
CCC1OCCCO1,0.178231
COC1CCCCC1,0.20201
COC1CCCCO1,0.178305
COC1CCCOC1,0.178167
COC1CCOCC1,0.178217
COC1COCCO1,0.154413
COC1COCOC1,0.154648
OCC1CCCCC1,0.202521
OCC1CCCCO1,0.179162
OCC1CCCOC1,0.17873
OCC1CCOCC1,0.178759
OCC1CCOCO1,0.15557
OCC1COCCO1,0.155299
OCC1COCOC1,0.15523
OCC1OCCCO1,0.1544
C#CC(C#C)C1CC1,0.127845
C#CC(C#C)C1CN1,0.116887
C#CC(C#C)C1CO1,0.103913
C#CC(C#C)N1CC1,0.115815
C#CC(C#N)C1CC1,0.117557
C#CC(C#N)C1CN1,0.106455
C#CC(C#N)C1CO1,0.093572
C#CC(C#N)N1CC1,0.105546
N#CC(C#N)C1CC1,0.107213
N#CC(C#N)N1CC1,0.095025
O=CC(C#C)C1CC1,0.127805
O=CC(C#C)C1CN1,0.116854
O=CC(C#C)C1CO1,0.103829
O=CC(C#C)N1CC1,0.116017
O=CC(C#N)C1CC1,0.117469
O=CC(C#N)C1CN1,0.106321
O=CC(C#N)C1CO1,0.093363
O=CC(C#N)N1CC1,0.10555
N=CN(C=O)C1CC1,0.130719
O=CC(C=O)C1CC1,0.127669
O=CC(C=O)C1CN1,0.116541
O=CC(C=O)C1CO1,0.103592
O=CC(C=O)N1CC1,0.115832
O=CN(C=O)C1CC1,0.118305
CN=C(C#N)N1CC1,0.118158
CN=C(C=O)N1CC1,0.128465
CCC(C#C)C1CC1,0.17529
CCC(C#C)C1CO1,0.151452
CCC(C#C)N1CC1,0.163402
CCC(C#N)C1CC1,0.165135
CCC(C#N)C1CN1,0.154024
CCC(C#N)C1CO1,0.141188
CCC(C#N)N1CC1,0.153151
CNC(C#N)C1CC1,0.153876
CNC(C#N)C1CN1,0.14322
CNC(C#N)C1CO1,0.13006
COC(C#C)C1CC1,0.151339
COC(C#C)C1CN1,0.140098
COC(C#C)C1CO1,0.127332
COC(C#N)C1CC1,0.14102
COC(C#N)C1CN1,0.130195
COC(C#N)C1CO1,0.116924
NCC(C#N)N1CC1,0.142626
OCC(C#C)C1CC1,0.152295
OCC(C#C)C1CN1,0.141299
OCC(C#C)C1CO1,0.127967
OCC(C#C)N1CC1,0.140536
OCC(C#N)C1CC1,0.141955
OCC(C#N)C1CN1,0.13076
OCC(C#N)C1CO1,0.1179
OCC(C#N)N1CC1,0.130179
CCC(C=O)C1CC1,0.175078
CCC(C=O)C1CN1,0.164151
CCC(C=O)C1CO1,0.151402
CCC(C=O)N1CC1,0.163489
CCN(C=O)C1CC1,0.164921
COC(C=O)C1CC1,0.151127
COC(C=O)C1CN1,0.14044
COC(C=O)C1CO1,0.12728
OCC(C=O)C1CC1,0.151872
OCC(C=O)C1CN1,0.140675
OCC(C=O)C1CO1,0.127933
OCC(C=O)N1CC1,0.140353
CCC(CC)C1CC1,0.222683
CCC(CC)C1CO1,0.198781
CCC(CO)C1CC1,0.199594
CCC(CO)C1CO1,0.175931
CCC(CO)N1CC1,0.187823
CCC(OC)C1CC1,0.198803
CCC(OC)C1CN1,0.187775
CCC(OC)C1CO1,0.174968
COC(CO)C1CC1,0.175897
COC(CO)C1CN1,0.164096
COC(CO)C1CO1,0.151824
OCC(CO)C1CC1,0.175779
OCC(CO)C1CN1,0.165618
OCC(CO)C1CO1,0.152348
OCC(CO)N1CC1,0.16579
C#CC#CCC1CC1,0.128913
C#CC#CCC1CN1,0.117799
C#CC#CCC1CO1,0.104927
C#CC#CCN1CC1,0.117303
N#CC#CCC1CC1,0.118846
N#CC#CCC1CN1,0.107646
N#CC#CCC1CO1,0.094798
N#CC#CCN1CC1,0.106979
C#CCC#CC1CC1,0.128654
C#CCC#CC1CN1,0.117505
C#CCC#CC1CO1,0.104552
N#CCC#CC1CC1,0.118404
N#CCC#CC1CN1,0.10723
N#CCC#CC1CO1,0.094285
C#CCCCC1CC1,0.175615
C#CCCCC1CO1,0.15169
C#CCCCN1CC1,0.163951
C#CCCOC1CC1,0.151484
C#CCOCC1CC1,0.151456
C#CCOCC1CN1,0.140366
C#CCOCC1CO1,0.127428
N#CCCCC1CC1,0.165468
N#CCCCC1CO1,0.141521
N#CCCCN1CC1,0.153783
N#CCCOC1CC1,0.141217
N#CCNCC1CC1,0.154261
N#CCNCC1CN1,0.142982
N#CCNCC1CO1,0.130263
N#CCOCC1CC1,0.141196
N#CCOCC1CN1,0.130075
N#CCOCC1CO1,0.117148
O=CC#CCC1CC1,0.128815
O=CC#CCC1CN1,0.117629
O=CC#CCC1CO1,0.104774
O=CC#CCN1CC1,0.116979
O=CCC#CC1CC1,0.128393
O=CCC#CC1CN1,0.117262
O=CCC#CC1CO1,0.104301
O=CNC=NC1CC1,0.130523
O=COC=NC1CC1,0.117263
N=COCCC1CO1,0.140877
O=CCCCC1CC1,0.17553
O=CCCCC1CO1,0.151609
O=CCCCN1CC1,0.163808
O=CCCOC1CC1,0.151226
O=CCOCC1CC1,0.151124
O=CCOCC1CN1,0.139952
O=CCOCC1CO1,0.12707
O=CNCCC1CC1,0.165667
O=CNCCC1CO1,0.141661
O=CNCCN1CC1,0.153821
O=COCCC1CC1,0.152874
O=COCCC1CO1,0.128833
O=COCCN1CC1,0.141283
CC#CC#CC1CC1,0.129238
CC#CC#CC1CN1,0.118017
CC#CC#CC1CO1,0.104981
CC#CCCC1CC1,0.175627
CC#CCCC1CO1,0.151689
CC#CCCN1CC1,0.163923
CC#CCOC1CC1,0.151233
CN=COCC1CC1,0.163948
CN=COCC1CN1,0.152709
CN=COCC1CO1,0.14024
CCC#CCC1CC1,0.176044
CCC#CCC1CN1,0.164901
CCC#CCC1CO1,0.152044
CCC#CCN1CC1,0.164564
OCC#CCC1CC1,0.152329
OCC#CCC1CN1,0.141489
OCC#CCC1CO1,0.12863
OCC#CCN1CC1,0.141072
CCN=COC1CC1,0.163813
COC=NCC1CC1,0.16414
COC=NCC1CN1,0.153129
COC=NCC1CO1,0.140135
CCCC#CC1CC1,0.176087
CCCC#CC1CN1,0.165022
CCCC#CC1CO1,0.151988
COCC#CC1CC1,0.152118
COCC#CC1CN1,0.140989
COCC#CC1CO1,0.127981
OCCC#CC1CC1,0.152657
OCCC#CC1CN1,0.141553
OCCC#CC1CO1,0.128546
CCOC=NC1CC1,0.163732
CCCCCC1CC1,0.222891
CCCCCC1CO1,0.198936
CCCCCN1CC1,0.211189
CCCCOC1CC1,0.198654
CCCOCC1CC1,0.199038
CCCOCC1CN1,0.187836
CCCOCC1CO1,0.174995
CCOCCC1CC1,0.199
CCOCCC1CO1,0.175136
CCOCCN1CC1,0.187451
COCCCC1CC1,0.19916
COCCCC1CO1,0.175173
COCCCN1CC1,0.187388
COCCOC1CC1,0.174949
OCCCCC1CC1,0.199491
OCCCCC1CO1,0.175542
OCCCCN1CC1,0.187789
OCCCOC1CC1,0.175206
OCCOCC1CC1,0.176219
OCCOCC1CN1,0.165613
OCCOCC1CO1,0.152158
CC1C(C#C)C1C#C,0.12757
CC1C(C#C)C1C#N,0.117402
CC1C(C#N)C1C#N,0.107037
CN1C(C#C)C1C#C,0.115625
CN1C(C#C)C1C#N,0.105401
CN1C(C#N)C1C#N,0.094967
NC1C(C#C)C1C#N,0.106481
NC1C(C#N)C1C#N,0.095993
OC1C(C#C)C1C#C,0.103602
OC1C(C#C)C1C#N,0.09364
OC1C(C#N)C1C#N,0.083031
CC1C(C#C)N1C=O,0.11639
CC1C(C#N)N1C=O,0.105996
CC1C(C=O)C1C#C,0.127962
CC1C(C=O)C1C#N,0.117621
CN1C(C=O)C1C#C,0.11589
CN1C(C=O)C1C#N,0.105525
OC1C(C=O)C1C#C,0.103945
OC1C(C=O)C1C#N,0.093818
CC1C(C=O)C1C=O,0.128125
CC1C(C=O)N1C=O,0.116607
CN1C(C=O)C1C=O,0.115851
OC1C(C=O)C1C=O,0.104527
CC1C(CO)C1C#C,0.152035
CC1C(CO)C1C#N,0.141713
CCC1C(C#C)N1C,0.163148
CCC1C(C#N)N1C,0.152975
CCC1C(C)C1C#C,0.175032
CCC1C(C)C1C#N,0.164941
CCC1C(O)C1C#C,0.151346
CCC1C(O)C1C#N,0.141225
CCN1C(C)C1C#C,0.163033
CCN1C(C)C1C#N,0.152778
CN1C(CO)C1C#C,0.139876
CN1C(CO)C1C#N,0.129578
CNC1C(N)C1C#N,0.142464
CNC1C(O)C1C#N,0.129956
COC1C(C)C1C#C,0.151047
COC1C(C)C1C#N,0.140811
COC1C(N)C1C#N,0.129841
COC1C(O)C1C#C,0.127294
COC1C(O)C1C#N,0.117371
NC1C(CO)C1C#N,0.130712
OCC1C(O)C1C#C,0.128839
OCC1C(O)C1C#N,0.118304
CC1C(CO)C1C=O,0.152178
CC1C(CO)N1C=O,0.140473
CCC1C(C)C1C=O,0.175382
CCC1C(C)N1C=O,0.163894
CCC1C(C=O)N1C,0.16362
CCC1C(O)C1C=O,0.151868
CCN1C(C)C1C=O,0.163437
CN1C(CO)C1C=O,0.140184
COC1C(C)C1C=O,0.151353
COC1C(O)C1C=O,0.1278
OCC1C(O)C1C=O,0.128804
CC1C(CO)C1CO,0.175857
CCC1C(C)C1CC,0.222433
CCC1C(C)C1CO,0.19889
CCC1C(C)C1OC,0.198518
CCC1C(C)N1CC,0.210331
CCC1C(CC)N1C,0.210464
CCC1C(CO)N1C,0.186909
CCC1C(O)C1CC,0.198828
CCC1C(O)C1CO,0.176637
CCC1C(O)C1OC,0.175259
CCN1C(C)C1CO,0.187093
CN1C(CO)C1CO,0.163853
COC1C(C)C1CO,0.175878
COC1C(C)C1OC,0.174487
COC1C(O)C1CO,0.152613
COC1C(O)C1OC,0.151456
OCC1C(O)C1CO,0.153888
C#CC1CC1CC#N,0.117845
C#CC1CN1CC#N,0.105807
C#CC1NC1CC#N,0.106441
C#CC1OC1CC#N,0.093544
C#CCC1CC1C#C,0.128045
C#CCC1CC1C#N,0.117887
C#CCC1NC1C#C,0.11667
C#CCC1NC1C#N,0.106349
C#CCC1OC1C#C,0.103791
C#CCC1OC1C#N,0.093415
C#CCN1CC1C#C,0.116129
C#CCN1CC1C#N,0.105896
N#CCC1CC1C#N,0.107633
N#CCC1NC1C#N,0.096056
N#CCC1OC1C#N,0.083101
N#CCN1CC1C#N,0.095467
O=CC1CC1CC#C,0.128238
O=CC1CC1CC#N,0.117993
O=CC1CN1CC#C,0.116393
O=CC1CN1CC#N,0.105832
O=CC1NC1CC#C,0.116733
O=CC1NC1CC#N,0.106459
O=CC1OC1CC#C,0.1038
O=CC1OC1CC#N,0.093486
O=CN1CC1CC#C,0.116993
O=CN1CC1CC#N,0.106709
N=COC1CC1C#C,0.117005
N=COC1CC1C#N,0.106642
O=CCC1CC1C#C,0.127914
O=CCC1CC1C#N,0.117695
O=CCC1NC1C#C,0.116623
O=CCC1NC1C#N,0.106256
O=CCC1OC1C#C,0.10374
O=CCC1OC1C#N,0.093315
O=CCN1CC1C#C,0.115802
O=CCN1CC1C#N,0.105512
O=CNC1CC1C#C,0.117552
O=CNC1CC1C#N,0.107263
O=COC1CC1C#C,0.104783
O=COC1CC1C#N,0.094326
N=COC1CC1C=O,0.117012
O=CCC1CC1C=O,0.127961
O=CCC1CN1C=O,0.116823
O=CCC1NC1C=O,0.116635
O=CCC1OC1C=O,0.10392
O=CCN1CC1C=O,0.115861
O=CNC1CC1C=O,0.117672
O=COC1CC1C=O,0.104667
CC#CC1CC1C#C,0.127984
CC#CC1CC1C#N,0.117782
CC#CC1NC1C#C,0.116536
CC#CC1NC1C#N,0.106222
CC#CC1OC1C#C,0.103668
CC#CC1OC1C#N,0.093308
CC#CC1CC1C=O,0.128177
CC#CC1CN1C=O,0.116904
CC#CC1NC1C=O,0.116658
CC#CC1OC1C=O,0.103787
CN=CN1CC1C#N,0.118146
CC#CC1CC1CO,0.151933
CC#CC1NC1CO,0.141081
CC#CC1OC1CO,0.128067
CCC1CC1C#CC,0.175319
CCC1NC1C#CC,0.164015
CCC1OC1C#CC,0.151158
CCN1CC1C#CC,0.16344
COC1CC1C#CC,0.15126
CCC1CC1CC#C,0.175339
CCC1CC1CC#N,0.165168
CCC1CN1CC#C,0.163555
CCC1CN1CC#N,0.153136
CCC1NC1CC#N,0.15381
CCC1OC1CC#C,0.151094
CCC1OC1CC#N,0.140875
CCN1CC1CC#C,0.163374
CCN1CC1CC#N,0.153231
COC1CC1CC#C,0.151304
COC1CC1CC#N,0.141126
OCC1CC1CC#C,0.15186
OCC1CC1CC#N,0.141667
OCC1CN1CC#C,0.140033
OCC1CN1CC#N,0.130172
OCC1NC1CC#C,0.141134
OCC1NC1CC#N,0.130866
OCC1OC1CC#C,0.128057
OCC1OC1CC#N,0.117736
CCC1CC1CC=O,0.175268
CCC1CC1NC=O,0.164973
CCC1CC1OC=O,0.152019
CCC1CN1CC=O,0.163192
CCC1NC1CC=O,0.163972
CCC1OC1CC=O,0.151117
CCN1CC1CC=O,0.163232
COC1CC1CC=O,0.15125
COC1CC1NC=O,0.141084
COC1CC1OC=N,0.140301
COC1CC1OC=O,0.12805
OCC1CC1CC=O,0.151682
OCC1CC1NC=O,0.141659
OCC1CC1OC=N,0.140755
OCC1CC1OC=O,0.129062
OCC1CN1CC=O,0.139673
OCC1NC1CC=O,0.141003
OCC1OC1CC=O,0.127849
CCCC1CC1C#C,0.175378
CCCC1CC1C#N,0.165255
CCCC1NC1C#C,0.16408
CCCC1NC1C#N,0.153787
CCCC1OC1C#C,0.151198
CCCC1OC1C#N,0.140854
CCCN1CC1C#C,0.163602
CCCN1CC1C#N,0.15337
CCOC1CC1C#C,0.151312
CCOC1CC1C#N,0.141103
COCC1CC1C#C,0.15159
COCC1CC1C#N,0.141461
COCC1NC1C#C,0.140226
COCC1NC1C#N,0.129868
COCC1OC1C#C,0.127321
COCC1OC1C#N,0.11694
OCCC1CC1C#C,0.151951
OCCC1CC1C#N,0.141773
OCCC1NC1C#C,0.140822
OCCC1NC1C#N,0.130511
OCCC1OC1C#C,0.127804
OCCC1OC1C#N,0.11756
OCCN1CC1C#C,0.140683
OCCN1CC1C#N,0.130304
CCCC1CC1C=O,0.175633
CCCC1CN1C=O,0.164463
CCCC1NC1C=O,0.164228
CCCC1OC1C=O,0.151248
CCCN1CC1C=O,0.163585
CCOC1CC1C=O,0.151465
COCC1CC1C=O,0.151746
COCC1CN1C=O,0.140639
COCC1NC1C=O,0.140465
COCC1OC1C=O,0.127245
OCCC1CC1C=O,0.152184
OCCC1CN1C=O,0.140985
OCCC1NC1C=O,0.140903
OCCC1OC1C=O,0.127914
OCCN1CC1C=O,0.140794
CCC1CC1CCO,0.199295
CCC1CC1COC,0.198853
CCC1CN1CCO,0.187848
CCC1NC1COC,0.187545
CCC1OC1CCO,0.175237
CCC1OC1COC,0.174518
CCCC1CC1CC,0.222675
CCCC1CC1CO,0.199222
CCCC1CC1OC,0.198595
CCCC1CN1CC,0.210818
CCCC1NC1CO,0.188493
CCCC1OC1CC,0.198615
CCCC1OC1CO,0.1755
CCCN1CC1CO,0.18752
CCN1CC1CCO,0.18748
CCN1CC1COC,0.187219
CCOC1CC1CC,0.198484
CCOC1CC1CO,0.175819
CCOC1CC1OC,0.174313
COC1CC1CCO,0.175209
COCC1CC1CO,0.175372
COCC1CC1OC,0.174848
COCC1NC1CO,0.164626
COCC1OC1CO,0.151479
OCCC1CC1CO,0.175844
OCCC1NC1CO,0.165036
OCCC1OC1CO,0.152107
OCCN1CC1CO,0.164747
O=C1C=CCC1C#C,0.106742
O=C1C=CCC1C#N,0.096537
[NH2+]=C1NC=C[C-]1C#N,0.098282
N=C1NC=NC1C#C,0.095961
O=C1CC=CC1C#C,0.105948
O=C1CC=CC1C#N,0.095694
O=C1NC=CC1C#C,0.09524
O=C1NC=NC1C#C,0.084028
O=C1OC=NC1C#C,0.071644
N=C1OCC=C1C#C,0.095668
N=C1OCC=C1C#N,0.085346
O=C1CCC=C1C#C,0.106621
O=C1CCC=C1C#N,0.09636
O=C1NCC=C1C#C,0.095607
O=C1NCC=C1C#N,0.085396
O=C1OCC=C1C#C,0.083524
O=C1OCC=C1C#N,0.073217
N=C1OCCC1C#C,0.119582
N=C1OCCC1C#N,0.10924
N=C1OCOC1C#C,0.095425
N=C1OCOC1C#N,0.084935
O=C1CCCC1C#C,0.130123
O=C1CCCC1C#N,0.119844
O=C1CCNC1C#C,0.118817
O=C1CCNC1C#N,0.108418
O=C1CCOC1C#C,0.106078
O=C1CCOC1C#N,0.095641
O=C1CNCC1C#C,0.118906
O=C1CNCC1C#N,0.108635
O=C1COCC1C#C,0.106092
O=C1COCC1C#N,0.09581
O=C1NCCC1C#C,0.119882
O=C1NCCC1C#N,0.109612
O=C1OCCC1C#C,0.107444
O=C1OCCC1C#N,0.097106
O=C1OCOC1C#C,0.083264
O=C1OCOC1C#N,0.072754
N=C1OCC=C1C=O,0.095932
O=CC1=CCCC1=O,0.10666
O=CC1=CCNC1=O,0.095701
O=CC1=CCOC1=O,0.083572
N=C1CC=CN1C=O,0.108329
N=C1CN=CN1C=O,0.096883
N=C1NC=NC1C=O,0.09603
N=CN1C=CCC1=O,0.108691
N=CN1C=NCC1=N,0.109762
N=CN1C=NCC1=O,0.097337
O=CC1C=CNC1=O,0.095274
O=CC1N=CNC1=O,0.083846
O=CN1C=CCC1=O,0.096147
O=CN1C=NCC1=O,0.084724
N=C1C=CCN1C=O,0.10855
N=CN1CC=CC1=O,0.108549
O=CC1CC=CC1=O,0.107015
O=CN1CC=CC1=O,0.096204
N=C1CCCN1C=O,0.132909
N=C1NCCN1C=O,0.121198
N=C1OCCC1C=O,0.119687
N=C1OCCN1C=O,0.108574
N=C1OCOC1C=O,0.09541
N=CN1CCCC1=O,0.132345
N=CN1CCNC1=O,0.121499
N=CN1CCOC1=N,0.121499
N=CN1CCOC1=O,0.108874
O=CC1CCNC1=O,0.119944
O=CC1CCOC1=O,0.107409
O=C[C-]1[NH2+]CCC1=O,0.12026
O=CC1OCCC1=O,0.106074
O=CC1OCOC1=O,0.08317
O=CN1CCCC1=O,0.11993
O=CN1CCNC1=O,0.109155
O=CN1CCOC1=O,0.096564
CC1=C(CCC1)C#C,0.153292
CC1=C(CCC1)C#N,0.143221
CC1=C(COC1)C#C,0.129014
CC1=C(COC1)C#N,0.118861
CC1=C(CCC1)C=O,0.15374
CC1=C(CCN1)C=O,0.142827
CC1=C(COC1)C=O,0.129349
NC1=C(CCC1)C=O,0.143114
NC1=C(COC1)C=O,0.118814
CC1=CCCC1C#C,0.153276
CC1=CCCC1C#N,0.143112
CC1=CCNC1C#N,0.131354
CC1=CCOC1C#C,0.129
CC1=CCOC1C#N,0.118746
CC1=CCCC1C=O,0.153257
CC1=CCCN1C=O,0.142954
CC1=CCOC1C=O,0.128926
CC1=NCCN1C=O,0.13147
NC1=NCCN1C=O,0.121208
CC1C=CCC1C#C,0.153629
CC1C=CCC1C#N,0.143462
CC1N=CNC1C#N,0.120609
CC1N=COC1C#C,0.118412
CC1N=COC1C#N,0.108053
CN1C=NCC1C#N,0.120336
OC1C=CCC1C#C,0.130311
OC1C=CCC1C#N,0.120017
CC1C=CCC1C=O,0.153494
CC1C=CCN1C=O,0.142844
CC1N=COC1C=O,0.118549
OC1C=CCC1C=O,0.130408
CC1CC=CC1C#C,0.15352
CC1CC=CC1C#N,0.143404
CC1NC=NC1C#N,0.120667
CC1OC=NC1C#C,0.118492
CC1OC=NC1C#N,0.108183
CN1CC=CC1C#N,0.131012
OC1CC=CC1C#C,0.130052
OC1CC=CC1C#N,0.119701
CC1CC=CC1C=O,0.153687
CC1CC=CN1C=O,0.143009
CC1CN=CN1C=O,0.131673
CC1OC=NC1C=O,0.118415
CN1CC=CC1C=O,0.141243
OC1CC=CC1C=O,0.130136
CC1CCC=C1C#C,0.153576
CC1CCC=C1C#N,0.143462
CC1OCC=C1C#C,0.129226
CC1OCC=C1C#N,0.119014
CN1CCN=C1C#N,0.120283
OC1CCC=C1C#C,0.130043
OC1CCC=C1C#N,0.119896
CC1CCC=C1C=O,0.15408
CC1CNC=C1C=O,0.143227
CC1OCC=C1C=O,0.129615
CN1CCN=C1C=O,0.131191
OC1CCC=C1C=O,0.130974
OC1CNC=C1C=O,0.120038
CC1CCCC1C#C,0.177434
CC1CCCC1C#N,0.167267
CC1CCNC1C#N,0.155592
CC1CCOC1C#C,0.153356
CC1CCOC1C#N,0.143098
CC1COCC1C#C,0.153844
CC1COCC1C#N,0.143527
CC1OCCC1C#C,0.153352
CC1OCCC1C#N,0.143277
CC1OCOC1C#C,0.129328
CC1OCOC1C#N,0.118998
CN1CCCC1C#N,0.155484
NC1CCNC1C#N,0.144901
NC1CCOC1C#N,0.132346
NC1COCC1C#N,0.132692
OC1CCCC1C#C,0.154118
OC1CCCC1C#N,0.14385
OC1CCNC1C#N,0.132379
OC1CCOC1C#C,0.129986
OC1CCOC1C#N,0.119668
OC1COCC1C#C,0.130203
OC1COCC1C#N,0.120091
CC1CCCC1C=O,0.177493
CC1CCCN1C=O,0.167009
CC1CCOC1C=O,0.153522
CC1COCC1C=O,0.153427
CC1OCCC1C=O,0.153497
CC1OCOC1C=O,0.129369
OC1CCCC1C=O,0.153984
OC1CCOC1C=O,0.1304
OC1COCC1C=O,0.12985
CN=C1NC=CC1=O,0.107255
CN=C1CN=CN1C,0.142372
CN=C1NC=NC1C,0.14241
CN=C1OCC=C1C,0.141599
CN=C1NCCC1=O,0.130833
CN=C1OCCC1=O,0.118397
CN=C1OCOC1=N,0.107269
CN=C1OCOC1=O,0.095297
CN=C1OCCC1C,0.165912
CN=C1OCCC1O,0.14261
CN=C1OCOC1C,0.141718
CC1=C(CO)CCC1,0.176888
CC1=C(CO)COC1,0.152535
CCC1=C(C)CCC1,0.200505
CCC1=C(C)COC1,0.176343
CCC1=CCCC1=O,0.154126
CCC1=CCNC1=O,0.143123
CCC1=CCOC1=N,0.143267
CCC1=CCOC1=O,0.131093
CNC1=NCCC1=O,0.131159
OCC1=CCCC1=O,0.130416
OCC1=CCNC1=O,0.119316
OCC1=CCOC1=N,0.119474
OCC1=CCOC1=O,0.107277
CC1CCC=C1CO,0.1771
CC1OCC=C1CO,0.152805
CCC1=CCCC1C,0.20088
CCC1=CCCC1O,0.177344
CCC1=CCOC1C,0.176525
OCC1=CCCC1O,0.153805
CCC1C=CCC1=O,0.153468
CCC1C=CNC1=O,0.142785
CCC1N=CNC1=N,0.143616
CCC1N=CNC1=O,0.131654
CCC1N=COC1=O,0.119262
CCN1C=CCC1=O,0.142524
CCN1C=NCC1=N,0.143879
CCN1C=NCC1=O,0.131518
COC1C=CCC1=O,0.129335
COC1C=CNC1=O,0.118613
OCC1C=CCC1=O,0.130022
OCC1C=CNC1=O,0.119321
OCC1N=CNC1=N,0.120703
OCC1N=CNC1=O,0.108678
OCC1N=COC1=O,0.096183
CC1CC=CC1CO,0.177626
CC1OC=NC1CO,0.143067
CCC1C=CCC1C,0.201162
CCC1C=CCC1O,0.177397
CCC1N=COC1C,0.166012
COC1C=CCC1C,0.176965
COC1C=CCC1O,0.15382
OCC1C=CCC1O,0.15412
CCC1CC=CC1=O,0.15432
CCN1CC=CC1=O,0.143135
COC1CC=CC1=O,0.13038
OCC1CC=CC1=O,0.13166
CC1C=CCC1CO,0.177735
CC1N=COC1CO,0.142978
CCC1CC=CC1C,0.200959
CCC1CC=CC1O,0.17762
CCC1OC=NC1C,0.166041
COC1CC=CC1C,0.176994
COC1CC=CC1O,0.154025
COC1OC=NC1C,0.142304
OCC1CC=CC1O,0.154251
CC1=CCCC1CO,0.177345
CC1=CCOC1CO,0.153529
CCC1CCC=C1C,0.200694
CCC1OCC=C1C,0.176282
COC1CCC=C1C,0.17668
COC1OCC=C1C,0.152841
CCC1CCCC1=O,0.177505
CCC1CCNC1=O,0.167307
CCC1CCOC1=N,0.167018
CCC1CCOC1=O,0.154859
CCC1COCC1=O,0.153602
CCC1OCCC1=O,0.153402
CCC1OCOC1=N,0.142697
CCC1OCOC1=O,0.130476
CCN1CCCC1=O,0.167113
CCN1CCNC1=O,0.156157
CCN1CCOC1=O,0.143578
CNC1CCOC1=O,0.143741
COC1CCCC1=O,0.153499
COC1CCNC1=O,0.143407
COC1CCOC1=N,0.143119
COC1CCOC1=O,0.130927
COC1CNCC1=O,0.142404
COC1COCC1=O,0.129572
COC1OCCC1=O,0.129819
OCC1CCCC1=O,0.154807
OCC1CCNC1=O,0.144708
OCC1CCOC1=N,0.1444
OCC1CCOC1=O,0.132181
OCC1COCC1=O,0.130794
OCC1NCCC1=O,0.143562
OCC1OCCC1=O,0.130431
OCC1OCOC1=N,0.119614
OCC1OCOC1=O,0.10736
CC1CCCC1CO,0.20145
CC1CCOC1CO,0.177733
CC1COCC1CO,0.177652
CC1OCCC1CO,0.177333
CC1OCOC1CO,0.154141
CCC1CCCC1C,0.224805
CCC1CCCC1O,0.201154
CCC1CCOC1C,0.200783
CCC1COCC1C,0.201281
CCC1COCC1O,0.177104
CCC1OCCC1C,0.200827
CCC1OCCC1O,0.177125
CCC1OCOC1C,0.177058
COC1CCCC1C,0.200734
COC1CCCC1O,0.177023
COC1CCOC1C,0.176647
COC1COCC1C,0.176774
COC1COCC1O,0.154199
COC1OCCC1C,0.177308
COC1OCCC1O,0.154073
OCC1CCCC1O,0.177719
OCC1COCC1O,0.153695
OCC1OCCC1O,0.154336
O=C(CC#C)C1CC1,0.12814
O=C(CC#C)C1CN1,0.117101
O=C(CC#C)C1CO1,0.104165
O=C(CC#C)N1CC1,0.117079
O=C(CC#N)C1CC1,0.117906
O=C(CC#N)C1CN1,0.106819
O=C(CC#N)C1CO1,0.09387
O=C(CC#N)N1CC1,0.106752
N=C(NC=O)C1CC1,0.131437
N=C(NC=O)C1CN1,0.119557
N=C(NC=O)C1CO1,0.107527
N=C(NC=O)N1CC1,0.119694
N=C(OC=O)C1CC1,0.117782
N=C(OC=O)C1CN1,0.106906
N=C(OC=O)C1CO1,0.093902
N=CNC(=O)C1CC1,0.131532
N=CNC(=O)C1CN1,0.120439
N=CNC(=O)C1CO1,0.107169
N=CNC(=O)N1CC1,0.119771
N=COC(=O)C1CC1,0.118424
N=COC(=O)C1CN1,0.107275
N=COC(=O)C1CO1,0.094112
N=COC(=O)N1CC1,0.106808
O=CCC(=O)C1CC1,0.12838
O=CCC(=O)C1CN1,0.117249
O=CCC(=O)C1CO1,0.104671
O=CCC(=O)N1CC1,0.116907
O=CNC(=O)C1CC1,0.11854
O=CNC(=O)C1CN1,0.107516
O=CNC(=O)C1CO1,0.094217
O=CNC(=O)N1CC1,0.106911
CC#CC(=O)C1CC1,0.128587
CC#CC(=O)C1CN1,0.117575
CC#CC(=O)C1CO1,0.104443
CC#CC(=O)N1CC1,0.117127
CC#CC(C)C1CC1,0.175225
CC#CC(C)C1CO1,0.151301
CC#CC(C)N1CC1,0.163535
CC#CC(O)C1CC1,0.151565
CC#CC(O)C1CN1,0.140709
CC#CC(O)C1CO1,0.128217
CC(CC#C)C1CC1,0.175169
CC(CC#C)C1CO1,0.151227
CC(CC#C)N1CC1,0.163348
CC(CC#N)C1CC1,0.164999
CC(CC#N)C1CN1,0.153787
CC(CC#N)C1CO1,0.141049
CC(CC#N)N1CC1,0.153205
CN(CC#N)C1CC1,0.153357
