smiles,density,hof,density_score,hof_score,density_ood,density_train,density_iid,hof_ood,hof_train,hof_iid
CC(=O)ON(C(=O)c1ccccc1O)c1ccccc1,1.3882193759771,-103.49383528244,8.222496450687135,1.0041481593695596,0,1,0,0,1,0
Oc1ccccc1C=Nc1ccc(cc1)N(=O)=O,1.3974164385175,-11.565234023699,8.157470299178826,1.0049304912586896,0,1,0,0,1,0
CC=CC(=O)NO,1.2426465864881,-50.115957236221,4.906182473115033,1.0040208535843604,0,1,0,0,1,0
CC1=C(C)C1(C)C(C#N)(C#N)c1ccc(cc1)N(=O)=O,1.3137018627787,100.02257471625,7.229939653587952,1.0011542649313137,0,1,0,0,1,0
COC(=O)C1=C(c2ccc(C)cc2)C2=C(OC(=C2C1c1ccccc1)C)c1ccc(cc1)N(=O)=O,1.3631368501832,-82.021819054742,8.17930657121757,1.003672480167053,0,1,0,0,1,0
CC(C)(C)OC(=O)CN(c1ccccc1)c1ccc(c(Nc2ccccc2)n1)N(=O)=O,1.3418244242032,-80.248320120745,7.894880819860696,1.0036397592205433,0,1,0,0,1,0
CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(c(Nc2ccccc2)n1)N(=O)=O,1.3655263300173,-75.049937820228,8.197388990928117,1.0037963949720463,0,0,1,0,1,0
CC(C)C1C(OC(=O)c2ccc(cc2)N(=O)=O)C(=O)C=C1C,1.3596271489214,-142.59979942484,8.14752868193938,1.0033304429523613,0,1,0,0,1,0
O=N(=O)C1(C2CC3CC(C2)CC1C3)N(=O)=O,1.4667930078535,-55.265506665563,6.583347213984861,1.0047294820612813,0,1,0,0,1,0
O=N(=O)c1ccc(OCCN2CCN(CC2)c2ccccn2)cc1,1.3368454174497,-16.289520239151,7.798708117294501,1.0049357975515898,0,1,0,0,1,0
COc1ccc(CON2CC(C2=O)C2(O)CCC(O)C3OC23)cc1,1.3803788768264,-164.89323496771,8.243956997737758,1.001483150750063,0,1,0,0,1,0
ON=C1CCCC1Cc1ccc(CC(O)=O)cc1,1.2752877069585,-105.11763379363,6.004441101269415,1.004108271972058,0,1,0,0,1,0
Nc1ccccc1c1ccc(cc1)N(=O)=O,1.3601642920501,17.57739363429,8.152791456909998,1.0039264158055834,0,1,0,0,1,0
O=C(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,1.8880111240765,-147.77957805849,1.1281566166251693,1.002686609134257,1,0,0,0,1,0
O=N(=O)NC1=NC(=NN1)N(=O)=O,1.7587965689829,46.459183959332,1.4176295666331233,1.001964231289216,1,0,0,0,1,0
[O-][N+](=[N+]([O-])c1ccccc1)c1ccccc1,1.3637989198653,65.242376016671,8.18460665946581,1.0016398111800495,0,1,0,0,1,0
CCC1(CC)C2=CC=C(N2)C2(CCCCC2)C2=CC=C(N2)C(CC)(CC)C2=CC=C(N2)C(C)(C2=CC=C1N2)c1ccc(cc1)N(=O)=O,1.2703373433101,-30.335357167477,5.835883012674637,1.0039667593130566,0,1,0,0,1,0
CC(C)CC(NC(=O)OCc1ccccc1)C(=O)Oc1ccc(cc1)N(=O)=O,1.3498868793357,-198.75254778354,8.027658140807327,1.0007834558279107,0,1,0,1,0,0
ON=C1CCCCCCCCCCC1,1.1078651366761,-59.943141047701,1.9807971800997948,1.0052862300056769,1,0,0,0,1,0
CC1=C(N(Cc2ccccc2)C(=N)C1(O)c1ccc(cc1)N(=O)=O)c1ccccc1,1.3414869855376,16.427010318447,7.888694865418625,1.0028655489276679,0,1,0,0,1,0
CC(C)OC(=O)C1(Cc2ccc(cc2)N(=O)=O)N=C(OC1=NC1CCCCC1)c1ccccc1,1.324168891973,-154.11285195428,7.50977046828357,1.0029342786304156,0,1,0,0,1,0
O=N(=O)c1cccc2CNc3c4ccccc4ccc3c12,1.4022434029874,41.897276728684,8.10665243129482,1.0015736285630545,0,1,0,0,1,0
O=C(Nc1ccc(cc1)N(=O)=O)c1ccc2ccccc2n1,1.4306330156187,-13.581640529803,7.599830402622592,1.0053361033385086,0,1,0,0,1,0
NC(=O)C1CCN(Cc2ccccc2)O1,1.2780520286171,-40.956533129604,6.098259348466292,1.004850299783318,0,0,1,0,1,0
CC(=O)Nc1ccccc1N(=O)=O,1.4213910273151,-52.290665696883,7.800611986618233,1.0067166518772706,0,1,0,0,1,0
COc1ccc(Oc2ccc(cc2N(=O)=O)C2=C(N(C)C(=N2)C)N(=O)=O)cc1,1.4633899309869,-45.1830342309,6.689854555990597,1.005124225789392,0,1,0,0,1,0
CN1C(=NC(=C1N(=O)=O)c1ccc(Oc2ccc(C)cc2)c(c1)N(=O)=O)C,1.4369108046466,-17.464572680897,7.446774312972216,1.0044341521180278,0,1,0,0,1,0
Cc1ccc(cc1)C1=NOC2C3N(CCc4ccccc34)C(=O)C12,1.3472384276421,-17.013001900487,7.98728200154357,1.0050914941766045,0,1,0,0,1,0
CC(=NO)C(C)=NO,1.2737606101699,-13.887000683007,5.952498711209822,1.0055811778545833,0,1,0,0,1,0
CCON=C1C2C(COc3cc(OC)c(OC)cc23)Oc2c3CC(Oc3ccc12)C(C)=C,1.357280457742,-158.77496445191,8.122860197995323,1.001661203075329,0,1,0,0,0,1
O=N(=O)c1ccc(CC2=NN=NN2)cc1,1.4595731545118,74.251598988599,6.807452820443303,1.0009699720924865,0,1,0,1,0,0
Oc1cccc(C=NNC(=O)c2ccc(cc2)N(=O)=O)c1,1.4338148003405,-30.031454840783,7.523822156620377,1.0037975654646278,0,1,0,0,1,0
CN1C=C(C)C(NC1=O)=NO,1.3608127144762,-47.270415533493,8.158952952051008,1.005002750169505,0,1,0,0,1,0
Cc1ccnc(c1)c1cc(CCOc2nc(NC3CC(C)(C)N([O])C(C)(C)C3)nc(n2)N(c2ccccc2)c2ccccc2)ccn1,1.3007410409489,-23.219743502561,6.843071824672794,1.007336471139293,0,1,0,0,0,1
CC(=O)C1C(c2ccccc2)C2=C(C)ON=C2CC1(C)O,1.3052684449325,-84.344155632618,6.98251131406902,1.0044296555006011,0,1,0,0,1,0
O=C(C#CC1=CC=C(O1)N(=O)=O)c1ccccc1,1.4335414295318,11.36774251649,7.530481635351842,1.0038881868181515,0,1,0,0,1,0
COc1ccc(cc1)C1C(=NOC21CC(c1ccccc1C2=O)C(C)(C)C)c1ccc(C)cc1,1.2836792897527,-70.943981587445,6.287980348943372,1.0040505063490885,0,1,0,0,1,0
O=N(=O)C12C3C4C1C1C2C3C41N(=O)=O,1.5907914835063,105.56722776592,3.0848787777337687,1.0004240383781589,1,0,0,1,0,0
CC(N1OC1(c1ccccc1)c1ccccc1)c1c(C)cc(C)cc1C,1.2234815638651,34.955847641675,4.306052452638382,1.0040288123452377,0,1,0,0,1,0
O=C1CCCCC1C(Nc1ccccc1)c1ccccc1N(=O)=O,1.3284689302942,-40.96508753351,7.614439873260976,1.0048876320523485,0,1,0,0,1,0
CC(=O)NCCC1=CNc2ccc(OC(=O)Oc3ccc(cc3)N(=O)=O)cc12,1.4320784026871,-156.68920629959,7.565713198046016,1.0016365259347917,0,1,0,0,1,0
O=C(N(C1CCCCC1)C1CCCCC1)c1cc(cc(c1)N(=O)=O)N(=O)=O,1.3560604348482,-111.47942522252,8.108965460813788,1.0023713200528463,0,1,0,0,1,0
Cc1ccc2O[N+](=C(Cc3ccccc3)c2c1)[O-],1.3092823705662,14.235061789209,7.1024383042811845,1.0026271374238631,0,1,0,0,1,0
COc1ccc(cc1)C(=O)Nc1ccc(OC)cc1N(=O)=O,1.4261370835965,-102.91308337711,7.701377378939871,1.0023669782438116,0,1,0,0,1,0
O=N(=O)c1cccc(c1)N=CC=C(c1ccccc1)c1ccccc1,1.3149353745234,58.024172754695,7.264603616173398,1.0014408735029943,0,1,0,0,1,0
Cc1ccc(cc1)N(OC(=O)Cc1ccccc1N(=O)=O)C(=O)c1ccccc1,1.3918432994588,-65.806427141123,8.20194206745718,1.0070333847434696,0,1,0,0,1,0
O=N(=O)c1cc(c(Oc2ccccc2)cc1Oc1ccccc1)N(=O)=O,1.4762966052114,-30.114015720796,6.279665975340345,1.00382250606724,0,1,0,0,1,0
CC1C(O)C2(CCC3=C(O2)C(C)C(C)(C)N([O])C3(C)C)C(C)(C)N([O])C1(C)C,1.2536866181889,-93.631003235725,5.271212350757517,1.0046591776340028,0,1,0,0,1,0
ON=C(C#N)c1ccccn1,1.3586606648473,65.868766347805,8.137698515862885,1.0019808710950757,0,1,0,0,1,0
CC(CC(=NO)c1ccccc1)C(C)C(=O)N1CCCC1,1.2228626377625,-72.233623039752,4.287545250585109,1.0031063422341557,0,1,0,0,1,0
CC(=O)ON1C2CC(CCC2=C)CC1=O,1.3054110931627,-107.01556882493,6.986835678177032,1.0027758093026369,0,1,0,0,1,0
CCCC1OC2CC(N(OC(C)=O)C(=O)C2)C1=C,1.2976541229001,-152.20230278693,6.745758475616863,1.0021031195399115,0,1,0,0,1,0
CC(=O)ON1C2CC(CC1=O)N(CC2=C)Cc1ccccc1,1.3076732540491,-73.182905023244,7.054808003316328,1.0051335107257364,0,1,0,0,1,0
CC(=O)ON1C2CC(CCC2=Cc2ccccc2)CC1=O,1.3029783995368,-93.169941036358,6.91249785050353,1.0040638013736456,0,1,0,0,1,0
COC(=O)C(C)(C)NC(=O)C(Cc1ccc(cc1)N(=O)=O)NC(C)=O,1.3618039417442,-223.03530127743,8.16796547637296,1.000527021959109,0,1,0,1,0,0
COC(=O)C(Cc1ccc(O)cc1)NC(=O)Cc1ccc(cc1)N(=O)=O,1.4036063848145,-172.45832925172,8.090285943277516,1.0022204985839274,0,1,0,0,1,0
CC1ON(c2ccccc2)C2(OCCC12)c1ccccc1,1.2920694162669,-10.865424260976,6.565776445148195,1.0062329245395825,0,1,0,0,1,0
CC(C)(C)OOC(=O)c1cccc(c1)N(=O)=O,1.3725022621325,-96.341215156064,8.233470108688948,1.0043404404391296,0,1,0,0,1,0
CC(C)(C)OOC(=O)c1ccc(cc1)N(=O)=O,1.3727109456885,-95.961565836894,8.234162973720133,1.005148033090974,0,1,0,0,1,0
CC(C)CC12CC3CCC(C(=NO)C1=O)C23C,1.2237903325718,-59.989986080771,4.315307596107872,1.0052756222765398,0,1,0,0,1,0
CON=C1C=CNC(=O)C=C1,1.3306286346619,-9.6085506511894,7.664513240247511,1.005434581709611,0,1,0,0,1,0
O=N(=O)c1ccccc1NN=Cc1ccccc1,1.3614592585984,50.672872001951,8.164887353965948,1.003336452054816,0,0,1,0,1,0
CON1C(=O)C2C3CC(C=C3)C2N2C(=O)CCC12C(=O)OC,1.4341941675534,-146.54953287508,7.514541232224487,1.002803921454248,0,1,0,0,1,0
CON1C(=O)C2C3CC(C=C3)C2N2C(=O)CCC12C,1.363219034095,-71.025864823849,8.179976524581688,1.0041829195381866,0,1,0,0,1,0
CC1(C)CC(CC(C)(C)N1[O])Nc1ccc(cc1N(=O)=O)N(=O)=O,1.3867240386739,-48.629260636811,8.229029602671321,1.0045540926545602,0,1,0,0,1,0
O=C(C1C2CCCCN2OC1c1ccccc1)N1CCCCC1,1.2557957187252,-67.732974757306,5.34207398683017,1.0045472583092712,0,1,0,0,1,0
COC(=O)C1ON=C(C2OC(C)(C)OC2(C)C)C1C(=O)OC,1.3672336585941,-280.88946863691,8.208529294337906,1.0009203547707408,0,0,1,1,0,0
CC(C=C)(C(O)=O)c1cccc(c1)N(=O)=O,1.3781018090925,-78.89866016179,8.244234365541963,1.00405712704849,0,1,0,0,1,0
COc1cccc2cc3C=C(Oc3cc12)N(=O)=O,1.4616730675593,-37.154833493814,6.743014180730189,1.0043154483563705,0,1,0,0,1,0
CC(=O)NO,1.2970554245605,-64.562696469272,6.7266941539222795,1.0033167751452965,0,1,0,0,1,0
CC(C)(C)OC1CC(C2CC12)N(O)C(=O)OC(C)(C)C,1.2150111243374,-183.14322775378,4.058103329340636,1.001944203880242,0,1,0,0,0,1
O=N(=O)c1ccc(NN=C(c2ccccc2)c2ccccc2)cc1,1.3421188075337,63.971896757978,7.900237286510459,1.0024616269780626,0,1,0,0,1,0
C(ON1N=Nc2cccnc12)c1ccccc1,1.3580464205696,98.781791859586,8.131210802665322,1.0010395317349265,0,1,0,0,1,0
OCN1OC(=O)c2ccccc12,1.4270631367863,-65.484296502483,7.6810435397407915,1.0048318845967943,0,1,0,0,1,0
CCC(=O)c1c(OC)c(C)c(OC)c2c(OC)c(cc(OC)c12)N(=O)=O,1.3966185552375,-175.28406685162,8.164780712585262,1.0028414721423047,0,1,0,0,1,0
O=NN1CCc2cc3OCOc3c3c4ccccc4CC1c23,1.4406329546774,-12.616420274825,7.350368597732008,1.0052901093142539,0,1,0,0,1,0
O=N(=O)c1ccc2OC(N3CCOCC3)C3(CCCCC3)Nc2c1,1.3690475397987,-88.828219066743,8.21872952426255,1.0049838214410591,0,0,1,0,1,0
CCOC(=O)C1=C(C)NC=C1c1ccccc1N(=O)=O,1.3848309553371,-81.572303177304,8.235656287909332,1.0047400709248626,0,1,0,0,1,0
CC(=O)N1N=C(C)C(C1c1ccccc1N(=O)=O)C(=O)OC(C)(C)C,1.3563321001288,-138.42328267037,8.112122374833973,1.0031406075881195,0,1,0,0,1,0
CC(C)(C)OC(=O)N1CCCC1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],1.2647553981041,-148.81042207322,5.6456645525905715,1.0027381277144114,0,1,0,0,1,0
CCOC(=O)C1=NN(c2ccc(cc2)N(=O)=O)C2(C)CC3(N(N=C(N3c3ccccc3N12)c1ccc(C)cc1)c1ccccc1)c1ccccc1,1.3894406556573,49.993149110694,8.216314004127648,1.0025772740352286,0,0,1,0,1,0
COc1cc(OC)c(cc1N(=O)=O)N(=O)=O,1.549257431901,-72.030694282844,4.03910612843986,1.0040477497058795,0,1,0,0,1,0
CC(C)=NNc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,1.5647435376947,9.0355077334577,3.649662895602266,1.0031193407405032,0,1,0,0,1,0
CC(CC(C)(COC(=O)c1ccc(cc1)N(=O)=O)C#N)c1ccccc1,1.3176319332442,-78.81234241266,7.338885282258074,1.0040380435614735,0,0,1,0,1,0
COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)N(=O)=O)C(=O)OCCOC(C)=O)C,1.4199815695122,-276.11918471506,7.828421883190246,1.000813674854308,0,1,0,1,0,0
COc1ccc(cc1)C1=NOC=C1c1cc(OC)c(OC)c(OC)c1,1.3539882096785,-97.980083847415,8.083706376545843,1.003260083937072,0,1,0,0,1,0
CC(=O)Nc1ccc(cc1)N=Cc1ccc(cc1)N(=O)=O,1.3698292973386,-20.066538354312,8.222604175656018,1.003131069563361,0,1,0,0,1,0
ON=Cc1cc2ccccc2c2ccccc12,1.3148207911072,40.54432926144,7.261401333383264,1.0035460951236583,0,0,1,0,1,0
CCOC(=O)CC1OC2CCCCC2CC1OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1.4339425324247,-284.29236587109,7.520702379635848,1.0006597872700527,0,1,0,1,0,0
O=C(OCc1ccccc1)N1OC2OC2C1c1ccccc1,1.376508972677,-63.773751430674,8.242828509321317,1.0048620297231787,0,1,0,0,1,0
CC(=O)N1OC(O)CC1c1ccccc1,1.3213137054807,-84.797560176362,7.436801628663785,1.0026649462249932,0,1,0,0,1,0
COC(=O)C1C(c2cccc(c2)N(=O)=O)C(=C(CC1(C)OC(C)=O)OC(C)=O)C(=O)OC,1.4451567063146,-375.65067937387,7.228088356657966,1.0002476927233042,0,1,0,1,0,0
O=C(OC12CCC31CCC13CCC31CCC13CCC21)c1cc(cc(c1)N(=O)=O)N(=O)=O,1.4218551514093,-40.965886944982,7.791284635316273,1.0048909504552823,0,1,0,0,1,0
O=C1CCCC2C1C2N(=O)=O,1.3836892994789,-53.213039007802,8.238761210745267,1.0035958826415272,0,1,0,0,1,0
O=C(C1C(C(C1c1cccc(c1)N(=O)=O)C(=O)c1ccccc1)c1cccc(c1)N(=O)=O)c1ccccc1,1.4020331660514,-51.478573298764,8.109098699438666,1.0045887298620313,0,1,0,0,1,0
CC(C)(C)c1ccc(COC(=O)ON=Cc2ccccc2)cc1,1.2505795728717,-89.473574893199,5.167399653408221,1.0050429757015058,0,1,0,0,1,0
COc1ccccc1NC(=O)COc1ccccc1NC(=O)COc1ccccc1NC(=O)COc1ccccc1NC(=O)C(C)Oc1ccccc1N(=O)=O,1.4207788988099,-338.08721236194,7.8127855883326065,1.0002683596400705,0,1,0,1,0,0
CC(C)(C)N([O])c1cc(cc(c1)C1=[N+]([O-])C(C)(C)C(C)(C)N1[O])N([O])C(C)(C)C,1.2741315756179,-39.410205760699,5.965122604702575,1.004428557111863,0,1,0,0,1,0
O=C1OCC([N+](=C1)[O-])c1ccccc1,1.3968718731063,-52.361434074403,8.162493607470255,1.00669127673864,0,1,0,0,1,0
CN(CC1=NC(=NO1)c1ccccc1)C1=NC(=NO1)c1ccccc1,1.3795294355025,51.774143518327,8.244375080816054,1.0022962311800503,0,1,0,0,1,0
COC(=O)C12CC(=O)OC1(N2)c1ccccc1N(=O)=O,1.5351132423508,-130.8297356481,4.428566758346825,1.0022705926810955,0,1,0,0,1,0
COC1(OC)C2CC(=O)CC1C(=C(NCc1ccccc1)N2)N(=O)=O,1.3986589992233,-115.16261011683,8.14546549235364,1.002557406474345,0,1,0,0,1,0
CC(C)(C)OC(=O)NNC1(CCCC1=NNc1ccc(cc1)N(=O)=O)C(=O)OC(C)(C)C,1.3326138278501,-197.66970613616,7.709001353869454,1.0011415813357791,0,1,0,0,1,0
O=C1C2C=CC(C1C1COCOCC21)c1ccccc1N(=O)=O,1.43206197619,-86.375299910367,7.566104817238997,1.0026318007507007,0,1,0,0,1,0
CNc1ccccc1N(=O)=O,1.3594316079647,-3.416840817539,8.145577207568207,1.0043913530025166,0,1,0,0,1,0
O=N(=O)c1cc(c(c(c1)N(=O)=O)c1c(cc(c(c2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,1.8464584822834,3.1786912076969,1.1868481996735867,1.0039724653245354,1,0,0,0,1,0
O=N(=O)c1ccccc1c1ccccc1c1ccccc1N(=O)=O,1.4342412507999,33.066650907876,7.513386203950609,1.0043894307250498,0,1,0,0,1,0
O=N(=O)c1cccc(c1)c1ccccc1c1cccc(c1)N(=O)=O,1.4268691193344,20.609658765904,7.685329215177414,1.0030608942493533,0,1,0,0,1,0
CC1(C)C2CCC1(C)C(=O)C2=NO,1.2519851980688,-55.672858083062,5.214273221823708,1.003047950840279,0,1,0,0,1,0
OCCN=Cc1cc(ccc1O)N(=O)=O,1.4186216112875,-78.421052220662,7.85450917294445,1.0033001259700183,0,1,0,0,1,0
COC(=O)C(O)C(O)C1CC=NO1,1.4277343252957,-169.07636800053,7.666114062303414,1.0019558049049841,0,1,0,0,1,0
CC(=O)NC1C(O)C(OC1=NO)C(O)CO,1.4401268479612,-221.57128592722,7.363708625143004,1.0008143832867933,0,1,0,1,0,0
COC(=O)C1(C)CC2CCC3(OC(C4COC(=O)O4)C4OC(C)(C)OC34)N2O1,1.4599082317825,-353.68156303542,6.797215521205192,1.0002977049315873,0,1,0,1,0,0
O=N(=O)c1ccc(N2N=Cc3ccccc23)c(c1)N(=O)=O,1.5257443882634,57.094461797772,4.702788027107997,1.0023196010891895,0,1,0,0,1,0
CC(C)=CCCC1(C)OC2=C(C(=NN2c2ccccc2)C)C2(C)C1COc1ccc(cc21)N(=O)=O,1.3303090846007,-58.464100145252,7.657213100984115,1.0054424922172802,0,1,0,0,1,0
CC(CO)(C(O)c1ccc(cc1)N(=O)=O)c1ccccc1,1.3544749542019,-74.231842317557,8.08982599820563,1.0039770254491378,0,1,0,0,1,0
CC1(C)C2CCC31C(C2)N(N(C3=O)c1ccccc1)C(=O)C=NOCc1ccccc1,1.3207127958964,-23.587243502525,7.42110797360753,1.003884960598222,0,0,1,0,1,0
CC1(C)C2CCC31C(C2)N(N(C3=O)c1ccccc1)C(=O)C(CC=C)NOCc1ccccc1,1.2815404156193,-38.532270900166,6.216113061219832,1.0045083681212028,0,1,0,0,1,0
COC1C(C2C(C(ON2Cc2ccccc2)C(=O)OC)C(=O)OC)N(C1=O)c1ccc(OC)cc1,1.3757147927727,-264.09435385669,8.241635409406172,1.0008933759204128,0,1,0,1,0,0
CN(C)c1ccc(cc1)C=CC12OCCN1c1ccc(cc1C2(C)C)N(=O)=O,1.3135381879187,-20.250693869513,7.225308787833753,1.0039508074360726,0,1,0,0,1,0
COC(=O)c1nc(CC2ON=C(c3ccccc3)C2(C)C)c2ccccc2c1c1ccccc1,1.3182884584014,-44.191150318379,7.356648905020914,1.0048985942505797,0,1,0,0,1,0
O=C1c2ccccc2C(=O)C21CC(=C(CC2c1ccc(cc1)N(=O)=O)c1ccccc1)c1ccccc1,1.3718759676676,-28.524437466463,8.231255373496907,1.0049112035436305,0,1,0,0,1,0
COc1ccccc1OC(CO)C(=NO)c1ccc(OC)c(OC)c1,1.3524335688051,-149.45275182744,8.063399710251945,1.0018399439286005,0,1,0,0,1,0
OC(c1ccc(cc1)N(=O)=O)C1=CCC2(CC3CC2C=C3)C1=O,1.3849135231564,-44.839093888258,8.235405688563453,1.0044354669104467,0,1,0,0,1,0
CC(=NO)C(=O)NN=C(C)c1ccccn1,1.3326588730849,2.273333442258,7.709993352815548,1.0040217547400974,0,0,1,0,1,0
CC(C)(C)OC(=O)C1=CN(N=N1)c1ccc(cn1)N(=O)=O,1.4341931243179,-38.100824088157,7.5145668165643595,1.0053796730016615,0,1,0,0,1,0
CC1C(C)(CCC1(C#N)C(=O)C(C)(C)C)OC(=O)c1ccc(cc1)N(=O)=O,1.3323102978456,-151.43847131384,7.70229656286042,1.001641482583408,0,1,0,0,1,0
CC1C(C)(CCC1(CC=C)C#N)OC(=O)c1ccc(cc1)N(=O)=O,1.3219207036204,-80.196257312372,7.452537196424896,1.0038268808592758,0,1,0,0,1,0
CC1C(C)(CCC1(C)C#N)OC(=O)c1ccc(cc1)N(=O)=O,1.3444409102801,-97.679280216764,7.941162553327242,1.0036952111896214,0,0,1,0,1,0
OC(c1ccc(cc1)N(=O)=O)C1(OCCOC1=O)c1ccccc1,1.4567405135282,-135.19539376418,6.893267706447878,1.002976012768932,0,1,0,0,1,0
COC(=O)c1ccc(N2N=C(C=C2N)c2ccccc2)c(c1)N(=O)=O,1.4288096481933,-23.5922168187,7.641864008801679,1.0038489831509625,0,1,0,0,1,0
COC(=O)c1ccc(NC2=NNC(=C2)c2ccccc2)c(c1)N(=O)=O,1.4356411488878,-36.984422518439,7.4787280464100805,1.003556507194997,0,1,0,0,1,0
ON1C23CCCCC2NC2CCCCC12ON3,1.3138494393805,-31.913560372086,7.234108816549275,1.0048727622484843,0,1,0,0,1,0
O=N(=O)N(CCN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O,1.8432926755261,-21.279550080214,1.1922861894059342,1.0024964093806852,1,0,0,0,1,0
CN(C)c1ccc(cc1)N(=O)=O,1.3165206628401,-3.1380170999543,7.308527351311933,1.0051132201496653,0,1,0,0,1,0
CC1(O)C=C(c2ccccc2)C(=O)C(C1N(=O)=O)(c1ccccc1)N(=O)=O,1.4619704254372,-49.826755519782,6.73383661642976,1.004946988781222,0,1,0,0,1,0
CC1=CC(=C(N1)C=C(C(=O)OCC=C)c1ccccc1N(=O)=O)C,1.3300369468103,-57.150784342132,7.650966087489085,1.0052532685053177,0,1,0,0,1,0
Cc1ccc(cc1)C1=NOC(C1C(=O)c1ccccc1)C1=NN(N=C1)c1ccccc1,1.3484104929949,59.813263007537,8.00554919270376,1.003071178626335,0,1,0,0,1,0
CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1C(OC2=C1C(=O)CCC2)=NO,1.4523872526138,-576.34917518507,7.022368035537899,1.0002476734140258,0,1,0,1,0,0
CC1ON(C(C)c2ccccc2)C2CC(=O)OC12,1.3039630116523,-87.447286730417,6.942734697314522,1.0032501650252028,0,1,0,0,1,0
CC1(C)CC(=CC(C)(C)N1[O])C#C,1.1495720763576,35.19196101327,2.5676767072559112,1.0038633484956574,1,0,0,0,1,0
O=C1c2cc(cc(c2c2c1cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)N1CCCCC1,1.5469243663034,-34.124550251876,4.101190099673199,1.0056174828531244,0,1,0,0,1,0
CCN(CC)c1ccc2C=C(C(=O)Nc3ccc(cc3)N(=O)=O)C(=O)Oc2c1,1.4047146530463,-128.52916867688,8.076334618903278,1.002441860722282,0,1,0,0,1,0
O1N=C(C2C1C1C3C1C23)c1ccccc1,1.3196090311879,80.470405112674,7.391985477204969,1.0011235143251056,0,1,0,0,1,0
CCOC12OC3CC(=O)C4C1N(C=CC2C3N4c1ccc(cn1)N(=O)=O)c1ccc(cn1)N(=O)=O,1.5293855234172,-69.183445588664,4.594781373401258,1.004482735908186,0,1,0,0,1,0
CC1=NN(C(=C1)N)C(=O)c1ccccc1N(=O)=O,1.4443609724214,-1.6002952649672,7.249981174731929,1.0038915382561207,0,1,0,0,1,0
O=N(=O)c1ccc(cc1)N1COCN(COC1)c1ccc(cc1)N(=O)=O,1.4913143213078,-51.890607322461,5.790526420968091,1.0061009539946868,0,1,0,0,1,0
CC1=NN(c2ccccc2)c2nc(N)c(C#N)c(c3ccc(cc3)N(=O)=O)c12,1.4173395220872,90.692972769521,7.878420023383106,1.0009863036596922,0,0,1,1,0,0
O=C(OCc1cccc(COC(=O)Oc2ccc(cc2)N(=O)=O)c1)Oc1ccc(cc1)N(=O)=O,1.505146884191,-242.64321462464,5.3425090436831395,1.0010718623979684,0,1,0,0,1,0
CCCC(=O)Nc1cc(c(cc1C)C(=O)OC)N(=O)=O,1.3670002898094,-161.71406618466,8.207094465730243,1.001962224562121,0,1,0,0,1,0
COC(=O)c1cc(cc(c1C)N(=O)=O)N(=O)=O,1.5480225945433,-98.274312957144,4.071856735000981,1.003973504356883,0,1,0,0,1,0
CN(C)c1cccc2cccc(c12)N(=O)=O,1.3255003897424,24.043473656371,7.54286884889427,1.0041330254567242,0,1,0,0,1,0
C=CC(C1N(CCc2ccccc12)C(=O)c1ccc(cc1)N(=O)=O)c1ccccc1,1.3330411432166,-3.1921767111434,7.718380260470901,1.0052454878157036,0,1,0,0,1,0
O=C1N(Cc2ccccc2)C(NCc2ccccc2)c2ccc(cc12)N(=O)=O,1.3577382110682,-7.8138423096534,8.127885366003728,1.0039801651654432,0,1,0,0,1,0
OCC(Cc1ccccc1)N1C(=NC(=C1c1ccccc1)c1ccccc1)c1ccccc1N(=O)=O,1.3392645176432,21.926750187945,7.846735710286978,1.0042233162315957,0,1,0,0,1,0
CC1(C)CC(=NO)C(C)(C)C(C1)=NO,1.2163207712626,-37.432927312943,4.095672190570816,1.004137421269731,0,1,0,0,1,0
CC1(C)OCC(O1)C1OC(C2OC(C)(C)OC12)[N+]([O-])=CCOCc1ccccc1,1.3332020845017,-240.62405789763,7.721894336254156,1.001688732222047,0,1,0,0,1,0
Cc1ccc(cc1)C1=C(N(C(=O)c2ccccc12)c1cccc2cccnc12)c1ccc(cc1)N(=O)=O,1.3882466931634,27.669947191044,8.222366473686625,1.00290160513149,0,1,0,0,1,0
CN1C(=O)CC(C)(C1=O)c1ccccc1N(=O)=O,1.4324408979213,-96.10202439511,7.557048570711282,1.0048410251134152,0,1,0,0,1,0
ON=C1C2CC3C4CC5CC3C1C(C5)C4C2,1.2986904886376,-37.4043736579,6.77861670747242,1.004147391951723,0,0,1,0,1,0
CN1CCN(C)[N+](=N1)[O-],1.2819615468781,65.112687034442,6.230289697812466,1.0016951624143517,0,1,0,0,1,0
