smiles,hof_s
O=N(=O)C1=C(N(C=N1)N=NN1C=NC(=C1N(=O)=O)N(=O)=O)N(=O)=O,154.1056658468
O=N(=O)C1=NN(C=N1)N=NN1C=NC(=N1)N(=O)=O,179.23437985882
O=N(=O)C1=CN(N=NN2C=C(N=C2N(=O)=O)N(=O)=O)C(=N1)N(=O)=O,143.67859544678
CCOC(=O)C1(CC(ON1c1ccccc1)N1C(=O)c2ccccc2C1=O)C(=O)OCC,-242.39075471369
OC1COC(OC1C(O)CN(=O)=O)c1ccccc1,-168.36521407866
CCOC1OC2COC(OC2C(O)C1N(=O)=O)c1ccccc1,-208.04060807462
CCC1=C(CC)C(NC1=O)=CC1=NC(=CC2=C(CC)C(=C(N2)C(=C2NC(=O)C(=C2CC)CC)N(=O)=O)CC)C(=C1CC)CC,-164.46799347687
COC(=O)C12C(CCCC1=NNc1ccc(cc1N(=O)=O)N(=O)=O)C2=C=C,-6.0221356172482
CC1(C)N([O])C(=[N+]([O-])C1(C)C)c1ccc2ccc3cccc4ccc1c2c34,17.974059224525
O=C1N(OC2c3ccccc3CCc3ccccc23)C(=O)c2ccccc12,-37.158579066989
CCOC(=O)CC(C(CC(C)C)NC(=O)OC(C)(C)C)N(=O)=O,-292.27205286426
CN1C=C(N=C1C=Cc1ccccc1)N(=O)=O,35.078326777184
CN1C(=NC=C1N(=O)=O)CC(O)c1ccccc1,-22.46298834676
CN1C=C(N=C1CC(O)c1ccccc1)N(=O)=O,-25.512669798369
CN1C(=NC=C1N(=O)=O)C=Cc1ccccc1,37.443117691046
CC12CCC=C3C(CC4(CCCC134)C1(CC1)C12CCC1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-80.071009843056
CC(=O)C1C(C(C(C)=O)C(C)(O)CC1=O)c1ccc(cc1)N(=O)=O,-188.9725553369
CCCCCOc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)ON1N=Nc2ccccc12,-26.636353283751
CC1=C(C)C(C)(N(=O)=O)C(C)(C(=O)C1(C)N(=O)=O)N(=O)=O,-81.563559475435
CC1=C(CON(=O)=O)C(C)(N(=O)=O)C(C)(C(=O)C1(C)N(=O)=O)N(=O)=O,-99.954101448675
O=C(OC(C1CC1)c1ccccc1)c1cc(cc(c1)N(=O)=O)N(=O)=O,-72.793030793397
O=N(=O)c1ccc(cc1)C(=CNc1ccccc1)C=Nc1ccccc1,52.176892912273
O=N(=O)c1ccc2c3ccccc3c2c1,70.679602027021
CC1=C(Oc2ccc3ccccc3c12)N(=O)=O,-12.49562230761
O=C1C2C(C(=O)N1c1ccc(cc1)N(=O)=O)C1(c3ccccc3)C(=O)C2(c2ccccc2)c2c3ccccc3c3ccccc3c12,-39.172255011023
CC1(C)CC(CC(C)(C)N1[O])OC(=O)c1ccccc1O,-161.01376417482
CON(OC)C(=O)Nc1ccc(cc1)N(=O)=O,-54.671517361588
CC1(O)CCC2C3CCC4C5=NON=C5CCC4(C)C3CCC12C,-68.332575470394
CCCNc1ncc(cc1C#N)N(=O)=O,22.890733945023
CCOC(=O)C1(C2CCCC3ON=C(C23)C1c1ccccc1)C(=O)OCC,-184.01026434808
C1CC23CC(N(O2)c2ccccc2C=C3CO1)c1ccccc1,13.157103652572
OC1(CC(C(C(C1C(=O)c1ccccc1)c1ccccc1)N(=O)=O)c1ccccc1)c1ccccc1,-57.309694517373
COc1ccccc1C=C(C#N)N(=O)=O,13.970046613908
CCC1C(N(C)C(CC1=NOC(=O)Oc1ccccc1)c1ccccc1)c1ccccc1,-60.31395747869
CC(C)C1C(N(C)C(CC1=NOC(=O)Oc1ccccc1)c1ccccc1)c1ccccc1,-66.160697495213
NC(=NO)c1ncccn1,37.708676071641
CC(C)(C)OC(=O)C1CC(=NN1N=O)c1ccccc1,-49.982326522156
OC1C2CN3OC1C(O2)N1C3CC(=O)N(COCc2ccccc2)C1=O,-174.9971767318
COC(=O)CC(C(Cc1ccccc1)NC(=O)OC(C)(C)C)N1N=[N+]([O-])c2ccccc12,-156.59008770371
CC(=O)Nc1ccc(OC(=O)C2CC(C)(C)N([O])C(C)(C)C2)cc1,-165.56242547725
Cc1cc(c(N)cc1N(=O)=O)N(=O)=O,-15.843469255375
Cc1cc(N)c(c(c1)N(=O)=O)N(=O)=O,-9.5889989085573
Cc1ccc(c(c1N)N(=O)=O)N(=O)=O,-8.3358533301317
CNc1c(cc(C)cc1N(=O)=O)N(=O)=O,-12.998785314594
COc1ccc(cc1OC)C(=O)C1OC1c1ccc(cc1)N(=O)=O,-106.9773784803
O=C(C1OC1c1ccc(cc1)N(=O)=O)c1ccccc1,-32.222555979534
OC1(CCC2COC1O2)C1=CC(=NO1)c1ccccc1,-89.828635373352
CC1(C(C(C=C1N1CCOCC1)c1ccccc1)N(=O)=O)N1CCOCC1,-60.306757332597
CCN(CC)c1ccc(cc1)C1c2ccccc2OC(=C1N(=O)=O)NC,-32.609307623672
CC1=NN(c2ccccc2)C2=C1C(c1cccc(c1)N(=O)=O)C(=C(N)O2)C#N,59.509309859785
CON1C(=O)c2ccc(cc2C2=C1CCCCCC2)C(=O)OC,-140.62613176523
CON=[N+]([O-])N1CCN(CC1)c1ccccc1,56.452000527027
CCOC(=O)NN(=O)=O,-98.846654284965
CN1C2CCCCC2COC1c1ccc(cc1)N(=O)=O,-58.125458919969
CCOC(=O)C1=CC2=C(N1)c1c(cc(nc1C(=NNc1ccc(cc1N(=O)=O)N(=O)=O)C2=O)C(=O)OC)C(=O)OC,-252.54707957892
OC(=O)c1cc(O)cc(O)c1N(=O)=O,-164.86465966939
OC(=O)c1cc(O)c(c(O)c1)N(=O)=O,-172.98174210316
O=C(Nc1ccc(cn1)N(=O)=O)C1=Nc2ccccc2c2ccccc2N1,21.351824782273
CC(C)=CCOc1ccc2C=C(C(=O)Oc2c1)C(C)=NOCc1ccccc1,-98.489836591569
CC1(C)ON2C(N(OCc3ccccc3)C1=O)c1ccccc1C=C2c1ccccc1,5.9046941170157
OC1C(C(O)c2ccccc12)N(=O)=O,-80.541142963804
Oc1cccc2c3ccccc3NC(c3cccc(c3)N(=O)=O)c12,1.015681403298
CCOC(=O)C1(CCC(C)(O)C(C1c1ccccc1)N(=O)=O)N(=O)=O,-176.57054444381
O=N(=O)C1=NN(CC#N)N=N1,110.29725386997
CCOC(=O)OC1(C)CCC(C(C1N(=O)=O)c1ccccc1)N(=O)=O,-188.78385812343
CCOC(=O)C(C)(C(CN(=O)=O)c1ccccc1)N(=O)=O,-129.2645746531
O=N(=O)C(CNC1=NON=C1NCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,24.95300744622
CC(C)(C)N([O])c1ccc(cc1)c1cc(cc(c1)C(O)=O)C(O)=O,-171.97002870272
NC1=NN2N=NN=C2N=[N+]1[O-],163.17957447146
CC1=C(OC(=O)c2ccc(cc2)N(=O)=O)C2c3ccccc3C=C3CCCC23C1,-62.678393147518
O=C(C=C(NCc1ccccc1)c1ccc(cc1)N(=O)=O)c1ccccc1,-5.4551985671259
CN1C(C(C(c2ccccc2)C(=C1C)C(C)=O)N(=O)=O)c1ccccc1,-22.898342753816
O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O,27.712794005022
COc1ccc(cc1)N1C(=O)c2cccc(c2C1=O)N(=O)=O,-82.240144553838
CC1CC(C=C(C)C)c2c(OC(=O)c3ccc(cc3)N(=O)=O)c(C)ccc12,-99.959634671339
COc1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)N(=O)=O,-89.423359749255
O=C1c2ccccc2c2ccc(cc12)N(=O)=O,-10.434632827288
CC(C)(C)C1ON(C2CCCCC2)C2C1CN1c3ccccc3N=C21,-25.608953012447
C1CCC(CC1)N1OCC2CN3C(=Nc4ccccc34)C12,11.656210431527
C1CCC(CC1)N1OC2CC1C1=Nc3ccccc3N1C2,6.779878916684
CC(C)(C)C#CCN1C(=Nc2ccccc12)C=[N+]([O-])C1CCCCC1,16.349635481935
COc1ccc(cc1)C1=C(N2C=CC=CC2=N1)c1ccc(cc1)N(=O)=O,21.210596459581
CC12CC(N(O1)C1CCCCC1)C1=Nc3ccccc3N1C2,-5.047581106873
O=N(=O)c1ccc2OC3=NC(=C(N3Cc2c1)c1ccccc1)c1ccccc1,30.392225881895
COCOCC1(CCN(CC=C)C1(CC=C)C(=O)OC)c1ccccc1N(=O)=O,-120.1874399688
CC(C)(C1C2CCCC12N(=O)=O)N(=O)=O,-44.357343772069
COc1ccc2C(C(C(Nc2c1)c1ccccc1OC)N(=O)=O)C1=CNc2ccccc12,-34.300339094801
CC(=NO)C(=O)NN=Cc1ccccn1,12.45688153819
CN1C2C3N(C4C(N(C)c5ccccc5N24)C3(C)N(=O)=O)c2ccccc12,64.472349207298
CC(=NO)C(=NO)N1CC1C(N)=O,-13.23501382374
Cc1cccc(c1)C1=CC(=NO1)c1ccccc1,31.030708775626
O=C(c1ccccc1)C(=NNc1ccc(cc1)N(=O)=O)C(=O)c1ccccc1,-4.2635221035836
Oc1ccncc1C(N(=O)=O)(N(=O)=O)N(=O)=O,-15.56164057763
O=N(=O)c1ccc(cc1)N=Nc1ccc(Nc2ccccc2)cc1,80.662737913046
CCOC(=O)CCN1C=C(C(=O)NC1=O)N(=O)=O,-198.09230766193
COC(=O)CCN1C=C(C(=O)NC1=O)N(=O)=O,-186.19406267624
O=C(OC(=C1COCC1=Cc1ccccc1)c1ccccc1)c1ccc(cc1)N(=O)=O,-61.307541166956
O=N(=O)c1ccc(cc1)N1N=NC2(CC3CC2C=C3)C1N1CCOCC1,56.589327790944
CC12C3(N(=O)=O)C4(N(=O)=O)C1(N(=O)=O)C1(N(=O)=O)C2(N(=O)=O)C3(N(=O)=O)C41N(=O)=O,99.688080069765
CC(C)[N+]1=NOC(=C1C=C(C#N)C#N)[N-]C(=O)c1ccccc1,83.758719559567
CCOC(=O)NC(=O)NC1=NO[N+](=C1N=Nc1c(C)cc(C)cc1C)[O-],-73.772059531612
O=N(=O)C12C3C4(N(=O)=O)C1(N(=O)=O)C1(N(=O)=O)C2(N(=O)=O)C3(N(=O)=O)C41N(=O)=O,113.79637426468
COC(=O)N1CC2ON=C(OC2C=C1)c1ccccc1,-84.237208857658
CC(C)C(C)C=CC(C)C1CCC2C3=CCC4CC(CCC4(C)C3CCC12C)=NNc1ccc(cc1N(=O)=O)N(=O)=O,-94.154496149096
COC(=O)C1(C)CCCC2(C)C1CCC13CC(=NO)C(C)(CCC21)C3,-155.194288253
CCOC(=O)C(=[N+]=[N-])c1ccccc1N(=O)=O,-33.07742906591
CC(C)(C)OC(=O)C(=[N+]=[N-])c1ccc(cc1)N(=O)=O,-58.540818828294
CC1(C)c2ccccc2N2C(C3CC12Oc1ccc2cc(ccc2c31)N(=O)=O)C(=O)NCc1ccccc1,-57.609483884184
ON=C1Cc2ccccc12,47.924549405542
COc1ccc2cc(ccc2c1)C(ON1C(C)(C)CCCC1(C)C)=CN(=O)=O,-60.470890551456
CN1C=C(C(=O)C(=O)c2ccc(cc2)N(=O)=O)c2ccccc12,-39.891399471358
On1nc2CCCCc2n1,32.177811805569
COC(=O)c1cnc2cccc(c2c1)N(=O)=O,-61.403827105398
CON=C1C=CC23OCCOC2(OCCO3)C=C1,-98.219443322431
[O-][N+]1=C(c2ccccc2)C(=NO1)c1ccccc1,70.970629127124
CC1(C)N([O])C(=[N+]([O-])C1(C)C)c1ccc(cc1)C#Cc1cncc(c1)C#Cc1ccc(cc1)C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],101.33465933716
CC(C)(C)O[N]c1c(cc(cc1c1ccccc1)N1C=CN=C1)c1ccccc1,67.953582378118
O=N(=O)c1ccc(cc1)C=NOCCCON=Cc1ccc(cc1)N(=O)=O,-4.9742182061237
CC(C)(C)C1CCC(CC1)Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-98.356831774893
COC(=O)C12C(CCC1C1CCCC(OC(=O)c3cc(cc(c3)N(=O)=O)N(=O)=O)C3(OC)OC21C=C3)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-360.75400916145
CC1(OC(=O)N(c2ccccc2)C21CC(=NO2)c1ccccc1)c1ccccc1,-32.378265791548
CC12N3CCCN1CCN1CC(CN(CC3)C21C)Cc1ccc(cc1)N(=O)=O,5.2685808886576
CCOC(=O)C=COC1CC(C)(C)N([O])C(C)(C)C1,-167.13310797538
O=C(C=C(C1=C(C=C(O1)c1ccccc1)c1ccccc1)c1ccccc1)c1cccc(c1)N(=O)=O,0.73839057286689
CN(C)C1C2CC=CC(=C2C(=O)C2=C1ON=C2OCc1ccccc1)O,-70.958944777301
Nc1cc(ccc1N(=O)=O)N1CCOCC1,-34.88675731185
O=N(=O)c1ccc(Nc2c(cc(c3cccnc23)N(=O)=O)N(=O)=O)cc1,28.985542836648
CCOC(=O)C1=C(OC=C1)c1ccc(cc1)N(=O)=O,-110.22142671474
CC(=C)C1CCC2C(C)(CCCC12C#N)OC(=O)c1ccc(cc1)N(=O)=O,-90.405164113539
OC(C(=O)c1ccccc1)C(=CC=C)c1ccc(cc1)N(=O)=O,-36.176650749094
CC=C(C1O[N+](=C(C1C)C(=CC)c1ccccc1)[O-])c1ccccc1,24.29502323382
COC(=O)C1C2CC(C=C2)N1O,-60.812574513938
CC(=O)N1C(CC(=O)c2cc3OCOc3cc12)c1ccc(cc1)N(=O)=O,-124.79660598673
CCOC(=O)C1(NC(C(C1c1ccccc1)N(=O)=O)c1ccccc1)C(=O)OCC,-184.10606237617
COC(=O)c1ccc(c(N)c1c1ccc(OC)cc1)c1ccc(cc1)N(=O)=O,-95.875203846289
O=N(=O)OCC(CON(=O)=O)(N(=O)=O)C(CON(=O)=O)(CON(=O)=O)N(=O)=O,-127.50375592401
COc1cc(cc(OC)c1OC)N1C=CN=C1c1ccc(cc1)N(=O)=O,-55.172654865486
CCOC1=C2C(=O)C3=NOC(=C3C(=O)C2=NO1)OCC,-121.85009524798
CC(C)(C)N(O)c1ccc(cn1)c1ccccc1,13.813833528859
CCOC(=O)C(=NOC(=O)c1ccc2ccccc2c1)C#N,-69.324177977294
CN1C(=O)C2ON(C(C2C1=O)c1ccccc1)c1ccccc1,-50.519590909302
CC1(C)N=C(N([O])C1(C)C)C(N)=O,-51.124265659701
OC(C1CC2CCN2C1=O)c1ccc(cc1)N(=O)=O,-71.99556334447
CC1(C)N([O])C(=[N+]([O-])C1(C)C)C(N)=O,-60.203325020301
CC(C)C1(C)N(C)C(=O)C(C)(N1O)c1ccccn1,-52.489181532987
Oc1ccc(Nc2ncccc2N(=O)=O)cc1,0.49673185171494
CC1(C)CCC(C)(N1[O])c1ccc(O)cc1,-52.300675141379
COc1ccccc1C=NNC(=O)c1ccccc1N(=O)=O,-21.130520012988
CC1(CCCCC1N(=O)=O)C#N,-23.995405924425
CN1c2cccc3C(=O)C=CC(=NC1(C)c1ccccc1N(=O)=O)c23,27.278872592134
CN1C(=O)C2CC3C(C(C(C=C3CC2C1=O)N1CCOCC1)N(=O)=O)c1ccccc1,-138.76296382045
CN1C(=O)C2CC=C3CN(OC(C3C2C1=O)N1CCOCC1)c1ccccc1,-108.31188199628
CN1C(=O)C2CC=C3CC(C(C(C3C2C1=O)N1CCOCC1)N(=O)=O)c1ccccc1,-132.73257206615
COc1ccccc1C1CC(O)ON1C(=O)OCc1ccccc1,-147.75883421002
COC1CCC(CC1)(OC(=O)c1ccc(cc1)N(=O)=O)C#N,-117.46575573101
COC(=O)C1CC=C2CC(C(C3C2C1CN3Cc1ccccc1)N(=O)=O)c1ccccc1,-80.885883415421
O=N(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)N(=O)=O,109.60802229327
OC(=O)C[NH+](CC(=O)[O-])Cc1ccc(cc1)N(=O)=O,-175.31926132488
OCC1(O)C2CON(Cc3ccccc3)C2C(O)C1OCc1ccccc1,-140.5893464663
COC1(OC)C2C=CC(ON2C(=O)C23CCC(CC2=O)C3(C)C)C1=O,-165.18487430578
[O-][n+]1ccccc1c1ccc2ccccc2c1c1c2ccccc2ccc1c1cccc[n+]1[O-],96.654011676382
CC1OCC(O)C(O1)C1CC(C2OC(C)OCC2O)N(Cc2ccccc2)O1,-261.75318732483
O=N(=O)c1ccccc1C=NOCCCCON=Cc1ccccc1N(=O)=O,10.121910926948
CC1CCCC2CC(=NO2)c2c(O)cc(O)cc2CC(=O)O1,-171.4254823879
COC1OC2OCC(C)(CC2C1CN(=O)=O)N(=O)=O,-171.42165738051
CC1(CCOCc2ccccc2)COC(=O)C1(OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C#C,-148.81057465556
O=Nc1ccc(cc1)C(c1ccc(cc1)N=O)(c1ccc(cc1)N=O)c1ccc(cc1)N=O,166.24623339837
CN(c1ccccc1)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,23.723330838942
CC(C)C1CCC(C)C2(ON(C3C2N(OC23C(C)CCC(C(C)C)C2=O)c2ccccc2)c2ccccc2)C1=O,-129.62456722674
COC(=O)C1OC2(CCC(OC(=O)c3cc(cc(c3)N(=O)=O)N(=O)=O)C=C2)OC1C(=O)OC,-344.26934754717
CC(C)(C)c1ccccc1N(Cc1ccccc1)C(=O)C1CC(=NO1)c1ccccc1,-17.579521707412
OC1c2ccccc2C2=C1N=C(c1ccccc1)C1=NON=C21,75.059167235746
COc1ccc2N(C)C3(NC4=C(C(c2c1)C3(C)C)C(=O)Oc1ccccc41)c1ccc(cc1)N(=O)=O,-77.990454866368
C(CC1=NOC(=N1)c1ccccc1)N1C=Nc2ccccc12,50.802456303227
CC1(C)OC2=C(C1N1C=C(N=N1)c1ccccc1)C(=O)C(=NO)c1ccccc21,18.991271210436
C[N+]1=C(c2ccccc2)C(=CC(C)=[N+]([O-])[O-])c2ccccc12,34.104236943563
C[N+]([O-])=CC1OC(OC1(C)c1cc(OCc2ccccc2)ccc1OCc1ccccc1)c1ccccc1,-107.69326186916
CN1OC2OC(=O)OC2C1C1OC(OC1(C)c1cc(OCc2ccccc2)ccc1OCc1ccccc1)c1ccccc1,-232.58314404418
O=C(Nc1ccccc1N(=O)=O)Nc1ccccc1N(=O)=O,-40.203357202055
COc1ccc(cc1)C1COC(OC=C1)c1ccc(cc1)N(=O)=O,-78.271449141537
O=N(=O)c1ccc(cc1)N1N=C(N2CN(N=C(c3ccccc3)C12c1ccccc1)c1ccccc1)c1ccccc1,156.85403357571
COC(=O)C12COc3ccccc3C1N(OC2c1ccc(C)cc1)c1ccccc1,-79.579589615258
CC1(C)C2CCC1(C)C1(CC3(CO1)C=C(NN=C3c1ccccn1)c1ccccn1)C2=Nc1ccc(cc1)N(=O)=O,49.56448398036
O=N(=O)C1(COC(OC1)c1ccccc1)c1ccc(cc1)C#N,-24.21219029089
Cc1ccccc1[N+]([O-])=[N+]([O-])c1ccccc1C,46.698772140143
CCOC(=O)C(C1=NC(=NO1)C1=NOC(=N1)C(C(=O)OCC)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,-159.42332186411
Oc1ccc(CCNC(=O)Nc2ccc(cc2)N(=O)=O)cc1,-86.124891048981
Oc1ccc(NC(=O)Nc2ccc(cc2)N(=O)=O)cc1,-67.142605238992
CC1(C)OCC(O1)C1CC2CC(N1O2)c1ccccc1,-82.230878004922
CCOC(=O)C1CC(=O)CC(N1Cc1ccccc1)c1ccccc1N(=O)=O,-118.8583245408
O=C(C1NC1c1ccc(cc1)N(=O)=O)c1ccccc1,3.6271804965032
CCOC(=O)C1=NOC(=C1)CCCOc1c(C)cc(cc1C)C1=NOC(=N1)C,-143.90218347684
CN(C)c1ccc(C)cc1C(=NO)c1ccccc1,29.549926904923
CN1CC(c2ccccc2N(=O)=O)C2(N=C(OC2=O)c2ccccc2)C21C(=O)c1cccc3cccc2c13,-39.882399712741
CCOC(=O)c1cc(ccc1NN=Cc1ccc(cc1)N(C)C)N(=O)=O,-64.085154671406
COc1cc(C=O)ccc1OCc1ccc(cc1)N(=O)=O,-89.671322513195
CON=C1CN(CCC1(C)C(N)=O)C(=O)OC(C)(C)C,-181.94923169249
O=N(=O)c1ccc(NN=C(c2ccccc2)N(=O)=O)c(c1)N(=O)=O,38.550676571066
C=CCN1C(=O)N(Cc2ccc(cc2)N(=O)=O)c2ccccc12,-16.738137329507
CC1(C)OCC(O1)C(CC=C)[N+]([O-])=Cc1ccccc1,-71.26295152873
COC(=O)C1(C2CCCC1C2N(=O)=O)N(=O)=O,-106.94850894155
CC1=CC2(C)CCC(OC(=O)c3ccc(cc3)N(=O)=O)C(C)(C)C2CC1,-131.66631067907
COc1c2Cc3cccc(Cc4cccc(Cc5cccc(Cc1ccc2)c5OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)c4O)c3O,-165.24401730421
CC1(C)N([O])C(C)(C)c2c(ccc(c3ccncc3)c12)c1ccncc1,51.808273375195
OC1=C(Cc2ccccc2N(=O)=O)C(=O)CC1,-83.396185534629
COC(=O)C1(COCc2ccccc2)C2ON(C)C(COCc3ccc(OC)cc3)C2C(=O)N1C(=O)OC(C)(C)C,-347.28940660465
CC1(N([O])c2ccccc2C1=O)c1ccccc1,1.2016338914046
Cc1ccc(cc1)C(C)=NNc1ccc(cc1N(=O)=O)N(=O)=O,18.645866696368
Cc1cc(C)c(C)c(CON2N=Nc3ccccc23)c1C,54.111487821642
CC1CC(COC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)(CC=C1)c1ccccc1,-93.896137044894
CC(C)(O)C(=O)CCC(C#N)(c1ccccc1)c1cccc[n+]1[O-],-39.002830741527
O=N(=O)C1=C(N2CCC3=C(Nc4ccccc34)C2=C1c1ccccc1)c1ccccc1,62.895908255172
O=N(=O)c1ccc(NN=Nc2ccc(cc2)N(=O)=O)cc1,60.97032116277
[O-][n+]1ccc(cc1)C(=[N+]=[N-])c1ccccc1,97.610129920365
COC(=O)N1OC1c1ccccc1,-46.289951845097
ON1C(NCC1=O)c1ccccc1,-21.929451104757
CC1(C)C2CC3C(=NOC3(C)C1C2)c1ccc(cc1)N(=O)=O,-5.0863730704321
O=N(=O)c1ccc(cc1)C1=NOC2(C3CCCCC3ON12)c1ccc(cc1)N(=O)=O,2.0745671949131
C1C2C(ON=C2c2ccccn2)c2ccccc12,49.85500565266
O=N(=O)c1ccc(cc1)C1=NOC2C1Cc1ccccc21,26.687954660131
CCOC(=O)c1ccc(CC=CC(C(O)c2ccc(cc2)N(=O)=O)c2ccccc2)cc1,-114.95468504742
O=N(=O)c1cc(nc(c1)N1C=CC=N1)N1C=CC=N1,100.96275741736
CCC(C(OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C(C)C(=O)N(C)OC)c1ccccc1,-177.60036593572
O=N(=O)N=C1NCCN1N(=O)=O,25.90992796478
O=C1CCCN1C(=O)COc1ccc(cc1)N(=O)=O,-131.69551282574
COc1cc(O)c(c(OC)c1)C1=C2C=CC=CC2=NO1,-66.741455083911
CC(=O)N(O)CCc1ccccc1,-55.447463176367
CC(=O)NOCCc1ccccc1,-51.780511482248
O=N(=O)OCN1N=C(C2=C1C(=NN2CON(=O)=O)N(=O)=O)N(=O)=O,30.8572505209
O=C1N(CON(=O)=O)C2=NC3=NON=C3N=C2N1CON(=O)=O,-1.1505916006867
CC1=C(N(N=C1N(=O)=O)c1ccc(cc1N(=O)=O)N(=O)=O)N(=O)=O,32.812725873562
O=N(=O)NC1=NON=C1N=NC1=NON=C1NN(=O)=O,182.61940004569
COc1ccc(cc1)C=C(C(=O)c1ccccc1)N(=O)=O,-41.170656086175
O=N(=O)c1ccccc1N=NC1(CCCc2cc3CCCCc3nc12)C#N,74.335436493302
Cc1cccc(c1)c1cc(cc(c1)N([O])C(C)(C)C)N([O])C(C)(C)C,15.63365424813
COC(=O)c1ccccc1C#Cc1c(NC(=O)c2ccccc2)cccc1NC(=O)c1ccc(cc1)N(=O)=O,-102.6487191623
COc1cc(ccc1OCC#C)C=NOCC#C,59.354929217087
CC(=O)c1cc(ccc1O)N=Nc1ccc(cc1)N(=O)=O,-29.659758368905
O=N(=O)c1cccc2c1NN=C2N(=O)=O,31.083997860686
O=C1Oc2ccccc2C(=C1N(=O)=O)Nc1cccc2ccccc12,-27.542841469593
O=C1Oc2ccccc2C(=C1N(=O)=O)Nc1ccccc1,-36.230578252522
CC=C(C)C1=CCC2(COC(=O)c3ccc(cc3)N(=O)=O)C(C)CCC=C12,-91.122594244309
CC(N)=NO,-16.04961003711
ON=C1CCCCCCCCCCC1O,-92.052693147597
CCOC(=O)C1=C(N)Oc2c(ccc3cccnc23)C1c1cccc(c1)N(=O)=O,-90.71722025198
CC1(C)CC(=O)C2=C(C1)N(N=N2)c1ccc(cc1)N(=O)=O,4.8406121276204
COc1ccc(c(C=O)c1OCc1ccccc1)N(=O)=O,-78.934298802997
CN(C)C1(CCOC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)COC1,-118.63239111546
CC(C)(C)c1ccc(cc1)C1(CCOC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)COC1,-143.56146966702
CC1(C)CCC2=C(O1)C(=NO)c1ccccc1C2=O,-66.377565475931
Cc1cccc(c1)c1cc(cc(c1O)c1cccc(C)c1)N(=O)=O,-32.528752137558
O=C(NC1CCCCC1)C1N(CC2CC3OC12C=C3)c1ccccc1N(=O)=O,-72.789081141351
CON(C)C12c3ccccc3C(c3ccccc13)c1c(C)ccc(C)c21,57.22347148336
CCN(OC)C12c3ccccc3C(c3ccccc13)c1c(C)ccc(C)c21,51.191227759806
CC(=O)Oc1ccccc1C1=NC(=NO1)c1ccccc1,-44.96597117858
O=C(C=Cc1ccccc1)c1ccc(cc1)[n+]1cc([O-])on1,7.1099160053357
CN(C)c1ccc(cc1)C=C1OC(=O)c2cc(ccc12)N(=O)=O,-44.7700490095
O=C(C=Cc1cccc(c1)N(=O)=O)C1=Nc2ccccc2N1,5.2360698213279
C1CC2C=CC1ON2c1ccccc1,44.64234889286
C1C2ON(C1C=CC=C2)c1ccccc1,60.674611013701
COc1cc(C=O)c(cc1OC)C1=C(N=C(C)N1CCCc1ccccc1)N(=O)=O,-89.42996630437
CCCCN1C(=NC(=C1c1cc(OC)c(OC)cc1C=O)N(=O)=O)C,-114.88924540585
CC1=NC(=C2N1CCc1ccccc21)N(=O)=O,17.035956536922
O=N(=O)C1=C(N(CCc2ccccc2)C=N1)c1ccc(cc1)C#N,70.161760933223
O=N(=O)c1cccc(c1)C1=C(N=CN1CCc1ccccc1)N(=O)=O,31.890526141821
CC1=NC(=C(N1CCc1ccccc1)c1ccccc1C=O)N(=O)=O,-2.337199278503
OC1(CCCCC1ON1C(=O)c2ccccc2C1=O)c1ccccc1,-114.15136098804
CN(C)C=CC1=CC=C(O1)N(=O)=O,-19.021347774039
OCCN1C(=O)C(=NO)c2ccccc12,-59.337972087295
CC1=NOC(=C1)C(O)=O,-82.82797991021
O=CC1=NOC(=C1)C1=CC=CO1,-24.563369275077
CC(C)C1=CC(=NNC(=O)c2ccc(cc2)N(=O)=O)C(=CC1=O)C,-48.148097328976
CN1C(=O)NC(c2cccc(c2)N(=O)=O)C2=C1C=NNC2=O,-39.610896454151
CC1=C2CC(CCC2(C)CCC1=NO)C(C)(C)C,-58.558192721719
CC(OC(=O)c1ccc(cc1)N(=O)=O)C=CC12OC(CC1(C)C)CC2(C)O,-189.35528856337
CCOC(=O)C1(CO)ON=C(CC)C1c1ccccc1,-133.5982208519
O1N2C3C4N(OC3(c3ccccc3)c3ccccc23)c2ccccc2C14c1ccccc1,96.011735314822
CCOC(=O)C(C)=NNc1ccccc1N(=O)=O,-71.096848829955
CC1(C)CC2(C)NCCN2C(=N)C1=[N+](O)[O-],-16.83108503918
